strain_id,A_MTX_5-FC.ERV25_UIP4,A_MTX_Fluconazole.ERV25_UIP4,A_MTX_Metformin.ERV25_UIP4,A_MTX_Trifluoperazine.ERV25_UIP4,A_MTX_noDrug.ERV25_UIP4,A_noMTX_5-FC.ERV25_UIP4,A_noMTX_Fluconazole.ERV25_UIP4,A_noMTX_Metformin.ERV25_UIP4,A_noMTX_Trifluoperazine.ERV25_UIP4,A_noMTX_noDrug.ERV25_UIP4,B_MTX_5-FC.ERV25_UIP4,B_MTX_Fluconazole.ERV25_UIP4,B_MTX_Metformin.ERV25_UIP4,B_MTX_Trifluoperazine.ERV25_UIP4,B_MTX_noDrug.ERV25_UIP4,B_noMTX_5-FC.ERV25_UIP4,B_noMTX_Fluconazole.ERV25_UIP4,B_noMTX_Metformin.ERV25_UIP4,B_noMTX_Trifluoperazine.ERV25_UIP4,B_noMTX_noDrug.ERV25_UIP4,T0_noMTX_noDrug.ERV25_UIP4
1005,1.0,1.0,1.0,1.0,0.0,73.0,39.0,71.0,201.0,34.0,1.0,1.0,6.0,0.0,0.0,87.0,36.0,31.0,388,132.0,99.0
1007,0.0,9.0,7.0,1.0,0.0,178.0,34.0,250.0,142.0,20.0,2.0,11.0,12.0,1.0,2.0,156.0,28.0,463.0,509,68.0,42.0
1013,20.0,24.0,5.0,5.0,186.0,6.0,19.0,4.0,24.0,3.0,126.0,171.0,8.0,12.0,2.0,10.0,15.0,16.0,197,6.0,7.0
1016,1.0,0.0,34.0,4.0,2.0,306.0,185.0,124.0,324.0,185.0,2.0,0.0,24.0,1.0,1.0,213.0,84.0,145.0,470,691.0,192.0
1018,851.0,490.0,1595.0,1018.0,1316.0,274.0,332.0,250.0,210.0,100.0,2029.0,34.0,1734.0,478.0,319.0,347.0,30.0,96.0,741,425.0,120.0
1020,3076.0,3.0,2779.0,2539.0,628.0,382.0,37.0,604.0,924.0,104.0,7768.0,20.0,2335.0,2763.0,1075.0,1148.0,22.0,422.0,1878,324.0,168.0
1025,88.0,89.0,30.0,42.0,44.0,588.0,484.0,413.0,386.0,154.0,102.0,44.0,42.0,61.0,101.0,774.0,525.0,241.0,700,658.0,325.0
1027,7.0,39.0,18.0,0.0,0.0,410.0,2565.0,391.0,644.0,102.0,8.0,1.0,13.0,3.0,1.0,939.0,124.0,330.0,1811,448.0,121.0
1035,34.0,25.0,44.0,123.0,50.0,7.0,5.0,1.0,16.0,4.0,43.0,22.0,35.0,47.0,34.0,7.0,7.0,10.0,34,6.0,2.0
1038,961.0,1.0,2185.0,1209.0,526.0,567.0,35.0,701.0,525.0,301.0,2775.0,1.0,919.0,674.0,237.0,441.0,22.0,821.0,1452,394.0,150.0
1040,23.0,10.0,40.0,151.0,18.0,324.0,114.0,306.0,557.0,165.0,30.0,15.0,37.0,27.0,12.0,459.0,83.0,301.0,1040,340.0,282.0
1046,1.0,1.0,15.0,13.0,0.0,70.0,147.0,48.0,225.0,18.0,4.0,0.0,8.0,2.0,1.0,71.0,31.0,39.0,298,114.0,79.0
1050,11.0,0.0,37.0,57.0,4.0,15.0,2.0,15.0,37.0,3.0,21.0,0.0,33.0,11.0,8.0,18.0,7.0,7.0,54,18.0,7.0
1065,13.0,49.0,46.0,7.0,3.0,20.0,1.0,15.0,44.0,16.0,13.0,21.0,72.0,6.0,4.0,38.0,5.0,3.0,61,40.0,26.0
1069,2364.0,1197.0,2052.0,1855.0,1527.0,212.0,109.0,378.0,431.0,100.0,5200.0,3215.0,1169.0,1122.0,1848.0,411.0,116.0,279.0,1459,198.0,94.0
107,1.0,2.0,2.0,14.0,2.0,9.0,6.0,3.0,5.0,0.0,3.0,0.0,4.0,1.0,0.0,1.0,5.0,2.0,19,1.0,1.0
113,6.0,18.0,9.0,4.0,0.0,4.0,7.0,8.0,8.0,2.0,8.0,13.0,9.0,1.0,0.0,4.0,10.0,5.0,19,4.0,3.0
119,5.0,13.0,6.0,7.0,4.0,5.0,2.0,6.0,5.0,3.0,4.0,4.0,5.0,1.0,3.0,2.0,4.0,1.0,12,4.0,1.0
124,191.0,48.0,381.0,142.0,587.0,55.0,26.0,40.0,45.0,29.0,209.0,0.0,149.0,79.0,84.0,61.0,2.0,23.0,46,76.0,38.0
128,1.0,0.0,4.0,2.0,2.0,349.0,44.0,211.0,612.0,71.0,1.0,1.0,2.0,1.0,0.0,419.0,84.0,171.0,1072,156.0,84.0
132,1.0,3.0,9.0,0.0,3.0,349.0,31.0,455.0,958.0,205.0,5.0,7.0,11.0,3.0,1.0,791.0,93.0,483.0,1648,496.0,143.0
133,0.0,1.0,19.0,0.0,0.0,150.0,6.0,66.0,176.0,92.0,1.0,0.0,7.0,0.0,0.0,115.0,23.0,103.0,245,274.0,46.0
136,0.0,0.0,3.0,0.0,0.0,32.0,6.0,55.0,71.0,16.0,1.0,2.0,1.0,2.0,0.0,73.0,115.0,63.0,375,57.0,20.0
14,71.0,13.0,101.0,74.0,34.0,39.0,5.0,40.0,36.0,29.0,64.0,6.0,51.0,138.0,44.0,24.0,4.0,35.0,114,28.0,16.0
146,440.0,54.0,3228.0,335.0,208.0,1632.0,961.0,1772.0,1646.0,504.0,794.0,36.0,1624.0,282.0,118.0,1810.0,722.0,1391.0,4689,1123.0,385.0
15,174.0,5.0,363.0,76.0,158.0,189.0,10.0,54.0,98.0,58.0,215.0,0.0,241.0,73.0,87.0,75.0,3.0,88.0,227,178.0,122.0
151,1.0,4.0,4.0,9.0,1.0,13.0,8.0,13.0,34.0,2.0,7.0,3.0,14.0,2.0,3.0,19.0,5.0,11.0,45,6.0,7.0
153,3.0,0.0,2.0,1.0,1.0,160.0,167.0,50.0,122.0,83.0,0.0,0.0,6.0,2.0,1.0,134.0,358.0,54.0,138,208.0,114.0
17,2.0,10.0,4.0,4.0,0.0,1.0,5.0,3.0,5.0,1.0,0.0,3.0,6.0,6.0,0.0,1.0,0.0,3.0,23,2.0,2.0
171,203.0,7.0,41.0,73.0,96.0,55.0,54.0,17.0,54.0,23.0,380.0,1.0,40.0,79.0,106.0,45.0,39.0,35.0,85,65.0,141.0
175,1.0,0.0,1.0,1.0,0.0,23.0,2.0,5.0,18.0,11.0,2.0,0.0,5.0,1.0,1.0,22.0,8.0,1.0,49,65.0,14.0
180,0.0,3.0,4.0,1.0,1.0,29.0,11.0,13.0,31.0,14.0,3.0,0.0,8.0,1.0,1.0,38.0,8.0,12.0,44,53.0,55.0
180_2,7.0,8.0,28.0,3.0,1.0,96.0,21.0,48.0,68.0,58.0,11.0,2.0,13.0,1.0,1.0,57.0,40.0,36.0,77,111.0,62.0
185,15.0,0.0,20.0,57.0,7.0,3.0,4.0,1.0,15.0,4.0,21.0,4.0,20.0,21.0,6.0,7.0,2.0,2.0,28,2.0,0.0
187,3.0,0.0,8.0,3.0,5.0,299.0,687.0,669.0,693.0,84.0,0.0,0.0,39.0,1.0,2.0,513.0,305.0,107.0,1600,283.0,132.0
188,4.0,31.0,18.0,13.0,1.0,31.0,51.0,122.0,87.0,13.0,9.0,26.0,15.0,12.0,2.0,58.0,6.0,90.0,146,17.0,4.0
192,11.0,38.0,10.0,9.0,2.0,33.0,798.0,20.0,46.0,45.0,12.0,16.0,9.0,4.0,6.0,41.0,766.0,19.0,135,57.0,24.0
20,0.0,2.0,6.0,0.0,1.0,5.0,38.0,4.0,5.0,0.0,0.0,0.0,5.0,1.0,1.0,2.0,5.0,4.0,15,4.0,2.0
209,0.0,2.0,5.0,2.0,1.0,53.0,63.0,60.0,76.0,20.0,3.0,3.0,7.0,0.0,0.0,75.0,720.0,56.0,116,21.0,18.0
210,5.0,0.0,9.0,2.0,1.0,4.0,1.0,4.0,5.0,3.0,5.0,0.0,5.0,12.0,2.0,6.0,2.0,6.0,11,7.0,2.0
226,222.0,0.0,67.0,265.0,311.0,82.0,114.0,39.0,108.0,5.0,356.0,3.0,161.0,128.0,73.0,53.0,301.0,35.0,124,48.0,44.0
235,13.0,0.0,6.0,0.0,1.0,23.0,3.0,4.0,25.0,19.0,0.0,0.0,8.0,0.0,1.0,16.0,0.0,12.0,46,32.0,17.0
240,10.0,0.0,0.0,0.0,0.0,34.0,0.0,9.0,23.0,14.0,0.0,0.0,5.0,0.0,0.0,24.0,80.0,21.0,34,17.0,7.0
248,2.0,15.0,164.0,57.0,23.0,4.0,7.0,33.0,17.0,2.0,464.0,0.0,65.0,190.0,192.0,7.0,2.0,9.0,71,26.0,9.0
250,0.0,2.0,3.0,2.0,1.0,51.0,11.0,40.0,6.0,2.0,1.0,1.0,3.0,0.0,2.0,28.0,1.0,39.0,58,5.0,8.0
252,0.0,7.0,7.0,1.0,1.0,4.0,37.0,8.0,5.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0,13.0,1.0,13,2.0,0.0
253,4.0,0.0,14.0,3.0,0.0,12.0,7.0,13.0,24.0,8.0,16.0,0.0,17.0,4.0,4.0,21.0,9.0,18.0,43,19.0,6.0
254,2.0,10.0,23.0,1.0,1.0,248.0,22.0,109.0,370.0,64.0,2.0,1.0,10.0,1.0,0.0,150.0,22.0,261.0,842,155.0,45.0
257,1.0,3.0,4.0,0.0,0.0,13.0,10.0,5.0,32.0,4.0,1.0,0.0,4.0,1.0,1.0,5.0,25.0,14.0,33,33.0,17.0
258,31.0,1.0,203.0,23.0,11.0,218.0,38.0,201.0,157.0,49.0,41.0,0.0,113.0,11.0,5.0,415.0,15.0,181.0,503,207.0,67.0
27,0.0,1.0,5.0,3.0,3.0,1.0,1.0,3.0,7.0,1.0,2.0,1.0,11.0,1.0,1.0,8.0,5.0,1.0,12,3.0,1.0
270,0.0,0.0,0.0,0.0,0.0,11.0,539.0,3.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,617.0,2.0,28,0.0,4.0
271,0.0,1.0,35.0,0.0,0.0,335.0,21.0,160.0,156.0,133.0,3.0,0.0,23.0,0.0,0.0,278.0,31.0,228.0,317,301.0,139.0
272,3.0,0.0,1.0,4.0,2.0,56.0,1.0,29.0,49.0,18.0,3.0,3.0,4.0,1.0,0.0,50.0,4.0,39.0,182,27.0,16.0
277,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3,0.0,0.0
286,9.0,5.0,18.0,15.0,23.0,4.0,0.0,6.0,8.0,1.0,59.0,5.0,14.0,9.0,4.0,1.0,2.0,4.0,27,2.0,5.0
289,1.0,1.0,9.0,0.0,1.0,586.0,31.0,726.0,652.0,226.0,1.0,0.0,13.0,0.0,0.0,800.0,24.0,672.0,1923,237.0,103.0
29,2.0,2.0,2.0,5.0,2.0,8.0,7.0,7.0,14.0,4.0,5.0,1.0,7.0,0.0,0.0,11.0,5.0,2.0,31,4.0,2.0
291,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,0.0,4,1.0,1.0
294,0.0,1.0,49.0,7.0,0.0,216.0,159.0,245.0,262.0,83.0,1.0,1.0,49.0,2.0,1.0,256.0,453.0,211.0,505,249.0,105.0
296,0.0,0.0,13.0,1.0,1.0,401.0,1815.0,136.0,243.0,138.0,2.0,1.0,8.0,0.0,0.0,450.0,834.0,277.0,455,374.0,122.0
299,1.0,0.0,22.0,3.0,0.0,215.0,35.0,270.0,298.0,93.0,1.0,0.0,9.0,1.0,0.0,306.0,3.0,202.0,1100,309.0,38.0
307,2.0,0.0,8.0,3.0,3.0,3.0,6.0,6.0,1.0,1.0,7.0,0.0,5.0,3.0,0.0,2.0,1.0,0.0,8,0.0,0.0
308,4.0,2.0,3.0,7.0,2.0,1.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,0.0,2.0,0.0,1.0,1.0,16,2.0,3.0
31,1.0,0.0,2.0,0.0,0.0,3.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,2.0,1.0,7,0.0,1.0
311,1.0,0.0,7.0,2.0,1.0,3.0,2.0,4.0,4.0,4.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,4.0,15,3.0,0.0
312,43.0,4.0,34.0,118.0,30.0,16.0,5.0,9.0,7.0,11.0,70.0,13.0,28.0,35.0,12.0,25.0,11.0,3.0,32,23.0,6.0
32,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4,1.0,0.0
320,75.0,13.0,247.0,54.0,107.0,58.0,34.0,51.0,61.0,30.0,97.0,22.0,162.0,28.0,54.0,57.0,61.0,60.0,126,69.0,9.0
323,2.0,1.0,4.0,7.0,2.0,19.0,0.0,5.0,17.0,14.0,1.0,1.0,1.0,6.0,3.0,5.0,3.0,11.0,14,14.0,10.0
325,1.0,9.0,10.0,1.0,0.0,69.0,60.0,47.0,45.0,63.0,13.0,0.0,6.0,2.0,0.0,82.0,52.0,67.0,128,106.0,50.0
33,1.0,0.0,0.0,1.0,0.0,10.0,0.0,6.0,12.0,5.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,9.0,16,73.0,7.0
335,169.0,1.0,339.0,143.0,53.0,134.0,3.0,132.0,136.0,45.0,543.0,0.0,310.0,129.0,18.0,210.0,2.0,56.0,356,84.0,95.0
336,29.0,6.0,6.0,1.0,20.0,15.0,5.0,11.0,9.0,4.0,50.0,1.0,26.0,10.0,11.0,9.0,3.0,14.0,36,22.0,18.0
337,4.0,2.0,42.0,0.0,1.0,1253.0,701.0,1025.0,908.0,593.0,4.0,0.0,19.0,5.0,0.0,1714.0,1286.0,1128.0,1919,1230.0,431.0
339,8.0,1.0,93.0,7.0,22.0,55.0,2.0,18.0,42.0,26.0,33.0,1.0,91.0,19.0,4.0,54.0,5.0,31.0,67,47.0,25.0
347,1.0,7.0,3.0,1.0,0.0,170.0,17.0,170.0,58.0,46.0,3.0,1.0,9.0,1.0,0.0,85.0,6.0,62.0,70,148.0,105.0
348,351.0,1.0,20.0,76.0,186.0,22.0,7.0,1.0,11.0,10.0,428.0,48.0,21.0,74.0,73.0,22.0,3.0,11.0,39,49.0,40.0
350,208.0,72.0,324.0,242.0,417.0,30.0,16.0,36.0,82.0,4.0,1378.0,5.0,59.0,449.0,316.0,41.0,8.0,25.0,135,71.0,7.0
354,0.0,0.0,8.0,2.0,1.0,27.0,2.0,11.0,19.0,8.0,1.0,0.0,6.0,0.0,1.0,13.0,2.0,12.0,39,17.0,5.0
358,146.0,3.0,97.0,55.0,165.0,40.0,8.0,17.0,36.0,23.0,116.0,0.0,48.0,47.0,54.0,41.0,10.0,22.0,49,28.0,37.0
359,182.0,3.0,2.0,336.0,346.0,1.0,0.0,7.0,1.0,0.0,76.0,1.0,59.0,198.0,4.0,32.0,4.0,0.0,24,4.0,3.0
36,2.0,0.0,2.0,1.0,0.0,2.0,155.0,2.0,2.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,15.0,4.0,6,0.0,0.0
364,15.0,8.0,10.0,19.0,0.0,15.0,395.0,2.0,11.0,13.0,21.0,2.0,26.0,8.0,7.0,5.0,11.0,7.0,39,31.0,14.0
375,53.0,4.0,573.0,227.0,53.0,180.0,52.0,112.0,72.0,10.0,73.0,1.0,44.0,40.0,17.0,47.0,271.0,50.0,500,97.0,19.0
383,1.0,6.0,10.0,5.0,1.0,65.0,4.0,11.0,21.0,34.0,3.0,8.0,12.0,1.0,2.0,35.0,38.0,16.0,49,56.0,36.0
385,4.0,64.0,6.0,18.0,3.0,3.0,9.0,2.0,1.0,2.0,2.0,13.0,4.0,6.0,3.0,2.0,11.0,4.0,9,2.0,1.0
392,3.0,38.0,7.0,12.0,3.0,161.0,23.0,201.0,187.0,44.0,5.0,5.0,8.0,6.0,5.0,79.0,7.0,48.0,831,128.0,26.0
397,2.0,3.0,3.0,2.0,0.0,3.0,2.0,7.0,2.0,2.0,0.0,0.0,3.0,1.0,2.0,4.0,0.0,3.0,22,3.0,3.0
399,7.0,40.0,36.0,0.0,1.0,93.0,15.0,136.0,45.0,74.0,4.0,31.0,13.0,14.0,0.0,134.0,111.0,68.0,408,73.0,25.0
40,1278.0,65.0,189.0,593.0,4516.0,26.0,7.0,30.0,22.0,23.0,1552.0,10.0,236.0,693.0,1859.0,94.0,0.0,7.0,97,21.0,28.0
400,737.0,1.0,2361.0,805.0,225.0,186.0,6.0,109.0,142.0,60.0,2090.0,1.0,136.0,891.0,93.0,152.0,6.0,122.0,307,185.0,38.0
406,1.0,25.0,51.0,0.0,0.0,588.0,1002.0,670.0,682.0,350.0,2.0,3.0,15.0,1.0,0.0,548.0,653.0,759.0,1582,915.0,115.0
408,0.0,1.0,2.0,2.0,1.0,51.0,16.0,18.0,40.0,29.0,0.0,0.0,1.0,0.0,1.0,34.0,4.0,34.0,74,92.0,35.0
409,130.0,15.0,64.0,32.0,137.0,39.0,18.0,21.0,61.0,13.0,956.0,5.0,15.0,38.0,130.0,40.0,16.0,14.0,160,68.0,31.0
40_2,0.0,1.0,2.0,7.0,3.0,0.0,3.0,1.0,8.0,1.0,2.0,6.0,4.0,3.0,2.0,1.0,2.0,2.0,11,1.0,0.0
412,8.0,2.0,53.0,0.0,2.0,1.0,40.0,1.0,3.0,2.0,309.0,1.0,13.0,0.0,0.0,12.0,69.0,1.0,16,1.0,4.0
418,3.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,1.0,10,1.0,0.0
419,1.0,4.0,17.0,1.0,1.0,126.0,95.0,93.0,201.0,80.0,3.0,0.0,21.0,0.0,2.0,176.0,15.0,130.0,278,202.0,47.0
420,1.0,2.0,0.0,2.0,0.0,11.0,3.0,8.0,22.0,4.0,4.0,1.0,1.0,0.0,0.0,13.0,4.0,10.0,30,7.0,2.0
421,10.0,7.0,43.0,76.0,11.0,17.0,8.0,31.0,32.0,3.0,17.0,0.0,198.0,23.0,20.0,10.0,11.0,13.0,43,42.0,6.0
426,9.0,1.0,15.0,67.0,9.0,14.0,158.0,4.0,6.0,1.0,24.0,1.0,10.0,17.0,7.0,8.0,126.0,4.0,31,6.0,3.0
43,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,1.0,3,0.0,0.0
431,0.0,0.0,39.0,4.0,0.0,373.0,171.0,411.0,556.0,150.0,3.0,0.0,42.0,0.0,2.0,600.0,125.0,243.0,894,678.0,349.0
433,5.0,2.0,16.0,23.0,11.0,8.0,13.0,9.0,16.0,3.0,18.0,0.0,16.0,13.0,0.0,8.0,4.0,12.0,45,12.0,8.0
434,11.0,0.0,192.0,33.0,4.0,75.0,11.0,41.0,102.0,35.0,127.0,9.0,256.0,16.0,7.0,106.0,48.0,45.0,142,88.0,43.0
437,22.0,13.0,30.0,74.0,6.0,5.0,11.0,3.0,8.0,3.0,22.0,14.0,19.0,30.0,9.0,8.0,8.0,6.0,29,7.0,4.0
438,2.0,0.0,3.0,1.0,1.0,2.0,50.0,1.0,5.0,4.0,1.0,2.0,3.0,0.0,0.0,10.0,14.0,1.0,11,3.0,11.0
439,3.0,6.0,4.0,0.0,1.0,59.0,18.0,17.0,36.0,18.0,3.0,8.0,4.0,0.0,0.0,29.0,31.0,39.0,111,90.0,26.0
43_ref1,1.0,3.0,2.0,3.0,2.0,1.0,248.0,2.0,4.0,0.0,5.0,1.0,4.0,1.0,0.0,2.0,94.0,9.0,9,0.0,262.0
43_ref2,5.0,0.0,17.0,12.0,1.0,145.0,39.0,21.0,57.0,3.0,10.0,1.0,3.0,8.0,1.0,216.0,27.0,27.0,74,65.0,486.0
442,14.0,8.0,38.0,49.0,20.0,8.0,4.0,14.0,12.0,5.0,41.0,0.0,41.0,25.0,12.0,5.0,4.0,4.0,28,2.0,1.0
444,0.0,1.0,4.0,2.0,2.0,5.0,3.0,2.0,7.0,1.0,3.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,16,0.0,1.0
446,1.0,3.0,2.0,1.0,0.0,2.0,5.0,1.0,5.0,2.0,4.0,0.0,1.0,5.0,0.0,4.0,6.0,1.0,11,4.0,3.0
45,0.0,0.0,4.0,1.0,0.0,8.0,7.0,9.0,7.0,1.0,1.0,0.0,4.0,1.0,2.0,6.0,5.0,14.0,36,8.0,1.0
450,1.0,1.0,0.0,5.0,1.0,15.0,108.0,7.0,29.0,2.0,3.0,0.0,3.0,3.0,3.0,8.0,215.0,18.0,24,33.0,12.0
452,2.0,1.0,7.0,6.0,2.0,6.0,37.0,4.0,5.0,2.0,6.0,0.0,4.0,1.0,1.0,5.0,51.0,5.0,13,1.0,3.0
458,0.0,2.0,3.0,1.0,0.0,174.0,95.0,47.0,160.0,64.0,2.0,0.0,6.0,1.0,0.0,137.0,81.0,106.0,289,122.0,139.0
459,13.0,36.0,11.0,1.0,5.0,15.0,11.0,14.0,16.0,6.0,10.0,0.0,14.0,11.0,5.0,13.0,18.0,10.0,51,9.0,12.0
460,876.0,3038.0,926.0,778.0,1024.0,361.0,81.0,143.0,220.0,164.0,1710.0,1090.0,571.0,587.0,652.0,350.0,4729.0,252.0,344,424.0,91.0
466,12.0,3.0,21.0,7.0,2.0,8.0,7.0,4.0,11.0,3.0,15.0,1.0,5.0,7.0,3.0,10.0,2.0,8.0,19,10.0,2.0
468,324.0,19.0,926.0,473.0,168.0,618.0,72.0,323.0,331.0,71.0,428.0,1.0,576.0,439.0,101.0,905.0,23.0,366.0,936,159.0,65.0
470,37.0,198.0,43.0,15.0,22.0,19.0,11.0,19.0,15.0,8.0,80.0,5.0,38.0,15.0,17.0,35.0,35.0,7.0,55,9.0,7.0
473,5.0,2.0,38.0,11.0,3.0,505.0,233.0,249.0,207.0,225.0,8.0,0.0,21.0,2.0,5.0,350.0,101.0,308.0,429,386.0,167.0
475,15.0,12.0,702.0,7.0,18.0,5568.0,2702.0,9536.0,6622.0,2820.0,25.0,24.0,423.0,126.0,4.0,5347.0,4960.0,8663.0,14004,9378.0,2288.0
476,4.0,5.0,44.0,3.0,3.0,923.0,120.0,402.0,1022.0,510.0,9.0,0.0,48.0,6.0,2.0,621.0,279.0,630.0,2105,1549.0,1211.0
48,7.0,6.0,10.0,8.0,4.0,12.0,240.0,12.0,9.0,3.0,9.0,5.0,13.0,8.0,7.0,7.0,34.0,8.0,28,6.0,4.0
485,14.0,16.0,16.0,21.0,2.0,3.0,7.0,5.0,5.0,1.0,21.0,2.0,8.0,10.0,5.0,4.0,3.0,6.0,15,1.0,1.0
486,72.0,4.0,273.0,46.0,71.0,106.0,408.0,100.0,217.0,38.0,209.0,4.0,232.0,23.0,9.0,128.0,31.0,53.0,309,180.0,63.0
491,30.0,4.0,293.0,46.0,3.0,25.0,1.0,24.0,49.0,23.0,19.0,2.0,62.0,20.0,4.0,24.0,2.0,24.0,82,24.0,9.0
493,30.0,0.0,244.0,47.0,33.0,83.0,117.0,53.0,68.0,28.0,82.0,7.0,101.0,23.0,7.0,42.0,187.0,53.0,154,81.0,44.0
495,1.0,0.0,33.0,6.0,0.0,484.0,87.0,573.0,685.0,116.0,5.0,2.0,17.0,2.0,1.0,907.0,135.0,855.0,2026,262.0,98.0
50,48.0,8.0,50.0,19.0,6.0,7.0,4.0,13.0,19.0,5.0,43.0,6.0,15.0,11.0,7.0,24.0,7.0,10.0,73,5.0,6.0
503,0.0,0.0,12.0,3.0,0.0,133.0,72.0,48.0,88.0,33.0,3.0,1.0,9.0,1.0,1.0,125.0,8.0,26.0,300,89.0,36.0
507,0.0,2.0,6.0,6.0,2.0,127.0,504.0,113.0,93.0,36.0,2.0,2.0,3.0,2.0,1.0,141.0,109.0,60.0,249,111.0,95.0
508,1.0,6.0,13.0,14.0,4.0,63.0,7.0,87.0,154.0,10.0,1.0,3.0,13.0,2.0,3.0,56.0,34.0,55.0,399,45.0,15.0
52,1.0,1.0,4.0,1.0,0.0,20.0,2.0,3.0,9.0,4.0,3.0,0.0,3.0,0.0,0.0,11.0,5.0,8.0,17,22.0,12.0
520,3.0,0.0,8.0,4.0,1.0,2.0,5.0,8.0,12.0,0.0,1.0,1.0,4.0,1.0,0.0,6.0,1.0,3.0,44,3.0,3.0
521,4.0,0.0,255.0,4.0,22.0,23.0,13.0,2856.0,759.0,24.0,9.0,0.0,13.0,1.0,8.0,35.0,13.0,863.0,99,2544.0,99.0
522,7.0,2.0,25.0,15.0,9.0,78.0,225.0,68.0,82.0,51.0,19.0,7.0,15.0,6.0,9.0,34.0,43.0,75.0,140,178.0,21.0
523,4051.0,793.0,8962.0,3827.0,12857.0,894.0,708.0,762.0,976.0,546.0,8774.0,1025.0,3066.0,2937.0,5853.0,973.0,580.0,858.0,1668,785.0,171.0
524,363.0,40.0,127.0,50.0,118.0,45.0,63.0,82.0,123.0,23.0,752.0,49.0,103.0,80.0,21.0,150.0,73.0,47.0,445,64.0,40.0
525,2049.0,41.0,3699.0,850.0,1147.0,351.0,114.0,158.0,264.0,169.0,3725.0,2.0,852.0,1245.0,453.0,306.0,232.0,310.0,1175,398.0,69.0
531,2.0,8.0,16.0,23.0,4.0,15.0,5.0,7.0,27.0,0.0,10.0,8.0,6.0,3.0,2.0,17.0,7.0,6.0,17,15.0,17.0
532,3.0,10.0,7.0,52.0,8.0,3.0,1.0,1.0,13.0,2.0,3.0,5.0,7.0,7.0,6.0,3.0,17.0,1.0,32,3.0,0.0
535,1265.0,204.0,344.0,537.0,2153.0,407.0,303.0,63.0,215.0,103.0,3356.0,1974.0,269.0,626.0,765.0,220.0,42.0,78.0,277,392.0,134.0
538,270.0,39.0,1057.0,261.0,149.0,139.0,267.0,299.0,193.0,100.0,1426.0,24.0,420.0,94.0,75.0,134.0,307.0,133.0,972,142.0,41.0
539,111.0,33.0,1106.0,101.0,535.0,93.0,33.0,85.0,110.0,66.0,485.0,70.0,508.0,107.0,356.0,120.0,45.0,134.0,210,195.0,42.0
540,3097.0,636.0,564.0,1832.0,4664.0,212.0,459.0,369.0,399.0,96.0,8147.0,92.0,632.0,3238.0,1008.0,526.0,587.0,200.0,1451,330.0,132.0
541,3.0,3.0,17.0,14.0,9.0,125.0,25.0,115.0,154.0,70.0,12.0,1.0,21.0,5.0,11.0,184.0,71.0,160.0,169,143.0,52.0
543,1.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,5.0,1.0,3.0,0.0,6.0,1.0,8,0.0,2.0
545,1067.0,5032.0,798.0,1239.0,3303.0,137.0,1598.0,83.0,154.0,85.0,2936.0,10909.0,686.0,653.0,821.0,219.0,553.0,107.0,335,203.0,153.0
546,5.0,12.0,16.0,12.0,3.0,268.0,34.0,456.0,394.0,53.0,5.0,11.0,22.0,0.0,2.0,662.0,27.0,345.0,1757,250.0,69.0
557,8.0,0.0,7.0,9.0,4.0,33.0,18.0,109.0,60.0,8.0,9.0,0.0,8.0,14.0,3.0,41.0,6.0,32.0,319,32.0,9.0
559,6.0,9.0,13.0,9.0,6.0,5.0,2.0,2.0,13.0,2.0,6.0,4.0,21.0,9.0,2.0,6.0,7.0,8.0,22,12.0,4.0
564,14.0,21.0,16.0,94.0,13.0,10.0,11.0,11.0,24.0,6.0,16.0,14.0,10.0,17.0,12.0,4.0,47.0,20.0,55,7.0,6.0
567,120.0,4.0,321.0,59.0,30.0,87.0,45.0,48.0,61.0,43.0,182.0,0.0,206.0,61.0,43.0,150.0,90.0,67.0,188,82.0,69.0
57,0.0,0.0,0.0,1.0,0.0,13.0,9.0,6.0,6.0,2.0,1.0,0.0,4.0,0.0,1.0,13.0,1.0,2.0,23,9.0,2.0
571,128.0,4.0,16.0,70.0,651.0,48.0,907.0,16.0,38.0,12.0,73.0,3.0,28.0,71.0,221.0,16.0,293.0,17.0,42,93.0,26.0
