strain_id,A_MTX_5-FC.SNA4_GTR2,A_MTX_Fluconazole.SNA4_GTR2,A_MTX_Metformin.SNA4_GTR2,A_MTX_Trifluoperazine.SNA4_GTR2,A_MTX_noDrug.SNA4_GTR2,A_noMTX_5-FC.SNA4_GTR2,A_noMTX_Fluconazole.SNA4_GTR2,A_noMTX_Metformin.SNA4_GTR2,A_noMTX_Trifluoperazine.SNA4_GTR2,A_noMTX_noDrug.SNA4_GTR2,B_MTX_5-FC.SNA4_GTR2,B_MTX_Fluconazole.SNA4_GTR2,B_MTX_Metformin.SNA4_GTR2,B_MTX_Trifluoperazine.SNA4_GTR2,B_MTX_noDrug.SNA4_GTR2,B_noMTX_5-FC.SNA4_GTR2,B_noMTX_Fluconazole.SNA4_GTR2,B_noMTX_Metformin.SNA4_GTR2,B_noMTX_Trifluoperazine.SNA4_GTR2,B_noMTX_noDrug.SNA4_GTR2,T0_noMTX_noDrug.SNA4_GTR2
520,4.0,0.0,9.0,5.0,3.0,7.0,3.0,10.0,37.0,45.0,2.0,0.0,83,7.0,3.0,18.0,0.0,5.0,13.0,6.0,5.0
521,13.0,6.0,16.0,12.0,7.0,907.0,8.0,138.0,533.0,797.0,3.0,7.0,77,4.0,3.0,193.0,29.0,67.0,785.0,558.0,163.0
522,22.0,16.0,15.0,12.0,24.0,64.0,83.0,197.0,142.0,198.0,6.0,27.0,75,18.0,6.0,83.0,183.0,134.0,186.0,297.0,45.0
523,1326.0,1245.0,3100.0,2804.0,1307.0,938.0,972.0,2152.0,1301.0,2483.0,1066.0,1083.0,23853,1818.0,1562.0,1371.0,968.0,1403.0,1740.0,3230.0,243.0
524,44.0,129.0,72.0,23.0,15.0,72.0,107.0,24.0,131.0,300.0,45.0,113.0,1170,23.0,13.0,62.0,138.0,95.0,87.0,84.0,41.0
525,513.0,154.0,473.0,766.0,378.0,333.0,106.0,415.0,212.0,343.0,500.0,47.0,3683,519.0,506.0,254.0,121.0,279.0,412.0,383.0,100.0
531,4.0,10.0,3.0,18.0,4.0,3.0,271.0,6.0,6.0,11.0,1.0,5.0,22,3.0,0.0,17.0,513.0,121.0,3.0,6.0,4.0
532,4.0,5.0,2.0,10.0,5.0,2.0,5.0,6.0,26.0,29.0,2.0,2.0,92,8.0,2.0,10.0,8.0,3.0,12.0,6.0,3.0
535,1310.0,3553.0,397.0,2270.0,2140.0,339.0,1588.0,205.0,147.0,1380.0,1589.0,3462.0,1154,876.0,1801.0,651.0,2228.0,652.0,237.0,499.0,129.0
538,466.0,61.0,257.0,231.0,247.0,109.0,53.0,167.0,97.0,169.0,211.0,277.0,1505,420.0,365.0,116.0,22.0,129.0,215.0,128.0,19.0
539,906.0,987.0,1623.0,1172.0,1101.0,381.0,896.0,507.0,331.0,1478.0,1259.0,886.0,10199,1069.0,1091.0,531.0,1484.0,564.0,346.0,724.0,123.0
540,2105.0,1135.0,707.0,2402.0,2802.0,757.0,373.0,483.0,899.0,1826.0,1719.0,622.0,9031,2782.0,1383.0,1216.0,1193.0,841.0,1094.0,979.0,450.0
541,3.0,15.0,10.0,3.0,4.0,47.0,116.0,36.0,38.0,107.0,1.0,8.0,33,6.0,0.0,35.0,4.0,14.0,77.0,103.0,18.0
543,6.0,4.0,9.0,5.0,3.0,4.0,115.0,3.0,3.0,12.0,0.0,1.0,40,0.0,0.0,8.0,52.0,10.0,4.0,5.0,3.0
545,105.0,2212.0,177.0,413.0,297.0,117.0,154.0,108.0,129.0,201.0,96.0,5343.0,1140,309.0,253.0,176.0,457.0,168.0,171.0,230.0,54.0
546,7.0,4.0,11.0,6.0,0.0,380.0,280.0,416.0,548.0,1022.0,1.0,4.0,120,3.0,1.0,628.0,190.0,496.0,913.0,666.0,153.0
557,17.0,12.0,7.0,20.0,19.0,41.0,97.0,46.0,60.0,87.0,13.0,0.0,167,14.0,7.0,44.0,71.0,33.0,50.0,96.0,13.0
559,14.0,50.0,13.0,9.0,8.0,6.0,2.0,10.0,12.0,22.0,6.0,10.0,88,16.0,2.0,8.0,9.0,10.0,10.0,10.0,4.0
564,43.0,834.0,61.0,38.0,57.0,47.0,25.0,29.0,59.0,142.0,29.0,308.0,237,88.0,40.0,82.0,8.0,28.0,83.0,64.0,20.0
567,56.0,9.0,116.0,54.0,46.0,44.0,31.0,119.0,43.0,93.0,79.0,14.0,907,38.0,32.0,66.0,63.0,47.0,57.0,54.0,8.0
57,1.0,0.0,0.0,1.0,3.0,41.0,5.0,51.0,52.0,60.0,0.0,2.0,4,0.0,0.0,27.0,8.0,23.0,127.0,84.0,18.0
571,214.0,71.0,194.0,226.0,143.0,155.0,140.0,231.0,89.0,267.0,82.0,67.0,1190,131.0,138.0,128.0,47.0,188.0,210.0,176.0,63.0
574,3.0,7.0,13.0,3.0,1.0,41.0,29.0,70.0,30.0,74.0,1.0,1.0,26,2.0,0.0,66.0,28.0,29.0,50.0,51.0,19.0
576,3.0,12.0,2.0,2.0,4.0,75.0,128.0,90.0,51.0,177.0,2.0,4.0,26,4.0,2.0,88.0,16.0,42.0,72.0,142.0,38.0
578,1293.0,7168.0,519.0,2553.0,1973.0,338.0,459.0,315.0,489.0,752.0,886.0,4773.0,4234,1822.0,1511.0,548.0,974.0,457.0,672.0,630.0,265.0
58,2.0,0.0,5.0,2.0,0.0,10.0,37.0,29.0,65.0,56.0,0.0,0.0,15,2.0,1.0,15.0,106.0,60.0,80.0,36.0,74.0
581,1.0,9.0,9.0,0.0,2.0,252.0,18.0,109.0,195.0,484.0,0.0,9.0,29,0.0,0.0,235.0,17.0,140.0,253.0,249.0,47.0
586,23.0,27.0,14.0,31.0,39.0,87.0,3.0,57.0,94.0,151.0,4.0,12.0,114,28.0,24.0,85.0,23.0,48.0,86.0,126.0,36.0
588,15.0,5.0,21.0,22.0,21.0,11.0,13.0,19.0,47.0,63.0,8.0,0.0,130,5.0,11.0,29.0,3.0,15.0,17.0,6.0,9.0
589,14.0,75.0,13.0,8.0,11.0,214.0,536.0,366.0,197.0,560.0,11.0,54.0,25,12.0,6.0,305.0,435.0,233.0,212.0,649.0,76.0
590,30.0,18.0,15.0,9.0,17.0,80.0,7.0,103.0,62.0,270.0,5.0,17.0,71,28.0,9.0,88.0,9.0,65.0,78.0,179.0,35.0
596,4.0,5.0,15.0,3.0,3.0,49.0,116.0,17.0,15.0,48.0,1.0,1.0,34,2.0,1.0,26.0,28.0,14.0,51.0,23.0,5.0
598,316.0,383.0,410.0,348.0,261.0,129.0,229.0,172.0,137.0,202.0,200.0,171.0,660,297.0,249.0,167.0,66.0,80.0,270.0,156.0,53.0
599,1638.0,31.0,387.0,1499.0,1608.0,503.0,90.0,581.0,376.0,662.0,1201.0,24.0,4874,1555.0,1504.0,703.0,1528.0,816.0,495.0,721.0,195.0
599_ref1,6.0,0.0,37.0,2.0,1.0,225.0,43.0,130.0,115.0,120.0,2.0,1.0,122,9.0,0.0,106.0,5.0,95.0,119.0,171.0,301.0
599_ref2,4.0,2.0,28.0,1.0,1.0,178.0,32.0,237.0,137.0,108.0,10.0,1.0,139,1.0,1.0,112.0,2.0,73.0,162.0,274.0,407.0
6,4.0,9.0,9.0,25.0,6.0,13.0,9.0,6.0,14.0,27.0,1.0,0.0,94,5.0,9.0,13.0,22.0,10.0,14.0,12.0,2.0
60,172.0,0.0,154.0,104.0,193.0,240.0,32.0,142.0,221.0,493.0,86.0,0.0,1271,153.0,101.0,342.0,63.0,192.0,513.0,288.0,69.0
61,0.0,0.0,0.0,2.0,0.0,4.0,1.0,1.0,4.0,4.0,0.0,0.0,11,0.0,1.0,1.0,2.0,3.0,3.0,3.0,0.0
611,2.0,10.0,3.0,3.0,4.0,80.0,56.0,154.0,77.0,110.0,0.0,6.0,42,4.0,1.0,97.0,15.0,104.0,116.0,148.0,66.0
616,236.0,262.0,301.0,268.0,235.0,178.0,91.0,133.0,196.0,703.0,217.0,95.0,1936,275.0,215.0,342.0,31.0,215.0,316.0,454.0,79.0
619,10.0,1.0,2.0,13.0,10.0,11.0,0.0,9.0,17.0,30.0,2.0,0.0,33,6.0,5.0,19.0,1.0,4.0,27.0,5.0,3.0
622,22.0,0.0,21.0,30.0,42.0,175.0,20.0,234.0,128.0,583.0,15.0,2.0,186,18.0,12.0,223.0,108.0,86.0,155.0,200.0,61.0
627,37.0,29.0,32.0,35.0,54.0,14.0,8.0,54.0,57.0,163.0,32.0,22.0,284,55.0,61.0,68.0,5.0,15.0,36.0,44.0,8.0
631,197.0,50.0,553.0,177.0,157.0,577.0,401.0,481.0,285.0,871.0,217.0,41.0,3057,165.0,146.0,873.0,370.0,478.0,587.0,1022.0,89.0
632,132.0,19.0,122.0,114.0,168.0,153.0,259.0,107.0,143.0,509.0,59.0,54.0,676,200.0,82.0,240.0,218.0,159.0,201.0,122.0,30.0
636,12.0,4.0,19.0,9.0,5.0,175.0,63.0,73.0,118.0,367.0,10.0,4.0,78,13.0,6.0,292.0,11.0,69.0,217.0,112.0,30.0
638,15.0,9.0,17.0,18.0,12.0,24.0,3.0,15.0,10.0,29.0,14.0,5.0,123,17.0,4.0,20.0,6.0,15.0,10.0,36.0,21.0
639,61.0,7.0,48.0,41.0,29.0,35.0,14.0,4.0,8.0,34.0,17.0,4.0,179,49.0,26.0,27.0,2.0,16.0,22.0,11.0,3.0
64,30.0,4.0,25.0,47.0,44.0,72.0,328.0,82.0,79.0,114.0,25.0,5.0,322,30.0,46.0,108.0,44.0,46.0,101.0,95.0,23.0
640,99.0,157.0,232.0,147.0,144.0,196.0,41.0,141.0,285.0,602.0,102.0,74.0,1646,161.0,88.0,340.0,63.0,191.0,383.0,328.0,146.0
642,334.0,21.0,635.0,489.0,330.0,209.0,32.0,151.0,319.0,728.0,448.0,20.0,5360,843.0,206.0,419.0,18.0,201.0,434.0,453.0,73.0
648,662.0,3715.0,118.0,482.0,399.0,210.0,314.0,80.0,57.0,404.0,652.0,2446.0,677,239.0,402.0,279.0,622.0,147.0,90.0,130.0,78.0
649,1080.0,7.0,1306.0,1210.0,2172.0,504.0,41.0,391.0,451.0,1311.0,1136.0,18.0,7427,1284.0,1443.0,757.0,121.0,311.0,710.0,864.0,279.0
65,3.0,11.0,6.0,18.0,12.0,7.0,8.0,7.0,10.0,9.0,0.0,7.0,31,15.0,5.0,7.0,6.0,2.0,6.0,3.0,3.0
651,64.0,7.0,21.0,27.0,70.0,32.0,24.0,30.0,85.0,100.0,16.0,2.0,430,91.0,33.0,69.0,36.0,20.0,36.0,38.0,20.0
652,1153.0,72.0,655.0,1096.0,1310.0,236.0,240.0,330.0,632.0,1047.0,981.0,368.0,5677,951.0,1170.0,467.0,260.0,247.0,650.0,788.0,474.0
653,64.0,419.0,49.0,125.0,75.0,60.0,54.0,86.0,74.0,145.0,15.0,323.0,418,58.0,66.0,117.0,22.0,50.0,82.0,133.0,44.0
657,112.0,294.0,129.0,173.0,130.0,146.0,74.0,179.0,143.0,407.0,58.0,281.0,889,102.0,119.0,138.0,53.0,67.0,196.0,218.0,47.0
658,41.0,17.0,25.0,40.0,59.0,18.0,1.0,15.0,7.0,65.0,57.0,14.0,264,24.0,23.0,26.0,0.0,6.0,9.0,32.0,1.0
66,1.0,0.0,6.0,0.0,0.0,93.0,107.0,50.0,62.0,389.0,0.0,3.0,15,1.0,1.0,107.0,4.0,97.0,110.0,164.0,125.0
660,66.0,26.0,46.0,221.0,193.0,16.0,145.0,33.0,41.0,100.0,112.0,29.0,947,159.0,98.0,65.0,205.0,84.0,31.0,75.0,21.0
666,229.0,3471.0,107.0,238.0,335.0,403.0,259.0,133.0,304.0,730.0,225.0,3000.0,1202,319.0,218.0,484.0,210.0,290.0,587.0,525.0,231.0
667,159.0,260.0,323.0,201.0,197.0,128.0,88.0,206.0,144.0,444.0,141.0,106.0,1159,167.0,245.0,237.0,52.0,83.0,290.0,328.0,58.0
668,20.0,29.0,9.0,31.0,26.0,30.0,17.0,8.0,54.0,99.0,8.0,8.0,190,49.0,57.0,24.0,10.0,11.0,25.0,16.0,3.0
673,12878.0,281.0,14089.0,20882.0,18729.0,13899.0,1465.0,28027.0,18037.0,38870.0,12213.0,412.0,104201,12563.0,22721.0,25772.0,4058.0,10855.0,25369.0,37382.0,9326.0
674,172.0,169.0,137.0,230.0,346.0,113.0,40.0,225.0,111.0,204.0,71.0,455.0,742,331.0,225.0,155.0,7.0,81.0,139.0,163.0,38.0
676,7158.0,7016.0,5833.0,9060.0,6553.0,3551.0,4331.0,4829.0,6817.0,11727.0,7168.0,3066.0,43142,7429.0,5727.0,6418.0,7672.0,4975.0,10561.0,11567.0,2873.0
677,0.0,1.0,5.0,7.0,3.0,60.0,23.0,26.0,28.0,154.0,1.0,0.0,44,6.0,3.0,81.0,14.0,49.0,35.0,160.0,20.0
683,4.0,2.0,2.0,3.0,1.0,7.0,14.0,17.0,28.0,13.0,0.0,2.0,5,9.0,1.0,16.0,28.0,15.0,48.0,19.0,18.0
685,7.0,4.0,8.0,11.0,5.0,368.0,162.0,478.0,376.0,1153.0,3.0,1.0,66,3.0,2.0,608.0,545.0,471.0,427.0,825.0,329.0
689,77.0,483.0,25.0,44.0,137.0,19.0,21.0,9.0,29.0,47.0,58.0,1171.0,564,123.0,48.0,38.0,18.0,13.0,27.0,16.0,14.0
690,512.0,162.0,338.0,37.0,94.0,538.0,68.0,56.0,81.0,102.0,249.0,541.0,747,76.0,64.0,132.0,150.0,199.0,49.0,25.0,14.0
692,2.0,7.0,8.0,2.0,5.0,413.0,360.0,251.0,667.0,883.0,3.0,1.0,79,5.0,1.0,613.0,1023.0,601.0,765.0,689.0,182.0
693,13.0,24.0,16.0,20.0,21.0,56.0,16.0,48.0,30.0,67.0,1.0,3.0,43,27.0,4.0,98.0,19.0,21.0,72.0,82.0,37.0
695,285.0,15.0,310.0,171.0,235.0,183.0,49.0,202.0,242.0,596.0,218.0,15.0,2121,232.0,119.0,335.0,20.0,247.0,340.0,572.0,52.0
697,8.0,1.0,4.0,9.0,9.0,33.0,22.0,19.0,23.0,61.0,2.0,3.0,55,13.0,6.0,28.0,5.0,28.0,54.0,36.0,10.0
7,26.0,12.0,21.0,130.0,14.0,64.0,12.0,48.0,59.0,126.0,42.0,2.0,174,44.0,20.0,102.0,7.0,45.0,62.0,60.0,16.0
701,1.0,23.0,18.0,9.0,2.0,455.0,255.0,571.0,551.0,492.0,1.0,19.0,124,13.0,3.0,454.0,620.0,395.0,614.0,595.0,103.0
702,15.0,33.0,42.0,12.0,12.0,282.0,523.0,399.0,455.0,524.0,4.0,7.0,121,29.0,2.0,436.0,571.0,373.0,557.0,516.0,197.0
703,18.0,1.0,34.0,104.0,43.0,43.0,19.0,16.0,18.0,78.0,15.0,7.0,207,145.0,92.0,22.0,18.0,18.0,35.0,46.0,12.0
705,2.0,0.0,3.0,0.0,2.0,146.0,21.0,241.0,162.0,602.0,1.0,0.0,20,2.0,0.0,256.0,97.0,139.0,224.0,346.0,114.0
709,160.0,169.0,55.0,524.0,272.0,25.0,110.0,35.0,38.0,50.0,133.0,147.0,436,483.0,206.0,28.0,55.0,17.0,34.0,57.0,19.0
711,3.0,0.0,3.0,2.0,1.0,25.0,3.0,14.0,27.0,22.0,3.0,3.0,6,1.0,0.0,35.0,0.0,1.0,15.0,21.0,15.0
713,443.0,78.0,376.0,680.0,689.0,150.0,82.0,101.0,310.0,587.0,561.0,19.0,3197,803.0,275.0,180.0,128.0,157.0,471.0,266.0,180.0
715,2.0,3.0,7.0,1.0,6.0,33.0,5.0,11.0,59.0,74.0,0.0,2.0,11,1.0,1.0,23.0,16.0,11.0,26.0,30.0,41.0
717,254.0,47.0,280.0,571.0,474.0,100.0,38.0,60.0,98.0,225.0,308.0,24.0,914,334.0,354.0,175.0,37.0,64.0,217.0,197.0,116.0
721,7.0,1.0,11.0,11.0,11.0,82.0,562.0,80.0,98.0,213.0,7.0,7.0,72,22.0,8.0,129.0,3.0,79.0,102.0,153.0,46.0
724,4.0,1.0,12.0,16.0,8.0,23.0,6.0,11.0,32.0,25.0,8.0,0.0,65,18.0,5.0,37.0,4.0,22.0,29.0,17.0,6.0
727,585.0,61.0,593.0,464.0,417.0,233.0,57.0,403.0,176.0,307.0,303.0,598.0,2166,495.0,501.0,292.0,48.0,282.0,229.0,329.0,78.0
729,244.0,152.0,211.0,598.0,507.0,189.0,69.0,280.0,187.0,241.0,169.0,189.0,1238,435.0,374.0,233.0,55.0,113.0,205.0,239.0,67.0
731,39.0,1.0,138.0,33.0,76.0,3010.0,2003.0,6928.0,4914.0,9175.0,27.0,2.0,632,85.0,9.0,4271.0,2869.0,3211.0,4892.0,7604.0,2244.0
732,11.0,2.0,49.0,5.0,4.0,95.0,23.0,205.0,146.0,261.0,2.0,1.0,69,7.0,0.0,141.0,14.0,91.0,206.0,301.0,31.0
734,462.0,4.0,125.0,474.0,561.0,174.0,14.0,259.0,131.0,666.0,515.0,1.0,494,299.0,453.0,214.0,31.0,111.0,144.0,261.0,54.0
735,2.0,0.0,10.0,2.0,0.0,79.0,158.0,57.0,112.0,166.0,2.0,2.0,44,2.0,0.0,57.0,160.0,143.0,150.0,81.0,37.0
738,19.0,263.0,36.0,27.0,29.0,48.0,61.0,27.0,35.0,115.0,49.0,977.0,280,37.0,16.0,56.0,20.0,35.0,46.0,67.0,6.0
739,103.0,1.0,247.0,74.0,69.0,1592.0,710.0,1764.0,5586.0,5744.0,42.0,2.0,555,90.0,51.0,2334.0,1228.0,2386.0,8609.0,3923.0,2617.0
740,10.0,2.0,14.0,7.0,3.0,39.0,10.0,29.0,50.0,75.0,0.0,2.0,62,2.0,7.0,37.0,19.0,21.0,58.0,25.0,8.0
741,39.0,7.0,18.0,35.0,38.0,11.0,3.0,13.0,12.0,26.0,9.0,11.0,118,49.0,24.0,14.0,3.0,15.0,16.0,11.0,3.0
742,62.0,16.0,79.0,75.0,57.0,546.0,1184.0,910.0,931.0,1285.0,22.0,13.0,513,44.0,42.0,648.0,3777.0,1526.0,1428.0,1252.0,300.0
748,3.0,5.0,13.0,6.0,1.0,26.0,11.0,25.0,32.0,79.0,2.0,4.0,14,0.0,1.0,49.0,13.0,14.0,65.0,29.0,30.0
749,3.0,1.0,4.0,3.0,5.0,25.0,11.0,14.0,16.0,31.0,4.0,0.0,30,4.0,0.0,16.0,7.0,9.0,17.0,13.0,3.0
754,7.0,5.0,20.0,1.0,7.0,195.0,30.0,136.0,324.0,430.0,9.0,2.0,81,4.0,4.0,311.0,104.0,196.0,461.0,274.0,122.0
755,4.0,1.0,9.0,0.0,2.0,11.0,12.0,2.0,15.0,26.0,4.0,2.0,18,7.0,0.0,11.0,3.0,13.0,14.0,5.0,1.0
756,261.0,93.0,424.0,880.0,449.0,142.0,32.0,132.0,217.0,285.0,214.0,45.0,2462,817.0,601.0,182.0,15.0,113.0,346.0,339.0,151.0
760,1516.0,207.0,2147.0,1836.0,1719.0,667.0,128.0,581.0,413.0,1178.0,1204.0,120.0,16066,1873.0,1202.0,690.0,394.0,480.0,548.0,863.0,163.0
77,5.0,152.0,5.0,5.0,14.0,355.0,97.0,37.0,15.0,42.0,2.0,116.0,10,11.0,1.0,56.0,74.0,56.0,14.0,56.0,5.0
772,14.0,110.0,26.0,29.0,60.0,24.0,24.0,40.0,37.0,70.0,6.0,145.0,208,34.0,19.0,35.0,19.0,14.0,37.0,44.0,8.0
775,8.0,18.0,27.0,17.0,8.0,253.0,62.0,143.0,127.0,308.0,2.0,13.0,106,16.0,7.0,257.0,59.0,75.0,117.0,245.0,92.0
778,369.0,27.0,169.0,299.0,239.0,529.0,17.0,257.0,343.0,426.0,247.0,21.0,1374,473.0,221.0,289.0,37.0,153.0,402.0,413.0,91.0
78,0.0,1.0,6.0,1.0,2.0,76.0,1.0,89.0,60.0,198.0,1.0,0.0,12,0.0,0.0,99.0,4.0,40.0,40.0,173.0,29.0
782,3.0,3.0,15.0,4.0,3.0,142.0,516.0,417.0,128.0,666.0,1.0,2.0,21,3.0,1.0,224.0,144.0,215.0,191.0,591.0,120.0
783,53.0,243.0,85.0,18.0,68.0,72.0,46.0,20.0,21.0,43.0,53.0,51.0,243,87.0,31.0,50.0,195.0,34.0,72.0,27.0,11.0
784,13.0,53.0,11.0,4.0,4.0,54.0,19.0,14.0,18.0,58.0,3.0,78.0,24,3.0,3.0,68.0,29.0,6.0,30.0,40.0,17.0
789,17.0,5.0,31.0,2.0,5.0,34.0,45.0,13.0,33.0,29.0,1.0,3.0,32,2.0,3.0,24.0,73.0,32.0,27.0,16.0,6.0
790,27.0,14.0,22.0,34.0,27.0,156.0,70.0,247.0,169.0,387.0,13.0,7.0,157,56.0,16.0,190.0,156.0,232.0,304.0,320.0,125.0
791,41.0,56.0,12.0,51.0,63.0,25.0,9.0,25.0,35.0,54.0,8.0,33.0,79,95.0,21.0,53.0,12.0,33.0,58.0,66.0,25.0
795,145.0,58.0,526.0,168.0,154.0,1324.0,539.0,1616.0,1255.0,1840.0,97.0,7.0,1292,236.0,37.0,1820.0,1047.0,1504.0,1912.0,2483.0,314.0
796,4.0,42.0,7.0,6.0,4.0,180.0,346.0,283.0,209.0,524.0,1.0,104.0,54,23.0,5.0,146.0,695.0,243.0,250.0,382.0,96.0
797,13.0,9.0,10.0,33.0,24.0,22.0,4.0,14.0,15.0,37.0,10.0,10.0,99,27.0,9.0,22.0,4.0,10.0,17.0,6.0,3.0
798,9.0,11.0,60.0,14.0,6.0,565.0,289.0,274.0,185.0,1676.0,2.0,5.0,93,16.0,3.0,698.0,56.0,110.0,468.0,603.0,133.0
800,3.0,4.0,1.0,1.0,1.0,12.0,4.0,2.0,10.0,23.0,1.0,0.0,8,5.0,0.0,10.0,4.0,2.0,7.0,5.0,0.0
801,164.0,893.0,14.0,246.0,302.0,12.0,36.0,14.0,38.0,72.0,153.0,715.0,110,109.0,246.0,9.0,37.0,19.0,45.0,23.0,112.0
803,1.0,0.0,2.0,0.0,1.0,115.0,9.0,53.0,50.0,168.0,0.0,1.0,10,0.0,2.0,118.0,5.0,22.0,111.0,139.0,41.0
804,29.0,282.0,75.0,123.0,57.0,122.0,31.0,31.0,36.0,78.0,54.0,194.0,406,43.0,45.0,44.0,36.0,34.0,45.0,60.0,19.0
805,24.0,25.0,9.0,3.0,19.0,22.0,11.0,7.0,21.0,22.0,20.0,22.0,49,25.0,6.0,12.0,14.0,13.0,11.0,13.0,6.0
807,4.0,0.0,11.0,0.0,2.0,91.0,18.0,13.0,55.0,289.0,2.0,3.0,17,0.0,0.0,157.0,9.0,27.0,76.0,44.0,19.0
808,20.0,8.0,15.0,9.0,16.0,30.0,5.0,35.0,30.0,52.0,7.0,6.0,31,38.0,12.0,82.0,16.0,34.0,56.0,28.0,27.0
809,295.0,99.0,278.0,478.0,452.0,139.0,12.0,330.0,156.0,314.0,306.0,60.0,2136,502.0,474.0,235.0,35.0,115.0,206.0,347.0,58.0
81,22.0,34.0,17.0,15.0,29.0,15.0,67.0,5.0,11.0,133.0,31.0,4.0,94,10.0,11.0,37.0,29.0,10.0,20.0,23.0,7.0
811,135.0,1148.0,57.0,267.0,196.0,36.0,34.0,52.0,109.0,162.0,116.0,931.0,747,450.0,224.0,57.0,55.0,53.0,172.0,136.0,49.0
812,10.0,17.0,6.0,14.0,8.0,39.0,8.0,34.0,21.0,78.0,2.0,11.0,48,14.0,2.0,43.0,7.0,21.0,65.0,35.0,15.0
813,91.0,28.0,116.0,186.0,162.0,199.0,50.0,58.0,166.0,371.0,43.0,60.0,715,274.0,93.0,131.0,37.0,75.0,165.0,187.0,43.0
819,1.0,4.0,22.0,9.0,16.0,628.0,27.0,132.0,272.0,416.0,1.0,2.0,89,16.0,3.0,451.0,50.0,182.0,313.0,291.0,52.0
821,3.0,2.0,5.0,1.0,1.0,112.0,380.0,91.0,92.0,267.0,1.0,2.0,13,2.0,2.0,113.0,360.0,131.0,99.0,246.0,80.0
823,33.0,4.0,33.0,19.0,35.0,71.0,29.0,39.0,90.0,198.0,8.0,6.0,138,42.0,17.0,86.0,26.0,29.0,69.0,58.0,24.0
830,9.0,11.0,5.0,0.0,2.0,87.0,18.0,46.0,56.0,201.0,2.0,2.0,14,1.0,1.0,39.0,147.0,62.0,58.0,206.0,37.0
833,139.0,217.0,227.0,72.0,104.0,72.0,21.0,36.0,95.0,148.0,147.0,192.0,734,126.0,58.0,78.0,49.0,55.0,61.0,35.0,22.0
835,168.0,959.0,169.0,101.0,144.0,42.0,107.0,32.0,84.0,94.0,210.0,418.0,986,242.0,61.0,77.0,208.0,117.0,170.0,49.0,91.0
837,102.0,18.0,91.0,221.0,176.0,147.0,37.0,214.0,142.0,548.0,102.0,1.0,723,165.0,158.0,264.0,44.0,122.0,237.0,373.0,70.0
838,9160.0,1246.0,13437.0,13966.0,14346.0,6627.0,1322.0,2870.0,4251.0,8291.0,8695.0,1393.0,59108,21536.0,10512.0,4232.0,867.0,3253.0,6782.0,5593.0,1685.0
839,15.0,1.0,32.0,10.0,20.0,79.0,7.0,31.0,71.0,90.0,6.0,0.0,95,36.0,9.0,188.0,8.0,22.0,52.0,27.0,22.0
841,84.0,2364.0,109.0,242.0,122.0,39.0,32.0,40.0,116.0,164.0,143.0,2912.0,671,161.0,125.0,68.0,217.0,84.0,131.0,69.0,64.0
842,692.0,4572.0,583.0,3180.0,1866.0,200.0,251.0,276.0,272.0,430.0,593.0,3634.0,4198,1765.0,2247.0,380.0,400.0,156.0,284.0,488.0,249.0
843,58.0,134.0,76.0,105.0,37.0,709.0,1486.0,557.0,405.0,1545.0,28.0,154.0,657,94.0,43.0,1122.0,1769.0,676.0,516.0,748.0,506.0
848,5.0,20.0,2.0,2.0,2.0,12.0,7.0,19.0,22.0,119.0,2.0,13.0,29,8.0,2.0,44.0,39.0,16.0,27.0,24.0,8.0
850,38.0,43.0,34.0,22.0,28.0,438.0,2036.0,720.0,560.0,694.0,17.0,22.0,99,43.0,8.0,624.0,2290.0,783.0,1179.0,930.0,220.0
853,895.0,1314.0,913.0,1055.0,1318.0,633.0,814.0,964.0,1109.0,1719.0,489.0,789.0,5584,1308.0,1512.0,873.0,1395.0,729.0,932.0,1168.0,959.0
854,10.0,37.0,15.0,1.0,3.0,106.0,150.0,70.0,197.0,311.0,3.0,62.0,37,2.0,0.0,158.0,557.0,271.0,164.0,185.0,92.0
857,24.0,133.0,147.0,14.0,12.0,1770.0,1881.0,1157.0,2117.0,2822.0,17.0,63.0,179,14.0,5.0,1904.0,5087.0,2267.0,2969.0,3684.0,574.0
859,130.0,120.0,80.0,84.0,160.0,102.0,14.0,51.0,70.0,207.0,64.0,34.0,1401,207.0,158.0,100.0,6.0,77.0,73.0,85.0,37.0
860,49.0,28.0,32.0,93.0,55.0,79.0,26.0,141.0,103.0,229.0,17.0,21.0,283,100.0,38.0,121.0,21.0,60.0,114.0,150.0,40.0
862,108.0,20.0,92.0,172.0,110.0,72.0,23.0,59.0,116.0,205.0,41.0,7.0,782,153.0,50.0,94.0,12.0,35.0,116.0,57.0,28.0
868,10.0,2.0,7.0,9.0,7.0,28.0,72.0,23.0,46.0,100.0,13.0,0.0,110,7.0,7.0,54.0,72.0,24.0,58.0,30.0,9.0
869,139.0,1.0,34.0,59.0,93.0,29.0,94.0,14.0,18.0,44.0,52.0,1.0,276,56.0,36.0,31.0,4.0,17.0,27.0,64.0,12.0
87,6.0,14.0,26.0,15.0,2.0,1.0,3.0,4.0,9.0,7.0,1.0,6.0,24,8.0,5.0,4.0,2.0,1.0,12.0,5.0,7.0
870,1.0,2.0,0.0,0.0,0.0,1.0,3.0,2.0,4.0,2.0,3.0,0.0,2,0.0,1.0,6.0,7.0,3.0,1.0,1.0,2.0
