strain_id,A_MTX_5-FC.ERG11_ORM2,A_MTX_Fluconazole.ERG11_ORM2,A_MTX_Metformin.ERG11_ORM2,A_MTX_Trifluoperazine.ERG11_ORM2,A_MTX_noDrug.ERG11_ORM2,A_noMTX_5-FC.ERG11_ORM2,A_noMTX_Fluconazole.ERG11_ORM2,A_noMTX_Metformin.ERG11_ORM2,A_noMTX_Trifluoperazine.ERG11_ORM2,A_noMTX_noDrug.ERG11_ORM2,B_MTX_5-FC.ERG11_ORM2,B_MTX_Fluconazole.ERG11_ORM2,B_MTX_Metformin.ERG11_ORM2,B_MTX_Trifluoperazine.ERG11_ORM2,B_MTX_noDrug.ERG11_ORM2,B_noMTX_5-FC.ERG11_ORM2,B_noMTX_Fluconazole.ERG11_ORM2,B_noMTX_Metformin.ERG11_ORM2,B_noMTX_Trifluoperazine.ERG11_ORM2,B_noMTX_noDrug.ERG11_ORM2,T0_noMTX_noDrug.ERG11_ORM2
740,10.0,2.0,48.0,32.0,3.0,28.0,37.0,23.0,38.0,32.0,8.0,0.0,24.0,3.0,13.0,21.0,13.0,32.0,34.0,92.0,4.0
741,242.0,12.0,203.0,1570.0,632.0,77.0,12.0,40.0,40.0,24.0,119.0,11.0,83.0,490.0,1075.0,31.0,8.0,24.0,42.0,130.0,6.0
742,70.0,384.0,107.0,814.0,80.0,90.0,133.0,151.0,190.0,142.0,59.0,141.0,95.0,41.0,342.0,93.0,134.0,94.0,161.0,697.0,41.0
748,8.0,3.0,52.0,21.0,7.0,62.0,128.0,60.0,41.0,88.0,4.0,3.0,32.0,1.0,6.0,22.0,16.0,20.0,46.0,81.0,15.0
749,7.0,2.0,7.0,6.0,1.0,22.0,11.0,9.0,11.0,19.0,7.0,2.0,8.0,2.0,25.0,20.0,17.0,7.0,5.0,54.0,6.0
754,6.0,1.0,187.0,3.0,3.0,333.0,2.0,222.0,67.0,422.0,4.0,6.0,148.0,2.0,2.0,306.0,9.0,47.0,260.0,276.0,19.0
755,0.0,2.0,1.0,3.0,3.0,3.0,0.0,6.0,5.0,12.0,1.0,4.0,0.0,0.0,2.0,12.0,7.0,1.0,2.0,27.0,2.0
756,699.0,1544.0,1034.0,2717.0,1115.0,424.0,82.0,710.0,337.0,629.0,827.0,2908.0,214.0,1066.0,2614.0,393.0,28.0,139.0,527.0,932.0,106.0
760,1008.0,13.0,1431.0,678.0,1149.0,289.0,170.0,212.0,90.0,421.0,627.0,32.0,389.0,398.0,4288.0,408.0,19.0,104.0,251.0,640.0,22.0
77,80.0,128.0,109.0,154.0,91.0,320.0,499.0,162.0,85.0,230.0,45.0,1513.0,295.0,78.0,394.0,214.0,8.0,72.0,101.0,301.0,8.0
772,7.0,36.0,5.0,17.0,8.0,19.0,25.0,6.0,18.0,14.0,4.0,110.0,3.0,37.0,3.0,36.0,9.0,13.0,24.0,29.0,1.0
775,11.0,11.0,98.0,41.0,5.0,234.0,32.0,161.0,238.0,193.0,8.0,15.0,84.0,12.0,5.0,285.0,21.0,126.0,228.0,531.0,31.0
778,325.0,3.0,291.0,929.0,364.0,248.0,1153.0,154.0,234.0,278.0,299.0,4.0,220.0,255.0,1680.0,267.0,103.0,108.0,299.0,307.0,16.0
78,2.0,0.0,9.0,16.0,6.0,22.0,0.0,5.0,11.0,22.0,1.0,0.0,1.0,4.0,17.0,4.0,2.0,12.0,4.0,175.0,1.0
782,0.0,1.0,69.0,4.0,2.0,45.0,12.0,91.0,46.0,41.0,8.0,2.0,26.0,2.0,12.0,40.0,6.0,32.0,37.0,274.0,6.0
783,84.0,207.0,201.0,217.0,304.0,454.0,5.0,502.0,133.0,125.0,228.0,36.0,212.0,85.0,701.0,198.0,182.0,58.0,357.0,502.0,26.0
784,11.0,21.0,118.0,2.0,25.0,204.0,16.0,60.0,27.0,147.0,17.0,60.0,18.0,4.0,56.0,144.0,8.0,19.0,45.0,70.0,11.0
789,17.0,161.0,136.0,36.0,14.0,37.0,11.0,48.0,90.0,105.0,11.0,723.0,41.0,24.0,25.0,39.0,8.0,20.0,186.0,234.0,103.0
790,27.0,20.0,74.0,122.0,30.0,50.0,10.0,72.0,70.0,233.0,21.0,7.0,60.0,18.0,48.0,60.0,39.0,74.0,59.0,134.0,13.0
791,31.0,54.0,55.0,85.0,53.0,23.0,28.0,202.0,73.0,42.0,20.0,60.0,36.0,50.0,25.0,36.0,16.0,27.0,68.0,123.0,8.0
795,1248.0,250.0,8780.0,1459.0,508.0,3505.0,3647.0,4437.0,2770.0,3599.0,594.0,123.0,6493.0,490.0,825.0,3701.0,623.0,1747.0,2957.0,7538.0,194.0
796,3.0,26.0,76.0,8.0,2.0,165.0,89.0,280.0,208.0,180.0,13.0,45.0,95.0,3.0,0.0,234.0,79.0,152.0,287.0,349.0,26.0
797,0.0,48.0,15.0,11.0,3.0,158.0,1439.0,294.0,145.0,182.0,4.0,4.0,32.0,3.0,10.0,139.0,167.0,140.0,214.0,414.0,6.0
798,15.0,59.0,364.0,44.0,17.0,1695.0,3219.0,2051.0,1208.0,1470.0,4.0,15.0,168.0,9.0,33.0,1935.0,80.0,637.0,1109.0,2545.0,79.0
800,1.0,1.0,0.0,5.0,0.0,4.0,24.0,1.0,9.0,7.0,3.0,2.0,0.0,1.0,0.0,3.0,33.0,2.0,8.0,22.0,1.0
801,5.0,2316.0,2.0,34.0,1.0,0.0,488.0,3.0,6.0,0.0,3.0,4636.0,4.0,8.0,0.0,4.0,13.0,3.0,6.0,20.0,10.0
803,4.0,19.0,89.0,33.0,1.0,255.0,8.0,148.0,182.0,313.0,9.0,58.0,129.0,2.0,17.0,220.0,8.0,98.0,206.0,511.0,13.0
804,127.0,82.0,123.0,1143.0,478.0,66.0,164.0,45.0,34.0,122.0,75.0,3477.0,216.0,402.0,908.0,61.0,18.0,13.0,105.0,200.0,16.0
805,126.0,22.0,21.0,274.0,175.0,85.0,414.0,25.0,18.0,74.0,128.0,281.0,17.0,160.0,343.0,35.0,7.0,7.0,17.0,161.0,7.0
807,36.0,3.0,94.0,16.0,23.0,130.0,3.0,67.0,8.0,21.0,32.0,2.0,1.0,18.0,7.0,66.0,5.0,11.0,5.0,64.0,1.0
808,19.0,12.0,88.0,60.0,8.0,100.0,28.0,175.0,153.0,204.0,32.0,8.0,82.0,14.0,39.0,162.0,24.0,38.0,462.0,227.0,19.0
809,179.0,25.0,466.0,1280.0,817.0,137.0,31.0,238.0,175.0,166.0,154.0,355.0,269.0,559.0,4111.0,177.0,10.0,94.0,247.0,457.0,15.0
81,32.0,13.0,25.0,42.0,62.0,129.0,68.0,37.0,11.0,20.0,15.0,2.0,20.0,20.0,136.0,52.0,3.0,18.0,57.0,39.0,6.0
811,40.0,29.0,51.0,90.0,40.0,33.0,22.0,65.0,41.0,28.0,52.0,11.0,38.0,43.0,106.0,38.0,28.0,16.0,73.0,123.0,8.0
812,0.0,8.0,2.0,8.0,2.0,5.0,16.0,4.0,5.0,15.0,1.0,9.0,2.0,0.0,2.0,5.0,0.0,2.0,8.0,35.0,4.0
813,48.0,100.0,101.0,141.0,49.0,209.0,51.0,213.0,222.0,515.0,35.0,72.0,108.0,42.0,131.0,199.0,20.0,66.0,286.0,646.0,22.0
819,9.0,54.0,62.0,14.0,15.0,129.0,23.0,81.0,103.0,208.0,8.0,8.0,106.0,2.0,20.0,115.0,17.0,42.0,80.0,129.0,10.0
821,2.0,36.0,29.0,37.0,15.0,55.0,26.0,125.0,28.0,33.0,20.0,3.0,100.0,16.0,17.0,32.0,19.0,23.0,41.0,127.0,9.0
823,36.0,9.0,66.0,180.0,18.0,62.0,55.0,75.0,47.0,57.0,10.0,16.0,72.0,16.0,49.0,65.0,48.0,44.0,94.0,225.0,20.0
830,1.0,2.0,2.0,3.0,0.0,2.0,1.0,2.0,3.0,17.0,0.0,2.0,0.0,1.0,3.0,4.0,48.0,8.0,9.0,33.0,1.0
833,230.0,32.0,205.0,331.0,497.0,99.0,11.0,133.0,48.0,141.0,202.0,174.0,66.0,171.0,1197.0,131.0,11.0,21.0,123.0,424.0,18.0
835,33.0,5.0,169.0,125.0,195.0,96.0,2.0,62.0,8.0,56.0,91.0,3.0,139.0,72.0,268.0,28.0,6.0,9.0,63.0,118.0,10.0
837,152.0,7.0,286.0,1075.0,201.0,468.0,1453.0,517.0,229.0,484.0,190.0,10.0,95.0,196.0,466.0,339.0,79.0,144.0,326.0,767.0,38.0
838,39143.0,1259.0,58295.0,54074.0,35257.0,43798.0,24090.0,24182.0,12804.0,19015.0,19414.0,3025.0,46495.0,25181.0,116269.0,29386.0,421.0,4521.0,27763.0,36563.0,1093.0
839,23.0,1.0,114.0,85.0,24.0,215.0,6.0,73.0,52.0,284.0,9.0,0.0,134.0,14.0,82.0,139.0,31.0,25.0,87.0,148.0,14.0
841,38.0,21078.0,139.0,831.0,27.0,166.0,2716.0,66.0,352.0,166.0,113.0,29616.0,109.0,391.0,102.0,291.0,36.0,30.0,536.0,261.0,81.0
842,274.0,721.0,585.0,1356.0,684.0,415.0,316.0,429.0,417.0,338.0,177.0,570.0,549.0,721.0,1880.0,472.0,86.0,181.0,362.0,510.0,54.0
843,15.0,74.0,712.0,53.0,18.0,2006.0,6830.0,7385.0,3729.0,4784.0,8.0,40.0,677.0,21.0,34.0,1998.0,613.0,3551.0,4115.0,6717.0,363.0
848,6.0,9.0,14.0,25.0,1.0,47.0,10.0,28.0,34.0,8.0,4.0,11.0,1.0,4.0,49.0,34.0,7.0,5.0,24.0,49.0,4.0
850,38.0,718.0,340.0,41.0,43.0,1408.0,2878.0,971.0,815.0,561.0,23.0,1475.0,589.0,13.0,5.0,1058.0,1058.0,943.0,2187.0,1675.0,82.0
853,83.0,138.0,290.0,244.0,120.0,302.0,46.0,261.0,201.0,143.0,92.0,101.0,95.0,72.0,478.0,311.0,286.0,104.0,855.0,935.0,75.0
854,1.0,10.0,21.0,3.0,1.0,4.0,9.0,8.0,13.0,43.0,2.0,21.0,18.0,2.0,4.0,15.0,23.0,2.0,14.0,23.0,5.0
857,13.0,239.0,398.0,70.0,2.0,7210.0,365.0,5961.0,1990.0,11260.0,10.0,1101.0,690.0,24.0,7.0,8367.0,6032.0,1868.0,6355.0,11796.0,474.0
859,232.0,34.0,105.0,449.0,489.0,112.0,20.0,116.0,43.0,38.0,113.0,23.0,33.0,191.0,3135.0,32.0,7.0,21.0,77.0,103.0,23.0
860,24.0,31.0,43.0,155.0,56.0,126.0,31.0,97.0,93.0,102.0,24.0,12.0,40.0,29.0,71.0,68.0,31.0,32.0,86.0,480.0,16.0
862,57.0,11.0,87.0,200.0,50.0,56.0,20.0,83.0,99.0,63.0,34.0,9.0,79.0,37.0,122.0,57.0,12.0,33.0,81.0,467.0,10.0
868,15.0,37.0,46.0,72.0,9.0,53.0,5848.0,85.0,21.0,81.0,37.0,422.0,14.0,21.0,47.0,57.0,1.0,35.0,116.0,121.0,11.0
869,300.0,0.0,221.0,613.0,457.0,218.0,79.0,233.0,87.0,346.0,348.0,2334.0,321.0,328.0,1025.0,137.0,3.0,56.0,209.0,326.0,17.0
87,3.0,9.0,36.0,23.0,7.0,6.0,3.0,9.0,44.0,955.0,0.0,6.0,16.0,2.0,3.0,8.0,3.0,1.0,42.0,140.0,41.0
870,3.0,0.0,0.0,0.0,2.0,0.0,6.0,2.0,5.0,10.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,3.0,4.0,13.0,3.0
871,1.0,3.0,1.0,1.0,2.0,3.0,5.0,8.0,2.0,1.0,0.0,2.0,3.0,0.0,0.0,4.0,2.0,3.0,1.0,18.0,2.0
879,0.0,0.0,10.0,0.0,1.0,128.0,4.0,61.0,33.0,339.0,1.0,1.0,25.0,0.0,0.0,87.0,30.0,16.0,76.0,106.0,7.0
880,0.0,1.0,3.0,3.0,1.0,0.0,6.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,3.0,1.0,17.0,0.0
882,0.0,1.0,2.0,5.0,2.0,4.0,9.0,1.0,5.0,7.0,1.0,1.0,2.0,0.0,5.0,4.0,0.0,3.0,4.0,45.0,0.0
887,0.0,1.0,36.0,15.0,2.0,39.0,5039.0,121.0,48.0,64.0,0.0,1.0,84.0,1.0,3.0,47.0,5.0,37.0,157.0,142.0,10.0
888,180.0,34.0,117.0,551.0,207.0,489.0,18.0,361.0,275.0,696.0,95.0,3.0,243.0,152.0,880.0,487.0,2.0,124.0,298.0,824.0,11.0
89,86.0,2938.0,51.0,183.0,233.0,20.0,2436.0,21.0,27.0,31.0,53.0,233.0,91.0,76.0,232.0,36.0,32.0,26.0,16.0,60.0,18.0
892,0.0,0.0,4.0,2.0,3.0,69.0,6244.0,279.0,22.0,44.0,6.0,5.0,38.0,0.0,1.0,102.0,21.0,82.0,173.0,212.0,3.0
897,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0
904,12.0,4.0,44.0,10.0,8.0,137.0,4.0,183.0,25.0,120.0,5.0,2.0,51.0,2.0,2.0,51.0,1.0,9.0,35.0,48.0,3.0
91,25.0,1398.0,36.0,152.0,70.0,32.0,9.0,47.0,51.0,75.0,46.0,41.0,49.0,43.0,191.0,47.0,11.0,35.0,29.0,116.0,10.0
911,54.0,33.0,85.0,165.0,138.0,295.0,33.0,347.0,78.0,399.0,95.0,21.0,71.0,56.0,331.0,303.0,10.0,54.0,222.0,288.0,19.0
916,158.0,10.0,79.0,436.0,152.0,44.0,6.0,76.0,74.0,62.0,27.0,6.0,153.0,290.0,670.0,43.0,9.0,32.0,42.0,239.0,6.0
923,3.0,88.0,8.0,3.0,1.0,223.0,12.0,26.0,44.0,62.0,0.0,0.0,57.0,2.0,0.0,173.0,9.0,29.0,68.0,113.0,10.0
924,1.0,7.0,17.0,5.0,1.0,6.0,2.0,7.0,2.0,4.0,0.0,3.0,5.0,0.0,0.0,7.0,0.0,2.0,2.0,25.0,5.0
930,1.0,2.0,0.0,5.0,1.0,3.0,3.0,11.0,7.0,27.0,1.0,3.0,0.0,0.0,3.0,13.0,4.0,4.0,0.0,15.0,2.0
931,114.0,1.0,91.0,134.0,107.0,168.0,2426.0,202.0,57.0,313.0,83.0,7.0,149.0,101.0,524.0,109.0,5.0,22.0,129.0,215.0,9.0
933,17.0,5.0,48.0,59.0,21.0,196.0,4.0,336.0,48.0,232.0,6.0,5.0,43.0,46.0,262.0,83.0,3.0,25.0,169.0,139.0,5.0
936,87.0,23.0,315.0,470.0,290.0,143.0,18.0,134.0,167.0,86.0,38.0,10.0,706.0,150.0,508.0,97.0,12.0,85.0,207.0,301.0,12.0
937,5.0,1.0,12.0,41.0,8.0,5.0,5.0,19.0,22.0,31.0,2.0,0.0,2.0,1.0,12.0,14.0,3.0,3.0,10.0,33.0,4.0
939,34.0,10.0,70.0,480.0,147.0,45.0,7.0,48.0,58.0,45.0,61.0,7.0,124.0,358.0,469.0,31.0,2.0,19.0,47.0,219.0,21.0
94,65.0,42.0,39.0,102.0,210.0,38.0,12.0,30.0,48.0,3.0,41.0,148.0,27.0,49.0,1029.0,15.0,14.0,11.0,42.0,95.0,6.0
941,1.0,0.0,3.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,4.0,0.0,6.0,4.0,2.0,0.0,3.0,17.0,2.0
942,3.0,1.0,1.0,8.0,1.0,2.0,2.0,3.0,5.0,2.0,4.0,0.0,2.0,9.0,2.0,4.0,1.0,0.0,1.0,7.0,2.0
943,0.0,6.0,3.0,3.0,0.0,4.0,5.0,0.0,2.0,18.0,0.0,13.0,1.0,0.0,0.0,0.0,4.0,6.0,4.0,25.0,5.0
945,2.0,0.0,1.0,1.0,0.0,5.0,1.0,6.0,1.0,30.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,2.0,4.0,7.0,4.0
946,0.0,0.0,2.0,1.0,0.0,3.0,5.0,1.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,7.0,3.0,2.0,5.0,3.0,1.0
953,37.0,4.0,92.0,77.0,60.0,82.0,4.0,143.0,21.0,76.0,101.0,3.0,78.0,36.0,114.0,52.0,2.0,10.0,70.0,150.0,14.0
957,60.0,1497.0,76.0,178.0,151.0,195.0,871.0,161.0,96.0,78.0,22.0,1779.0,12.0,46.0,488.0,177.0,3.0,40.0,73.0,122.0,5.0
959,112.0,5.0,1599.0,361.0,78.0,1663.0,6077.0,1657.0,3761.0,4269.0,132.0,1.0,1775.0,200.0,237.0,3782.0,93.0,1442.0,2363.0,3896.0,91.0
960,99.0,7.0,187.0,767.0,991.0,38.0,7.0,55.0,72.0,207.0,56.0,5.0,197.0,225.0,744.0,80.0,15.0,32.0,54.0,179.0,10.0
962,4.0,13.0,5.0,8.0,9.0,148.0,8.0,109.0,155.0,175.0,1.0,3.0,1.0,2.0,6.0,47.0,29.0,35.0,117.0,180.0,6.0
966,2.0,2.0,71.0,18.0,1.0,84.0,128.0,53.0,98.0,67.0,1.0,12.0,19.0,2.0,0.0,81.0,5.0,64.0,40.0,220.0,9.0
967,21.0,11.0,74.0,85.0,48.0,273.0,8.0,169.0,95.0,308.0,35.0,8.0,236.0,36.0,465.0,227.0,23.0,28.0,311.0,276.0,14.0
972,55.0,480.0,61.0,78.0,107.0,153.0,13.0,65.0,86.0,63.0,133.0,820.0,101.0,76.0,37.0,105.0,10.0,40.0,291.0,205.0,5.0
973,14.0,4.0,113.0,37.0,11.0,22.0,6.0,51.0,43.0,76.0,1.0,12.0,170.0,21.0,15.0,25.0,0.0,16.0,33.0,103.0,6.0
976,1.0,6.0,0.0,0.0,1.0,2.0,41.0,1.0,2.0,3.0,1.0,1.0,24.0,1.0,0.0,2.0,2.0,2.0,2.0,4.0,0.0
980,3.0,16.0,5.0,3.0,2.0,13.0,205.0,11.0,4.0,12.0,1.0,13.0,3.0,1.0,0.0,34.0,5.0,4.0,10.0,14.0,4.0
983,163.0,1246.0,167.0,1107.0,494.0,14.0,34.0,17.0,23.0,11.0,39.0,1237.0,54.0,254.0,1132.0,9.0,7.0,6.0,6.0,147.0,3.0
984,28.0,7.0,266.0,278.0,46.0,82.0,15.0,111.0,85.0,77.0,62.0,5.0,456.0,104.0,102.0,65.0,20.0,51.0,52.0,247.0,10.0
985,2.0,2.0,4.0,0.0,2.0,7.0,2.0,2.0,7.0,10.0,0.0,1.0,3.0,0.0,2.0,8.0,1.0,3.0,7.0,29.0,1.0
987,40.0,9.0,87.0,113.0,111.0,142.0,4.0,74.0,49.0,96.0,38.0,3.0,183.0,29.0,921.0,81.0,1.0,35.0,41.0,146.0,14.0
99,40.0,3.0,133.0,77.0,43.0,44.0,1805.0,160.0,44.0,114.0,42.0,11.0,45.0,45.0,123.0,60.0,1.0,51.0,99.0,125.0,16.0
991,2.0,108.0,26.0,15.0,3.0,183.0,8.0,353.0,409.0,465.0,4.0,2.0,9.0,4.0,7.0,168.0,41.0,72.0,442.0,534.0,20.0
992,3.0,2.0,20.0,13.0,1.0,29.0,315.0,31.0,82.0,52.0,3.0,0.0,38.0,0.0,8.0,32.0,53.0,23.0,48.0,48.0,8.0
996,23.0,5.0,41.0,117.0,28.0,34.0,8.0,81.0,46.0,22.0,101.0,7.0,3.0,93.0,133.0,45.0,3.0,13.0,69.0,57.0,8.0
998,0.0,7.0,2.0,2.0,1.0,8.0,8.0,6.0,3.0,6.0,4.0,3.0,1.0,2.0,0.0,13.0,4.0,2.0,0.0,26.0,3.0
999,5.0,0.0,0.0,141.0,3.0,0.0,5.0,4.0,3.0,1.0,1.0,3.0,1.0,2.0,41.0,2.0,1.0,1.0,2.0,9.0,0.0
1052,0.0,8.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,12.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0
17_2,2.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
217,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
22,3.0,44.0,1.0,0.0,31.0,2.0,1.0,0.0,1.0,1.0,6.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0
292,2.0,2.0,1.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,3.0,3.0,0.0,2.0,0.0,8.0,1.0
387,0.0,5.0,3.0,6.0,6.0,0.0,2.0,2.0,0.0,1.0,0.0,5.0,2.0,0.0,3.0,4.0,3.0,1.0,1.0,5.0,0.0
411,0.0,2.0,1.0,1.0,4.0,0.0,2.0,1.0,3.0,0.0,0.0,2.0,3.0,0.0,2.0,1.0,1.0,0.0,3.0,2.0,0.0
44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
501,2.0,0.0,0.0,2.0,0.0,0.0,17.0,2.0,1.0,2.0,1.0,0.0,1.0,3.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0
506,1.0,1.0,0.0,6.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,1.0,3.0,3.0,3.0,2.0,1.0,0.0,3.0,0.0
59,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0
607,5.0,1.0,2.0,12.0,15.0,2.0,9.0,0.0,4.0,8.0,1.0,0.0,9.0,3.0,9.0,1.0,0.0,3.0,4.0,5.0,0.0
643,0.0,0.0,0.0,11.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,3.0,2.0,0.0,2.0,1.0,2.0,0.0
753,0.0,3.0,1.0,10.0,0.0,4.0,1.0,3.0,4.0,7.0,0.0,14.0,0.0,0.0,5.0,5.0,3.0,1.0,3.0,26.0,1.0
79,15.0,0.0,47.0,41.0,73.0,20.0,2.0,30.0,6.0,29.0,45.0,2.0,48.0,27.0,151.0,16.0,1.0,3.0,24.0,45.0,2.0
917,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,3.0,7.0,1.0
956,2.0,1.0,5.0,9.0,0.0,6.0,4.0,3.0,0.0,11.0,0.0,1.0,2.0,0.0,7.0,3.0,5.0,5.0,0.0,9.0,0.0
454,0.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0
932,4.0,10.0,247.0,5.0,2.0,141.0,2.0,480.0,107.0,3.0,3.0,1.0,201.0,2.0,3.0,103.0,2.0,9.0,331.0,37.0,3.0
