strain_id,A_MTX_5-FC.ERG11_MID2,A_MTX_Fluconazole.ERG11_MID2,A_MTX_Metformin.ERG11_MID2,A_MTX_Trifluoperazine.ERG11_MID2,A_MTX_noDrug.ERG11_MID2,A_noMTX_5-FC.ERG11_MID2,A_noMTX_Fluconazole.ERG11_MID2,A_noMTX_Metformin.ERG11_MID2,A_noMTX_Trifluoperazine.ERG11_MID2,A_noMTX_noDrug.ERG11_MID2,B_MTX_5-FC.ERG11_MID2,B_MTX_Fluconazole.ERG11_MID2,B_MTX_Metformin.ERG11_MID2,B_MTX_Trifluoperazine.ERG11_MID2,B_MTX_noDrug.ERG11_MID2,B_noMTX_5-FC.ERG11_MID2,B_noMTX_Fluconazole.ERG11_MID2,B_noMTX_Metformin.ERG11_MID2,B_noMTX_Trifluoperazine.ERG11_MID2,B_noMTX_noDrug.ERG11_MID2,T0_noMTX_noDrug.ERG11_MID2
87,1.0,12.0,10.0,4.0,17.0,1136.0,4.0,151.0,535.0,656.0,2.0,19.0,3.0,6.0,2.0,24.0,2.0,2699.0,242.0,282.0,145.0
870,1.0,13.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0
871,0.0,3.0,1.0,1.0,4.0,4.0,1.0,3.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,6.0,1.0,7.0,0.0
879,2.0,1.0,6.0,0.0,1.0,75.0,98.0,62.0,51.0,29.0,9.0,14.0,4.0,1.0,1.0,74.0,3.0,89.0,44.0,59.0,21.0
880,1.0,2.0,3.0,0.0,2.0,9.0,3.0,2.0,6.0,3.0,9.0,1.0,0.0,2.0,0.0,5.0,2.0,3.0,3.0,3.0,5.0
882,1.0,2.0,1.0,0.0,2.0,11.0,5.0,10.0,20.0,4.0,0.0,1.0,0.0,0.0,0.0,4.0,9.0,6.0,6.0,4.0,2.0
887,54.0,17.0,42.0,29.0,34.0,173.0,60.0,139.0,602.0,87.0,98.0,4.0,52.0,12.0,3.0,179.0,445.0,119.0,499.0,228.0,81.0
888,121.0,138.0,80.0,82.0,453.0,168.0,0.0,72.0,282.0,57.0,514.0,51.0,154.0,112.0,43.0,178.0,129.0,108.0,55.0,188.0,26.0
89,386.0,4083.0,121.0,241.0,1041.0,220.0,2212.0,347.0,222.0,97.0,840.0,2339.0,151.0,243.0,129.0,293.0,731.0,310.0,131.0,225.0,151.0
892,2.0,329.0,30.0,9.0,5.0,254.0,28.0,209.0,89.0,105.0,14.0,3.0,6.0,0.0,0.0,74.0,50.0,150.0,107.0,162.0,21.0
897,18.0,0.0,3.0,7.0,28.0,22.0,1.0,6.0,8.0,3.0,1.0,1.0,3.0,9.0,1.0,4.0,0.0,4.0,2.0,30.0,2.0
904,7.0,5.0,51.0,0.0,10.0,142.0,1.0,154.0,78.0,73.0,4.0,125.0,8.0,1.0,0.0,42.0,1.0,33.0,74.0,76.0,19.0
91,204.0,185.0,242.0,105.0,315.0,150.0,24.0,277.0,437.0,86.0,297.0,1353.0,425.0,155.0,57.0,162.0,101.0,233.0,155.0,218.0,22.0
911,70.0,474.0,57.0,35.0,283.0,46.0,7.0,46.0,58.0,21.0,114.0,125.0,19.0,44.0,28.0,21.0,17.0,170.0,40.0,75.0,31.0
916,137.0,30.0,184.0,73.0,424.0,217.0,36.0,174.0,145.0,91.0,224.0,7.0,128.0,66.0,43.0,233.0,347.0,290.0,264.0,164.0,26.0
923,7.0,161.0,29.0,0.0,1.0,292.0,20.0,135.0,228.0,117.0,9.0,122.0,30.0,3.0,0.0,160.0,112.0,293.0,137.0,222.0,100.0
924,3.0,8.0,31.0,1.0,5.0,19.0,2.0,26.0,31.0,22.0,0.0,3.0,3.0,2.0,0.0,32.0,1.0,22.0,4.0,48.0,5.0
930,6.0,6.0,4.0,3.0,3.0,205.0,7.0,60.0,123.0,49.0,0.0,9.0,9.0,2.0,0.0,72.0,186.0,35.0,78.0,102.0,10.0
931,83.0,48.0,123.0,95.0,360.0,327.0,18.0,261.0,210.0,120.0,134.0,24.0,152.0,56.0,36.0,252.0,12.0,207.0,284.0,212.0,42.0
933,5.0,12.0,2.0,8.0,20.0,2.0,0.0,2.0,2.0,1.0,0.0,6.0,1.0,3.0,1.0,1.0,2.0,12.0,2.0,3.0,0.0
936,473.0,383.0,182.0,490.0,1244.0,450.0,713.0,261.0,577.0,166.0,1050.0,103.0,444.0,456.0,364.0,260.0,356.0,336.0,507.0,452.0,113.0
937,2.0,4.0,3.0,2.0,6.0,13.0,3.0,3.0,28.0,1.0,2.0,3.0,2.0,1.0,1.0,4.0,14.0,12.0,8.0,4.0,4.0
939,187.0,132.0,154.0,105.0,415.0,264.0,8.0,217.0,414.0,104.0,304.0,14.0,116.0,146.0,50.0,138.0,3.0,193.0,170.0,240.0,42.0
94,659.0,1635.0,274.0,468.0,2041.0,219.0,323.0,148.0,268.0,60.0,1292.0,204.0,242.0,346.0,447.0,91.0,49.0,310.0,93.0,160.0,41.0
941,15.0,2.0,8.0,29.0,42.0,112.0,10.0,47.0,319.0,35.0,24.0,0.0,12.0,13.0,7.0,50.0,82.0,48.0,20.0,122.0,8.0
942,51.0,1.0,29.0,62.0,318.0,107.0,1.0,83.0,179.0,66.0,65.0,0.0,30.0,32.0,61.0,83.0,0.0,96.0,88.0,87.0,12.0
943,9.0,29.0,9.0,13.0,38.0,10.0,1.0,7.0,8.0,7.0,43.0,14.0,8.0,5.0,5.0,11.0,3.0,11.0,5.0,26.0,5.0
945,12.0,13.0,0.0,2.0,3.0,36.0,3.0,20.0,30.0,19.0,3.0,66.0,7.0,1.0,0.0,46.0,4.0,29.0,29.0,34.0,4.0
946,4.0,12.0,7.0,1.0,2.0,73.0,3.0,44.0,57.0,18.0,1.0,20.0,0.0,0.0,1.0,12.0,145.0,47.0,6.0,8.0,16.0
953,48.0,22.0,36.0,33.0,156.0,183.0,11.0,90.0,82.0,71.0,100.0,21.0,3.0,22.0,31.0,87.0,3.0,242.0,75.0,99.0,26.0
957,77.0,137.0,20.0,36.0,371.0,95.0,5.0,59.0,47.0,35.0,66.0,8.0,47.0,54.0,44.0,14.0,45.0,28.0,35.0,53.0,18.0
959,807.0,35.0,546.0,87.0,266.0,1670.0,792.0,1674.0,3974.0,777.0,1122.0,36.0,323.0,86.0,39.0,964.0,735.0,1409.0,1875.0,1393.0,223.0
960,408.0,7.0,525.0,343.0,2074.0,1089.0,2.0,219.0,342.0,222.0,580.0,10.0,1219.0,138.0,109.0,510.0,27.0,268.0,198.0,423.0,37.0
962,30.0,38.0,91.0,4.0,26.0,1234.0,6.0,409.0,891.0,270.0,42.0,12.0,63.0,7.0,2.0,1062.0,1.0,365.0,522.0,705.0,99.0
966,10.0,1.0,13.0,0.0,5.0,328.0,7.0,79.0,111.0,54.0,3.0,1.0,17.0,7.0,2.0,132.0,6.0,63.0,51.0,201.0,22.0
967,404.0,11.0,204.0,40.0,233.0,81.0,18.0,233.0,71.0,38.0,200.0,11.0,105.0,64.0,44.0,112.0,17.0,319.0,57.0,338.0,32.0
972,414.0,2206.0,164.0,228.0,1185.0,188.0,1816.0,151.0,194.0,93.0,1103.0,775.0,276.0,423.0,232.0,237.0,15.0,235.0,240.0,219.0,46.0
973,10.0,45.0,49.0,1.0,0.0,114.0,5.0,327.0,156.0,85.0,25.0,77.0,118.0,2.0,0.0,112.0,6.0,189.0,142.0,230.0,19.0
976,9.0,44.0,25.0,1.0,6.0,223.0,2.0,110.0,88.0,205.0,2.0,15.0,14.0,7.0,0.0,79.0,64.0,107.0,72.0,120.0,13.0
980,1.0,37.0,14.0,3.0,11.0,54.0,14.0,150.0,79.0,20.0,3.0,56.0,5.0,1.0,0.0,52.0,25.0,57.0,44.0,111.0,15.0
983,112.0,673.0,81.0,34.0,408.0,160.0,2.0,74.0,52.0,21.0,145.0,532.0,297.0,28.0,69.0,26.0,16.0,70.0,67.0,123.0,29.0
984,19.0,147.0,144.0,13.0,23.0,437.0,188.0,372.0,300.0,132.0,27.0,10.0,93.0,11.0,1.0,405.0,10.0,622.0,301.0,404.0,43.0
985,0.0,0.0,0.0,0.0,2.0,2.0,9.0,5.0,39.0,2.0,1.0,2.0,1.0,0.0,0.0,7.0,15.0,22.0,4.0,5.0,1.0
987,151.0,7.0,55.0,25.0,170.0,217.0,85.0,90.0,149.0,101.0,90.0,5.0,82.0,42.0,36.0,169.0,9.0,174.0,108.0,145.0,31.0
99,147.0,6.0,368.0,169.0,676.0,184.0,270.0,208.0,298.0,136.0,161.0,4.0,204.0,87.0,83.0,149.0,13.0,433.0,225.0,221.0,42.0
991,2.0,14.0,34.0,5.0,21.0,112.0,98.0,51.0,215.0,28.0,2.0,61.0,35.0,0.0,2.0,72.0,6.0,75.0,99.0,142.0,18.0
992,0.0,4.0,22.0,1.0,7.0,241.0,11.0,211.0,456.0,108.0,15.0,6.0,20.0,1.0,0.0,209.0,71.0,179.0,397.0,203.0,27.0
996,202.0,33.0,73.0,220.0,369.0,179.0,21.0,81.0,147.0,43.0,433.0,51.0,68.0,147.0,75.0,153.0,23.0,96.0,235.0,171.0,69.0
998,3.0,28.0,3.0,0.0,2.0,11.0,6.0,23.0,4.0,2.0,3.0,5.0,0.0,1.0,0.0,5.0,1.0,12.0,11.0,4.0,0.0
999,42.0,6.0,12.0,241.0,114.0,2.0,0.0,3.0,18.0,5.0,303.0,4.0,8.0,187.0,29.0,3.0,1.0,3.0,9.0,2.0,9.0
1052,0.0,7.0,0.0,0.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0
17_2,1.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,3.0,2.0,0.0
217,0.0,0.0,0.0,1.0,6.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
22,0.0,6.0,5.0,0.0,0.0,48.0,0.0,12.0,3.0,5.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,3.0,22.0,33.0,3.0
292,4.0,4.0,1.0,0.0,11.0,0.0,1.0,0.0,2.0,1.0,3.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0
387,3.0,60.0,2.0,3.0,11.0,18.0,0.0,0.0,15.0,0.0,2.0,3.0,0.0,2.0,2.0,5.0,2.0,9.0,6.0,1.0,2.0
411,3.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,5.0,0.0,2.0,0.0,0.0,1.0
44,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0
501,1.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
506,0.0,3.0,2.0,3.0,6.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,1.0,2.0
59,1.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,7.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0
607,0.0,0.0,1.0,0.0,3.0,4.0,1.0,3.0,9.0,1.0,6.0,0.0,0.0,0.0,0.0,6.0,1.0,14.0,2.0,14.0,0.0
643,2.0,14.0,0.0,7.0,13.0,8.0,2.0,1.0,4.0,1.0,1.0,6.0,2.0,0.0,1.0,4.0,2.0,3.0,4.0,3.0,0.0
753,2.0,17.0,6.0,7.0,12.0,16.0,6.0,10.0,21.0,6.0,1.0,7.0,6.0,5.0,3.0,6.0,8.0,35.0,12.0,22.0,3.0
79,9.0,9.0,5.0,2.0,2.0,27.0,0.0,37.0,21.0,24.0,4.0,0.0,5.0,4.0,8.0,35.0,1.0,19.0,41.0,33.0,5.0
917,0.0,7.0,0.0,0.0,0.0,2.0,1.0,1.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,5.0,0.0
956,5.0,8.0,19.0,2.0,15.0,159.0,19.0,31.0,211.0,14.0,4.0,4.0,10.0,4.0,1.0,55.0,20.0,60.0,56.0,71.0,3.0
454,0.0,1.0,0.0,4.0,1.0,5.0,1.0,4.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,1.0,4.0,9.0,0.0
932,4.0,6.0,1.0,0.0,11.0,5.0,1.0,11.0,47.0,2.0,5.0,0.0,0.0,0.0,0.0,34.0,0.0,8.0,42.0,8.0,1.0
