strain_id,A_MTX_5-FC.ERG11_ERG5,A_MTX_Fluconazole.ERG11_ERG5,A_MTX_Metformin.ERG11_ERG5,A_MTX_Trifluoperazine.ERG11_ERG5,A_MTX_noDrug.ERG11_ERG5,A_noMTX_5-FC.ERG11_ERG5,A_noMTX_Fluconazole.ERG11_ERG5,A_noMTX_Metformin.ERG11_ERG5,A_noMTX_Trifluoperazine.ERG11_ERG5,A_noMTX_noDrug.ERG11_ERG5,B_MTX_5-FC.ERG11_ERG5,B_MTX_Fluconazole.ERG11_ERG5,B_MTX_Metformin.ERG11_ERG5,B_MTX_Trifluoperazine.ERG11_ERG5,B_MTX_noDrug.ERG11_ERG5,B_noMTX_5-FC.ERG11_ERG5,B_noMTX_Fluconazole.ERG11_ERG5,B_noMTX_Metformin.ERG11_ERG5,B_noMTX_Trifluoperazine.ERG11_ERG5,B_noMTX_noDrug.ERG11_ERG5,T0_noMTX_noDrug.ERG11_ERG5
651,53.0,7.0,48.0,346.0,151.0,98.0,1.0,47.0,51.0,192.0,63.0,1.0,54.0,135.0,24.0,68.0,8.0,98.0,70.0,118.0,29.0
652,149.0,231.0,88.0,315.0,250.0,91.0,610.0,86.0,101.0,125.0,150.0,257.0,154.0,165.0,25.0,208.0,106.0,105.0,136.0,101.0,93.0
653,44.0,155.0,19.0,64.0,31.0,8.0,24.0,15.0,42.0,103.0,14.0,160.0,23.0,12.0,12.0,10.0,23.0,39.0,20.0,23.0,7.0
657,424.0,9081.0,545.0,538.0,729.0,404.0,312.0,422.0,310.0,1899.0,263.0,4178.0,455.0,239.0,233.0,729.0,348.0,274.0,296.0,681.0,134.0
658,9.0,16.0,7.0,16.0,21.0,6.0,5.0,47.0,7.0,11.0,14.0,6.0,5.0,7.0,1.0,16.0,0.0,8.0,4.0,12.0,4.0
66,4.0,2.0,32.0,11.0,0.0,64.0,27.0,112.0,29.0,90.0,0.0,1.0,4.0,0.0,0.0,24.0,25.0,37.0,21.0,50.0,54.0
660,50.0,34.0,80.0,67.0,83.0,52.0,28.0,103.0,59.0,65.0,15.0,13.0,73.0,32.0,25.0,67.0,9.0,31.0,39.0,44.0,40.0
666,91.0,352.0,30.0,155.0,133.0,119.0,9.0,184.0,97.0,153.0,86.0,299.0,99.0,52.0,16.0,80.0,73.0,59.0,87.0,75.0,40.0
667,346.0,1306.0,315.0,910.0,714.0,281.0,67.0,115.0,165.0,380.0,354.0,73.0,189.0,496.0,115.0,393.0,20.0,136.0,387.0,310.0,40.0
668,13.0,34.0,6.0,40.0,25.0,16.0,15.0,19.0,27.0,37.0,15.0,6.0,5.0,6.0,5.0,17.0,19.0,15.0,9.0,10.0,7.0
673,15220.0,832.0,8157.0,19866.0,20353.0,11233.0,1325.0,8225.0,9624.0,19180.0,10163.0,360.0,9846.0,8905.0,6644.0,19419.0,1364.0,6403.0,10336.0,11819.0,3070.0
674,427.0,1620.0,320.0,1081.0,724.0,270.0,16.0,129.0,284.0,594.0,434.0,354.0,343.0,242.0,208.0,443.0,16.0,122.0,256.0,314.0,93.0
676,240.0,402.0,218.0,958.0,584.0,330.0,300.0,374.0,254.0,398.0,279.0,221.0,406.0,329.0,103.0,276.0,1082.0,423.0,393.0,314.0,113.0
677,14.0,2.0,9.0,18.0,6.0,20.0,16.0,44.0,8.0,40.0,4.0,2.0,31.0,6.0,1.0,13.0,8.0,16.0,16.0,13.0,20.0
683,3.0,2.0,17.0,23.0,4.0,18.0,4.0,16.0,22.0,48.0,14.0,1.0,24.0,1.0,4.0,4.0,5.0,7.0,36.0,16.0,16.0
685,31.0,105.0,73.0,16.0,4.0,114.0,22.0,234.0,41.0,128.0,11.0,8.0,24.0,10.0,0.0,122.0,171.0,94.0,49.0,59.0,55.0
689,67.0,35.0,165.0,148.0,410.0,104.0,12.0,193.0,48.0,245.0,66.0,25.0,217.0,113.0,21.0,109.0,19.0,43.0,36.0,239.0,24.0
690,257.0,5254.0,278.0,80.0,166.0,135.0,83.0,162.0,53.0,76.0,220.0,1227.0,354.0,137.0,20.0,104.0,396.0,240.0,40.0,35.0,43.0
692,48.0,994.0,127.0,127.0,94.0,150.0,27.0,119.0,193.0,214.0,44.0,2.0,197.0,56.0,2.0,200.0,57.0,128.0,192.0,323.0,60.0
693,27.0,15.0,9.0,73.0,14.0,27.0,7.0,37.0,58.0,105.0,21.0,16.0,73.0,13.0,9.0,52.0,7.0,35.0,41.0,29.0,30.0
695,124.0,35.0,160.0,341.0,185.0,58.0,34.0,87.0,123.0,438.0,122.0,3.0,766.0,134.0,30.0,63.0,18.0,178.0,76.0,295.0,20.0
697,11.0,1.0,8.0,34.0,11.0,47.0,12.0,34.0,30.0,83.0,1.0,0.0,9.0,34.0,0.0,51.0,10.0,47.0,66.0,122.0,12.0
7,2.0,0.0,3.0,10.0,0.0,2.0,8.0,8.0,4.0,15.0,3.0,1.0,2.0,0.0,2.0,1.0,8.0,4.0,2.0,3.0,2.0
701,83.0,2205.0,155.0,130.0,44.0,424.0,1690.0,322.0,240.0,456.0,59.0,158.0,215.0,98.0,7.0,467.0,1217.0,374.0,367.0,315.0,52.0
702,360.0,5339.0,1069.0,610.0,230.0,1072.0,553.0,400.0,864.0,1434.0,389.0,174.0,1367.0,298.0,37.0,1358.0,665.0,588.0,1155.0,860.0,192.0
703,50.0,0.0,53.0,178.0,105.0,51.0,5.0,63.0,40.0,144.0,122.0,1.0,6.0,64.0,13.0,54.0,2.0,16.0,25.0,172.0,12.0
705,0.0,2.0,29.0,7.0,4.0,42.0,5.0,30.0,25.0,87.0,0.0,0.0,4.0,0.0,0.0,23.0,3.0,49.0,33.0,11.0,16.0
709,67.0,4.0,228.0,257.0,240.0,54.0,6.0,29.0,90.0,120.0,37.0,535.0,187.0,111.0,69.0,64.0,12.0,36.0,63.0,88.0,22.0
711,3.0,2.0,4.0,7.0,0.0,3.0,4.0,2.0,6.0,9.0,4.0,2.0,4.0,3.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0
713,61.0,13.0,55.0,170.0,195.0,68.0,6.0,208.0,55.0,74.0,63.0,1.0,107.0,107.0,13.0,45.0,24.0,28.0,48.0,69.0,44.0
715,4.0,11.0,9.0,5.0,1.0,2.0,3.0,25.0,14.0,16.0,3.0,1.0,4.0,0.0,1.0,7.0,6.0,4.0,6.0,5.0,5.0
717,371.0,300.0,326.0,1101.0,781.0,628.0,86.0,391.0,311.0,631.0,364.0,2298.0,231.0,538.0,89.0,485.0,577.0,256.0,356.0,405.0,141.0
721,29.0,65.0,46.0,55.0,14.0,111.0,13.0,58.0,46.0,207.0,7.0,54.0,53.0,16.0,1.0,105.0,139.0,62.0,51.0,138.0,20.0
724,60.0,24.0,10.0,70.0,8.0,19.0,3.0,5.0,57.0,57.0,8.0,0.0,15.0,9.0,0.0,11.0,7.0,16.0,26.0,11.0,7.0
727,1382.0,38.0,1176.0,1263.0,1322.0,846.0,26.0,523.0,553.0,1050.0,1054.0,798.0,1822.0,494.0,286.0,1733.0,72.0,586.0,594.0,784.0,124.0
729,761.0,3618.0,346.0,1385.0,793.0,375.0,249.0,272.0,446.0,712.0,694.0,5032.0,519.0,405.0,242.0,855.0,856.0,491.0,401.0,380.0,109.0
731,1400.0,171.0,9027.0,4698.0,1468.0,2154.0,1203.0,1572.0,2263.0,5485.0,1208.0,156.0,4254.0,1561.0,307.0,3454.0,212.0,2798.0,3628.0,3505.0,910.0
732,152.0,1157.0,2369.0,435.0,106.0,706.0,1069.0,666.0,566.0,2787.0,106.0,54.0,1341.0,148.0,19.0,939.0,245.0,437.0,581.0,1519.0,136.0
734,66.0,518.0,45.0,140.0,46.0,28.0,83.0,176.0,51.0,126.0,25.0,7.0,79.0,46.0,24.0,44.0,35.0,50.0,31.0,73.0,25.0
735,6.0,9.0,19.0,20.0,15.0,76.0,102.0,83.0,48.0,123.0,4.0,2.0,28.0,1.0,2.0,39.0,47.0,91.0,42.0,66.0,22.0
738,24.0,627.0,19.0,36.0,35.0,46.0,251.0,212.0,33.0,88.0,5.0,81.0,32.0,19.0,4.0,25.0,1033.0,233.0,23.0,49.0,23.0
739,78.0,32.0,289.0,164.0,50.0,456.0,224.0,570.0,378.0,552.0,55.0,12.0,328.0,122.0,22.0,402.0,99.0,279.0,632.0,388.0,307.0
740,12.0,7.0,26.0,133.0,8.0,23.0,22.0,20.0,81.0,123.0,5.0,2.0,16.0,0.0,0.0,14.0,8.0,30.0,36.0,19.0,6.0
741,72.0,19.0,11.0,133.0,66.0,13.0,7.0,14.0,64.0,129.0,46.0,2.0,81.0,20.0,9.0,5.0,8.0,15.0,18.0,87.0,6.0
742,305.0,301.0,289.0,410.0,170.0,649.0,2724.0,449.0,603.0,1333.0,155.0,1684.0,411.0,135.0,37.0,479.0,881.0,502.0,867.0,853.0,99.0
748,31.0,6.0,61.0,41.0,9.0,32.0,15.0,24.0,18.0,30.0,25.0,2.0,11.0,12.0,2.0,18.0,7.0,17.0,37.0,32.0,22.0
749,4.0,3.0,82.0,13.0,9.0,133.0,6.0,15.0,29.0,90.0,0.0,0.0,5.0,6.0,0.0,36.0,5.0,48.0,54.0,60.0,7.0
754,34.0,14.0,156.0,69.0,20.0,233.0,6.0,258.0,104.0,337.0,21.0,10.0,164.0,26.0,3.0,209.0,10.0,159.0,319.0,277.0,67.0
755,6.0,9.0,49.0,21.0,5.0,32.0,7.0,23.0,22.0,59.0,6.0,14.0,54.0,8.0,0.0,18.0,17.0,25.0,29.0,17.0,16.0
756,645.0,1700.0,692.0,2354.0,1544.0,405.0,172.0,404.0,492.0,746.0,438.0,124.0,923.0,1059.0,203.0,401.0,212.0,311.0,608.0,735.0,343.0
760,1230.0,215.0,689.0,1362.0,1252.0,349.0,12.0,258.0,200.0,797.0,373.0,163.0,489.0,708.0,260.0,376.0,46.0,179.0,245.0,459.0,64.0
77,97.0,53.0,41.0,57.0,46.0,184.0,182.0,295.0,69.0,352.0,36.0,7.0,94.0,3.0,3.0,225.0,754.0,261.0,105.0,171.0,32.0
772,8.0,96.0,8.0,42.0,21.0,6.0,56.0,19.0,20.0,28.0,12.0,196.0,11.0,6.0,3.0,20.0,517.0,122.0,13.0,9.0,1.0
775,137.0,203.0,360.0,376.0,92.0,330.0,68.0,131.0,239.0,572.0,54.0,94.0,253.0,173.0,28.0,403.0,62.0,134.0,220.0,324.0,79.0
778,105.0,11.0,81.0,264.0,192.0,169.0,22.0,311.0,106.0,232.0,68.0,5.0,95.0,159.0,19.0,183.0,34.0,76.0,99.0,123.0,59.0
78,46.0,2.0,254.0,36.0,28.0,22.0,3.0,37.0,23.0,138.0,39.0,0.0,228.0,13.0,3.0,75.0,3.0,29.0,78.0,182.0,10.0
782,37.0,21.0,124.0,61.0,25.0,95.0,14.0,181.0,50.0,273.0,19.0,52.0,107.0,10.0,4.0,97.0,9.0,97.0,62.0,72.0,28.0
783,1099.0,3603.0,969.0,2985.0,2236.0,861.0,690.0,265.0,620.0,808.0,1587.0,253.0,622.0,1648.0,250.0,508.0,45835.0,10486.0,666.0,954.0,110.0
784,94.0,131.0,143.0,44.0,31.0,237.0,10.0,283.0,98.0,245.0,31.0,82.0,254.0,28.0,2.0,199.0,84.0,161.0,99.0,193.0,25.0
789,11.0,36.0,68.0,43.0,9.0,25.0,1.0,36.0,26.0,55.0,1.0,27.0,36.0,1.0,4.0,37.0,34.0,33.0,21.0,13.0,31.0
790,40.0,729.0,101.0,220.0,57.0,62.0,139.0,119.0,108.0,278.0,36.0,6.0,207.0,68.0,11.0,120.0,85.0,75.0,90.0,103.0,44.0
791,61.0,164.0,53.0,142.0,46.0,40.0,9.0,70.0,42.0,116.0,27.0,38.0,49.0,30.0,6.0,76.0,29.0,29.0,37.0,58.0,27.0
795,5183.0,11653.0,16610.0,12419.0,6524.0,6186.0,2048.0,4155.0,5984.0,12564.0,4889.0,911.0,15929.0,4919.0,1056.0,9009.0,2427.0,5507.0,6625.0,9191.0,827.0
796,13.0,36.0,55.0,57.0,11.0,173.0,196.0,436.0,92.0,346.0,3.0,114.0,36.0,14.0,2.0,191.0,251.0,119.0,106.0,212.0,57.0
797,5.0,17.0,8.0,16.0,10.0,30.0,10.0,10.0,20.0,50.0,5.0,4.0,17.0,4.0,5.0,30.0,9.0,13.0,11.0,4.0,3.0
798,381.0,1124.0,1465.0,904.0,286.0,3311.0,528.0,2604.0,1257.0,4654.0,335.0,248.0,1452.0,405.0,75.0,3193.0,5944.0,2184.0,1091.0,2570.0,335.0
800,9.0,8.0,1.0,5.0,0.0,4.0,8.0,1.0,10.0,21.0,0.0,2.0,2.0,1.0,0.0,1.0,11.0,1.0,6.0,3.0,4.0
801,4.0,185.0,2.0,14.0,1.0,5.0,43.0,5.0,6.0,29.0,3.0,574.0,2.0,3.0,1.0,5.0,13.0,14.0,4.0,1.0,9.0
803,1.0,1.0,0.0,5.0,1.0,72.0,4.0,243.0,24.0,116.0,2.0,0.0,0.0,0.0,0.0,44.0,487.0,136.0,28.0,26.0,33.0
804,138.0,149.0,129.0,280.0,256.0,62.0,44.0,86.0,116.0,160.0,147.0,71.0,140.0,148.0,37.0,135.0,103.0,87.0,121.0,193.0,34.0
805,91.0,711.0,236.0,239.0,240.0,69.0,70.0,142.0,74.0,181.0,114.0,84.0,313.0,94.0,34.0,117.0,18.0,59.0,53.0,120.0,28.0
807,2.0,9.0,18.0,5.0,3.0,8.0,11.0,1.0,11.0,44.0,2.0,5.0,3.0,1.0,0.0,4.0,27.0,11.0,8.0,3.0,7.0
808,96.0,37.0,66.0,75.0,25.0,89.0,17.0,43.0,67.0,244.0,32.0,1.0,73.0,11.0,9.0,117.0,18.0,27.0,78.0,55.0,23.0
809,303.0,12.0,124.0,366.0,251.0,163.0,17.0,132.0,97.0,365.0,111.0,11.0,185.0,155.0,48.0,244.0,38.0,78.0,155.0,174.0,30.0
81,35.0,29.0,22.0,56.0,84.0,18.0,18.0,31.0,17.0,60.0,9.0,105.0,26.0,43.0,0.0,15.0,2.0,19.0,11.0,15.0,14.0
811,60.0,36.0,22.0,68.0,20.0,71.0,132.0,176.0,64.0,196.0,26.0,12.0,28.0,22.0,24.0,57.0,844.0,198.0,46.0,82.0,9.0
812,2.0,11.0,16.0,17.0,6.0,27.0,7.0,90.0,20.0,56.0,3.0,11.0,5.0,2.0,1.0,32.0,10.0,21.0,11.0,64.0,17.0
813,90.0,1152.0,499.0,530.0,184.0,248.0,55.0,196.0,222.0,564.0,92.0,971.0,241.0,196.0,33.0,323.0,366.0,189.0,292.0,291.0,43.0
819,102.0,111.0,377.0,289.0,121.0,592.0,54.0,289.0,484.0,1109.0,108.0,5.0,645.0,93.0,9.0,540.0,592.0,394.0,625.0,761.0,65.0
821,29.0,0.0,71.0,22.0,22.0,56.0,148.0,15.0,31.0,69.0,13.0,0.0,8.0,4.0,2.0,177.0,8.0,14.0,49.0,52.0,26.0
823,66.0,472.0,461.0,269.0,79.0,154.0,4925.0,92.0,174.0,496.0,64.0,3.0,225.0,39.0,8.0,203.0,183.0,179.0,181.0,328.0,66.0
830,3.0,13.0,6.0,11.0,7.0,3.0,7.0,9.0,11.0,26.0,2.0,2.0,7.0,0.0,0.0,5.0,24.0,11.0,7.0,5.0,3.0
833,95.0,384.0,165.0,219.0,205.0,110.0,16.0,125.0,123.0,230.0,67.0,33.0,128.0,149.0,17.0,55.0,165.0,84.0,73.0,86.0,37.0
835,24.0,12.0,27.0,56.0,53.0,20.0,3.0,10.0,18.0,28.0,18.0,10.0,50.0,69.0,8.0,10.0,11.0,12.0,23.0,15.0,12.0
837,165.0,12.0,244.0,188.0,163.0,234.0,115.0,199.0,112.0,460.0,121.0,2.0,226.0,126.0,34.0,296.0,122.0,147.0,154.0,227.0,47.0
838,27858.0,26032.0,29413.0,60972.0,45619.0,20709.0,5746.0,10591.0,21201.0,31673.0,26925.0,8750.0,18297.0,26566.0,5212.0,14481.0,13956.0,16636.0,21771.0,24621.0,4533.0
839,27.0,9.0,19.0,118.0,31.0,57.0,4.0,14.0,49.0,96.0,3.0,0.0,24.0,14.0,3.0,16.0,11.0,16.0,36.0,17.0,5.0
841,33.0,1773.0,43.0,500.0,54.0,92.0,158.0,118.0,90.0,118.0,28.0,1174.0,43.0,164.0,10.0,58.0,287.0,102.0,84.0,48.0,183.0
842,536.0,925.0,357.0,990.0,654.0,284.0,786.0,167.0,177.0,433.0,328.0,629.0,256.0,342.0,159.0,522.0,102.0,116.0,211.0,185.0,145.0
843,67.0,2227.0,775.0,177.0,43.0,1469.0,6434.0,7702.0,646.0,1909.0,42.0,2133.0,677.0,51.0,21.0,2675.0,12329.0,3605.0,774.0,803.0,996.0
848,40.0,24.0,197.0,158.0,137.0,58.0,279.0,29.0,38.0,126.0,59.0,3.0,134.0,28.0,13.0,32.0,4.0,57.0,38.0,78.0,29.0
850,374.0,3909.0,1155.0,829.0,329.0,2201.0,3905.0,1082.0,2009.0,3106.0,486.0,1382.0,1131.0,300.0,55.0,2670.0,4067.0,1976.0,1969.0,2089.0,291.0
853,592.0,160.0,223.0,761.0,766.0,444.0,173.0,474.0,217.0,833.0,410.0,78.0,164.0,148.0,118.0,478.0,269.0,207.0,278.0,589.0,291.0
854,15.0,211.0,107.0,21.0,19.0,59.0,1003.0,25.0,56.0,50.0,21.0,239.0,38.0,3.0,2.0,44.0,1138.0,288.0,52.0,137.0,20.0
857,260.0,26388.0,2101.0,745.0,46.0,4025.0,7918.0,9241.0,2996.0,5497.0,208.0,720.0,3138.0,155.0,10.0,1890.0,9601.0,4779.0,2075.0,4517.0,1730.0
859,63.0,39.0,62.0,176.0,76.0,60.0,2.0,76.0,80.0,127.0,47.0,15.0,105.0,104.0,11.0,62.0,9.0,28.0,37.0,47.0,49.0
860,57.0,153.0,166.0,246.0,73.0,176.0,68.0,205.0,243.0,470.0,35.0,12.0,135.0,32.0,18.0,172.0,380.0,199.0,151.0,230.0,71.0
862,79.0,29.0,65.0,404.0,99.0,31.0,15.0,52.0,202.0,395.0,30.0,10.0,50.0,27.0,14.0,40.0,23.0,47.0,80.0,41.0,14.0
868,28.0,45.0,35.0,67.0,50.0,15.0,20.0,12.0,80.0,24.0,4.0,2.0,45.0,29.0,2.0,8.0,7.0,27.0,81.0,8.0,22.0
869,40.0,35.0,99.0,75.0,36.0,226.0,494.0,354.0,63.0,173.0,23.0,58.0,230.0,41.0,9.0,201.0,550.0,184.0,87.0,116.0,40.0
87,16.0,37.0,2738.0,45.0,12.0,41.0,2.0,8.0,751.0,208.0,1.0,7.0,3.0,1.0,6.0,1.0,29.0,19.0,151.0,67.0,63.0
870,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,2.0,2.0,1.0,0.0
871,0.0,7.0,0.0,0.0,1.0,0.0,2.0,5.0,1.0,8.0,1.0,3.0,0.0,0.0,0.0,1.0,4.0,3.0,0.0,3.0,1.0
879,8.0,2.0,24.0,29.0,3.0,31.0,151.0,70.0,31.0,33.0,10.0,1.0,22.0,2.0,1.0,10.0,27.0,23.0,10.0,57.0,16.0
880,0.0,1.0,2.0,4.0,0.0,0.0,1.0,1.0,3.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
882,0.0,2.0,3.0,1.0,0.0,1.0,2.0,4.0,0.0,8.0,2.0,0.0,4.0,0.0,0.0,2.0,1.0,5.0,3.0,1.0,1.0
887,0.0,0.0,10.0,4.0,0.0,4.0,25.0,35.0,3.0,15.0,0.0,0.0,6.0,2.0,0.0,3.0,2.0,8.0,4.0,4.0,6.0
888,141.0,7.0,40.0,107.0,80.0,87.0,1.0,93.0,41.0,77.0,22.0,2.0,96.0,34.0,18.0,122.0,8.0,29.0,70.0,85.0,26.0
89,117.0,5912.0,72.0,155.0,89.0,46.0,76.0,184.0,27.0,76.0,39.0,199.0,48.0,54.0,30.0,91.0,723.0,222.0,28.0,44.0,70.0
892,2.0,2.0,12.0,4.0,28.0,97.0,53.0,29.0,37.0,286.0,0.0,1166.0,0.0,5.0,0.0,45.0,137.0,49.0,53.0,118.0,10.0
897,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0
904,7.0,2.0,14.0,11.0,10.0,7.0,6.0,23.0,26.0,64.0,9.0,2.0,3.0,9.0,0.0,12.0,1.0,10.0,41.0,45.0,4.0
91,42.0,467.0,91.0,208.0,235.0,98.0,155.0,171.0,43.0,156.0,25.0,4897.0,116.0,49.0,34.0,74.0,861.0,274.0,58.0,63.0,30.0
911,453.0,22.0,398.0,751.0,769.0,349.0,35.0,367.0,627.0,422.0,751.0,174.0,334.0,383.0,70.0,450.0,83.0,396.0,596.0,360.0,84.0
916,8.0,12.0,9.0,15.0,9.0,5.0,3.0,8.0,5.0,13.0,2.0,18.0,11.0,5.0,1.0,14.0,1.0,8.0,10.0,30.0,4.0
923,24.0,303.0,38.0,24.0,15.0,107.0,634.0,148.0,47.0,88.0,14.0,116.0,89.0,13.0,5.0,107.0,33.0,61.0,49.0,92.0,57.0
924,1.0,3.0,8.0,2.0,1.0,7.0,1.0,6.0,6.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,4.0,3.0,8.0,1.0
930,7.0,53.0,3.0,10.0,1.0,31.0,10.0,51.0,13.0,60.0,12.0,1.0,54.0,3.0,1.0,43.0,10.0,28.0,23.0,110.0,12.0
931,57.0,12.0,164.0,198.0,111.0,75.0,22.0,203.0,54.0,166.0,73.0,14.0,119.0,61.0,15.0,236.0,30.0,76.0,83.0,209.0,60.0
933,18.0,860.0,4.0,13.0,8.0,4.0,3.0,8.0,16.0,33.0,3.0,17.0,6.0,12.0,2.0,3.0,70.0,28.0,2.0,11.0,1.0
936,44.0,1165.0,27.0,41.0,30.0,105.0,421.0,348.0,71.0,199.0,8.0,114.0,40.0,37.0,14.0,176.0,1325.0,395.0,96.0,122.0,39.0
937,4.0,3.0,2.0,18.0,41.0,42.0,1.0,3.0,10.0,19.0,4.0,2.0,65.0,4.0,1.0,12.0,5.0,13.0,7.0,1.0,2.0
939,49.0,545.0,35.0,116.0,94.0,106.0,30.0,164.0,40.0,86.0,14.0,2.0,87.0,65.0,16.0,114.0,11.0,30.0,44.0,58.0,56.0
94,311.0,3113.0,115.0,411.0,721.0,184.0,57.0,135.0,150.0,302.0,192.0,212.0,333.0,335.0,65.0,194.0,152.0,122.0,108.0,143.0,49.0
941,2.0,1.0,2.0,5.0,0.0,3.0,4.0,8.0,4.0,12.0,0.0,0.0,2.0,0.0,0.0,6.0,4.0,0.0,3.0,2.0,1.0
942,3.0,1.0,8.0,2.0,5.0,3.0,1.0,2.0,7.0,3.0,3.0,0.0,2.0,1.0,0.0,2.0,1.0,4.0,6.0,0.0,1.0
943,0.0,5.0,0.0,4.0,1.0,0.0,2.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,7.0,0.0,1.0,0.0,2.0
945,4.0,3.0,15.0,7.0,1.0,3.0,70.0,3.0,7.0,13.0,3.0,2.0,19.0,8.0,0.0,3.0,2.0,4.0,13.0,14.0,2.0
946,4.0,1.0,2.0,22.0,2.0,80.0,5.0,16.0,5.0,15.0,8.0,0.0,12.0,3.0,1.0,12.0,6.0,7.0,8.0,18.0,0.0
953,65.0,148.0,95.0,137.0,198.0,69.0,4.0,146.0,61.0,108.0,46.0,10.0,69.0,137.0,5.0,64.0,55.0,72.0,44.0,120.0,33.0
957,69.0,6.0,61.0,100.0,83.0,134.0,362.0,76.0,39.0,144.0,10.0,13.0,26.0,10.0,16.0,57.0,7.0,14.0,37.0,104.0,28.0
959,31.0,6.0,156.0,114.0,37.0,312.0,80.0,985.0,179.0,459.0,46.0,0.0,234.0,115.0,5.0,327.0,137.0,140.0,327.0,276.0,112.0
960,438.0,24.0,337.0,386.0,684.0,473.0,2.0,548.0,165.0,826.0,266.0,1.0,388.0,371.0,44.0,220.0,208.0,148.0,279.0,331.0,54.0
962,51.0,734.0,83.0,97.0,29.0,143.0,3.0,302.0,36.0,116.0,51.0,3.0,80.0,29.0,3.0,124.0,4.0,28.0,32.0,55.0,42.0
966,4.0,1.0,45.0,23.0,3.0,9.0,2.0,18.0,13.0,54.0,10.0,1.0,4.0,2.0,0.0,11.0,2.0,9.0,8.0,18.0,13.0
967,419.0,2.0,460.0,952.0,614.0,382.0,81.0,429.0,225.0,654.0,427.0,3.0,465.0,323.0,86.0,301.0,759.0,371.0,244.0,526.0,82.0
972,118.0,599.0,57.0,126.0,107.0,96.0,50.0,98.0,31.0,121.0,100.0,910.0,55.0,118.0,21.0,92.0,130.0,83.0,75.0,83.0,27.0
973,9.0,2.0,41.0,23.0,11.0,93.0,691.0,269.0,42.0,115.0,3.0,1.0,27.0,12.0,0.0,75.0,171.0,52.0,38.0,65.0,21.0
976,7.0,5.0,0.0,5.0,10.0,1.0,0.0,3.0,6.0,23.0,0.0,10.0,6.0,1.0,0.0,19.0,8.0,4.0,9.0,19.0,3.0
980,7.0,33.0,25.0,47.0,21.0,30.0,8.0,11.0,24.0,59.0,18.0,45.0,39.0,4.0,4.0,42.0,10.0,4.0,25.0,42.0,4.0
983,16.0,46.0,11.0,23.0,9.0,8.0,0.0,19.0,7.0,13.0,11.0,134.0,2.0,14.0,4.0,22.0,102.0,30.0,5.0,7.0,7.0
984,71.0,5.0,256.0,325.0,160.0,264.0,32.0,202.0,89.0,396.0,104.0,10.0,217.0,143.0,57.0,339.0,101.0,120.0,76.0,255.0,35.0
985,2.0,2.0,4.0,10.0,2.0,3.0,0.0,2.0,5.0,14.0,1.0,1.0,4.0,2.0,0.0,1.0,0.0,6.0,3.0,3.0,1.0
987,9.0,1.0,27.0,48.0,88.0,62.0,70.0,173.0,19.0,148.0,21.0,3.0,35.0,16.0,23.0,123.0,5.0,25.0,31.0,80.0,28.0
99,231.0,173.0,1009.0,489.0,657.0,249.0,47.0,389.0,135.0,707.0,242.0,53.0,563.0,176.0,150.0,361.0,579.0,284.0,170.0,317.0,85.0
991,26.0,11.0,50.0,40.0,14.0,139.0,3.0,104.0,252.0,372.0,3.0,50.0,111.0,20.0,6.0,353.0,45.0,102.0,302.0,259.0,61.0
992,17.0,132.0,43.0,19.0,12.0,108.0,102.0,112.0,84.0,207.0,31.0,4.0,21.0,30.0,2.0,145.0,794.0,214.0,60.0,108.0,12.0
996,45.0,6.0,32.0,30.0,13.0,6.0,11.0,3.0,11.0,11.0,17.0,21.0,24.0,12.0,3.0,11.0,25.0,17.0,9.0,8.0,3.0
998,8.0,8.0,7.0,4.0,6.0,40.0,5.0,11.0,9.0,6.0,11.0,1.0,11.0,20.0,1.0,20.0,6.0,15.0,16.0,17.0,5.0
999,11.0,1.0,0.0,9.0,8.0,1.0,0.0,1.0,5.0,2.0,6.0,2.0,1.0,5.0,1.0,1.0,3.0,1.0,2.0,0.0,7.0
1052,0.0,6.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
17_2,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
217,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
22,0.0,0.0,1.0,4.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0
