strain_id,A_MTX_5-FC.ERG11_TPO4,A_MTX_Fluconazole.ERG11_TPO4,A_MTX_Metformin.ERG11_TPO4,A_MTX_Trifluoperazine.ERG11_TPO4,A_MTX_noDrug.ERG11_TPO4,A_noMTX_5-FC.ERG11_TPO4,A_noMTX_Fluconazole.ERG11_TPO4,A_noMTX_Metformin.ERG11_TPO4,A_noMTX_Trifluoperazine.ERG11_TPO4,A_noMTX_noDrug.ERG11_TPO4,B_MTX_5-FC.ERG11_TPO4,B_MTX_Fluconazole.ERG11_TPO4,B_MTX_Metformin.ERG11_TPO4,B_MTX_Trifluoperazine.ERG11_TPO4,B_MTX_noDrug.ERG11_TPO4,B_noMTX_5-FC.ERG11_TPO4,B_noMTX_Fluconazole.ERG11_TPO4,B_noMTX_Metformin.ERG11_TPO4,B_noMTX_Trifluoperazine.ERG11_TPO4,B_noMTX_noDrug.ERG11_TPO4,T0_noMTX_noDrug.ERG11_TPO4
784,2.0,22.0,5.0,3.0,4.0,6.0,5.0,3.0,16.0,6.0,1.0,13.0,1.0,0.0,60.0,8.0,11.0,2.0,5.0,5.0,6.0
789,17.0,8.0,76.0,9.0,0.0,52.0,5.0,30.0,202.0,94.0,3.0,0.0,36.0,0.0,37.0,83.0,10.0,69.0,122.0,128.0,148.0
790,48.0,36.0,323.0,123.0,43.0,38.0,138.0,57.0,107.0,36.0,13.0,11.0,138.0,19.0,791.0,35.0,22.0,39.0,50.0,77.0,19.0
791,17.0,42.0,59.0,172.0,40.0,23.0,10.0,47.0,102.0,21.0,10.0,8.0,41.0,22.0,840.0,28.0,16.0,15.0,45.0,24.0,12.0
795,1035.0,87.0,30972.0,551.0,69.0,3894.0,1940.0,5586.0,7081.0,5132.0,316.0,25.0,10196.0,96.0,758.0,6003.0,580.0,5181.0,5320.0,7141.0,679.0
796,4.0,55.0,12.0,11.0,4.0,35.0,65.0,64.0,55.0,46.0,2.0,17.0,9.0,1.0,51.0,56.0,63.0,36.0,23.0,94.0,18.0
797,1.0,15.0,39.0,8.0,10.0,60.0,10.0,67.0,52.0,12.0,3.0,2.0,16.0,1.0,75.0,22.0,6.0,37.0,18.0,91.0,15.0
798,8.0,9.0,1340.0,9.0,2.0,686.0,226.0,621.0,682.0,735.0,8.0,2.0,240.0,1.0,10.0,649.0,71.0,207.0,227.0,1079.0,165.0
800,0.0,14.0,8.0,10.0,3.0,3.0,1.0,13.0,32.0,7.0,0.0,2.0,3.0,1.0,15.0,7.0,15.0,8.0,3.0,4.0,2.0
801,5.0,1894.0,4.0,21.0,11.0,14.0,135.0,11.0,22.0,3.0,1.0,179.0,2.0,5.0,38.0,4.0,34.0,1.0,9.0,5.0,26.0
803,0.0,0.0,1.0,2.0,0.0,440.0,7.0,117.0,178.0,114.0,1.0,0.0,4.0,1.0,4.0,217.0,4.0,71.0,103.0,141.0,35.0
804,1136.0,169.0,1317.0,451.0,1036.0,264.0,29.0,126.0,367.0,229.0,326.0,53.0,492.0,151.0,3773.0,467.0,9.0,267.0,154.0,578.0,49.0
805,230.0,4435.0,426.0,144.0,642.0,90.0,2855.0,37.0,137.0,191.0,184.0,60.0,215.0,38.0,3730.0,184.0,42.0,173.0,45.0,160.0,15.0
807,0.0,1.0,1.0,1.0,4.0,4.0,1.0,6.0,13.0,9.0,1.0,1.0,0.0,1.0,11.0,20.0,4.0,5.0,3.0,6.0,6.0
808,31.0,56.0,361.0,131.0,36.0,71.0,159.0,144.0,215.0,80.0,12.0,15.0,216.0,16.0,594.0,83.0,9.0,94.0,75.0,55.0,29.0
809,738.0,82.0,1680.0,748.0,2202.0,305.0,111.0,635.0,747.0,676.0,418.0,0.0,724.0,376.0,6808.0,338.0,7.0,416.0,521.0,1410.0,77.0
81,144.0,2226.0,95.0,53.0,134.0,38.0,212.0,26.0,48.0,54.0,60.0,185.0,106.0,12.0,353.0,54.0,29.0,82.0,24.0,65.0,26.0
811,5.0,16.0,18.0,31.0,20.0,22.0,17.0,18.0,74.0,23.0,20.0,7.0,16.0,18.0,116.0,38.0,22.0,23.0,17.0,42.0,1.0
812,7.0,5.0,28.0,7.0,2.0,39.0,3.0,25.0,19.0,9.0,3.0,0.0,7.0,2.0,30.0,24.0,2.0,8.0,6.0,26.0,15.0
813,58.0,12397.0,447.0,158.0,69.0,121.0,135.0,194.0,553.0,448.0,34.0,7576.0,139.0,36.0,712.0,278.0,47.0,171.0,441.0,381.0,40.0
819,4.0,65.0,44.0,13.0,11.0,547.0,294.0,103.0,466.0,226.0,5.0,73.0,24.0,4.0,54.0,335.0,27.0,119.0,246.0,160.0,53.0
821,10.0,24.0,887.0,13.0,2.0,99.0,28.0,233.0,223.0,111.0,0.0,15.0,151.0,1.0,9.0,167.0,20.0,92.0,110.0,105.0,34.0
823,31.0,14.0,98.0,50.0,40.0,41.0,21.0,60.0,246.0,45.0,13.0,10.0,58.0,21.0,242.0,69.0,45.0,65.0,85.0,100.0,16.0
830,2.0,5.0,15.0,5.0,1.0,17.0,1.0,10.0,64.0,14.0,1.0,0.0,3.0,0.0,36.0,40.0,0.0,7.0,3.0,11.0,5.0
833,301.0,91.0,200.0,127.0,602.0,61.0,3.0,40.0,112.0,167.0,164.0,37.0,174.0,26.0,3708.0,162.0,8.0,76.0,62.0,60.0,19.0
835,192.0,5.0,80.0,118.0,152.0,26.0,6.0,24.0,118.0,27.0,106.0,2.0,139.0,38.0,614.0,49.0,4.0,65.0,44.0,45.0,33.0
837,234.0,66.0,783.0,254.0,521.0,230.0,160.0,411.0,429.0,458.0,111.0,1.0,227.0,78.0,1344.0,256.0,22.0,338.0,334.0,605.0,52.0
838,82945.0,16676.0,50160.0,70587.0,68860.0,13447.0,5663.0,9712.0,35551.0,23771.0,29367.0,11455.0,31884.0,35939.0,244857.0,24830.0,526.0,22926.0,22506.0,21302.0,3261.0
839,19.0,5.0,23.0,168.0,51.0,23.0,7.0,13.0,107.0,20.0,8.0,2.0,14.0,14.0,734.0,37.0,10.0,15.0,13.0,24.0,3.0
841,21.0,904.0,49.0,64.0,16.0,54.0,10.0,12.0,98.0,20.0,56.0,7021.0,16.0,35.0,41.0,28.0,29.0,31.0,39.0,24.0,61.0
842,323.0,7024.0,453.0,1106.0,564.0,411.0,63.0,386.0,288.0,287.0,161.0,269.0,161.0,468.0,2707.0,276.0,58.0,150.0,149.0,217.0,95.0
843,19.0,1611.0,711.0,71.0,21.0,3841.0,5517.0,3985.0,1933.0,1195.0,14.0,285.0,306.0,9.0,132.0,932.0,287.0,1485.0,1127.0,1961.0,901.0
848,211.0,561.0,494.0,305.0,286.0,163.0,493.0,126.0,169.0,217.0,92.0,1208.0,27.0,70.0,994.0,184.0,25.0,130.0,115.0,344.0,44.0
850,71.0,241.0,4227.0,20.0,33.0,1301.0,1939.0,2020.0,3808.0,1669.0,19.0,56.0,869.0,5.0,27.0,1748.0,396.0,1439.0,3304.0,2417.0,211.0
853,995.0,121.0,1207.0,926.0,709.0,453.0,172.0,602.0,1296.0,453.0,552.0,36.0,352.0,519.0,2409.0,486.0,57.0,290.0,200.0,523.0,210.0
854,13.0,4.0,13.0,1.0,0.0,16.0,11.0,14.0,66.0,52.0,1.0,6.0,23.0,0.0,15.0,22.0,17.0,35.0,4.0,18.0,13.0
857,1.0,48.0,20.0,12.0,7.0,302.0,51.0,401.0,430.0,272.0,4.0,8.0,16.0,4.0,42.0,1285.0,191.0,875.0,1582.0,348.0,382.0
859,93.0,56.0,84.0,148.0,503.0,269.0,1121.0,134.0,218.0,155.0,102.0,1.0,77.0,41.0,326.0,132.0,6.0,131.0,109.0,140.0,96.0
860,23.0,29.0,27.0,180.0,87.0,53.0,24.0,96.0,177.0,45.0,13.0,7.0,27.0,31.0,498.0,53.0,29.0,77.0,63.0,55.0,8.0
862,138.0,21.0,75.0,704.0,126.0,58.0,23.0,80.0,361.0,41.0,59.0,9.0,66.0,66.0,1904.0,76.0,14.0,69.0,36.0,58.0,8.0
868,24.0,1.0,57.0,169.0,19.0,7.0,11.0,23.0,76.0,17.0,7.0,2.0,16.0,32.0,183.0,17.0,1.0,9.0,32.0,33.0,10.0
869,356.0,5.0,438.0,129.0,358.0,106.0,2.0,121.0,127.0,146.0,69.0,89.0,96.0,71.0,1643.0,134.0,4.0,104.0,77.0,162.0,28.0
87,3.0,27.0,1.0,10.0,8.0,6.0,0.0,11.0,33.0,15.0,1.0,3.0,2.0,0.0,87.0,10.0,2.0,2.0,3.0,5.0,13.0
870,1.0,4.0,2.0,4.0,0.0,0.0,5.0,2.0,3.0,1.0,1.0,4.0,1.0,0.0,12.0,2.0,4.0,1.0,1.0,2.0,0.0
871,0.0,5.0,9.0,2.0,2.0,33.0,4.0,24.0,54.0,20.0,1.0,1.0,0.0,0.0,7.0,24.0,1.0,68.0,11.0,57.0,14.0
879,1.0,0.0,39.0,0.0,0.0,82.0,7.0,27.0,60.0,91.0,0.0,0.0,36.0,0.0,1.0,141.0,0.0,44.0,81.0,95.0,19.0
880,1.0,4.0,0.0,8.0,2.0,0.0,0.0,5.0,10.0,2.0,1.0,1.0,0.0,0.0,79.0,3.0,0.0,2.0,1.0,3.0,5.0
882,1.0,1.0,0.0,3.0,4.0,1.0,1.0,4.0,20.0,3.0,1.0,0.0,1.0,0.0,19.0,5.0,2.0,1.0,1.0,8.0,0.0
887,0.0,1.0,2.0,0.0,0.0,4.0,4.0,6.0,18.0,4.0,0.0,0.0,4.0,0.0,6.0,8.0,3.0,7.0,8.0,12.0,7.0
888,41.0,3.0,48.0,43.0,52.0,42.0,2.0,18.0,19.0,14.0,15.0,0.0,3.0,7.0,91.0,27.0,5.0,12.0,10.0,49.0,6.0
89,58.0,2882.0,86.0,95.0,273.0,272.0,448.0,94.0,37.0,56.0,54.0,649.0,35.0,78.0,338.0,74.0,64.0,58.0,29.0,75.0,32.0
892,0.0,8.0,30.0,2.0,0.0,126.0,856.0,46.0,124.0,28.0,0.0,2.0,31.0,0.0,6.0,40.0,10.0,43.0,60.0,20.0,16.0
897,0.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0
904,3.0,0.0,13.0,2.0,0.0,12.0,491.0,12.0,46.0,41.0,0.0,0.0,44.0,0.0,0.0,72.0,4.0,39.0,32.0,55.0,9.0
91,80.0,88.0,384.0,246.0,195.0,58.0,17.0,140.0,145.0,179.0,21.0,20.0,408.0,77.0,449.0,57.0,51.0,59.0,72.0,141.0,30.0
911,526.0,135.0,500.0,356.0,392.0,331.0,72.0,251.0,509.0,332.0,267.0,9.0,362.0,196.0,611.0,473.0,8.0,314.0,381.0,378.0,81.0
916,522.0,181.0,2272.0,308.0,1225.0,278.0,25.0,408.0,274.0,409.0,304.0,113.0,607.0,172.0,2916.0,254.0,7.0,147.0,170.0,408.0,30.0
923,0.0,6.0,3.0,0.0,0.0,12.0,5.0,17.0,27.0,12.0,2.0,0.0,2.0,0.0,0.0,18.0,15.0,17.0,17.0,14.0,6.0
924,0.0,3.0,0.0,3.0,3.0,6.0,2.0,19.0,10.0,5.0,0.0,1.0,0.0,0.0,21.0,9.0,4.0,7.0,0.0,9.0,0.0
930,0.0,8.0,2.0,6.0,2.0,5.0,1.0,5.0,10.0,3.0,1.0,6.0,1.0,0.0,13.0,8.0,7.0,5.0,3.0,2.0,1.0
931,46.0,116.0,60.0,25.0,28.0,149.0,14.0,69.0,146.0,65.0,22.0,533.0,30.0,7.0,47.0,56.0,13.0,64.0,55.0,67.0,30.0
933,16.0,4.0,39.0,26.0,108.0,6.0,4.0,22.0,47.0,11.0,45.0,1.0,3.0,13.0,781.0,45.0,5.0,39.0,8.0,80.0,15.0
936,225.0,40.0,564.0,484.0,632.0,85.0,53.0,196.0,265.0,207.0,128.0,128.0,405.0,200.0,2899.0,44.0,12.0,80.0,79.0,204.0,12.0
937,3.0,9.0,489.0,11.0,6.0,127.0,1.0,218.0,112.0,349.0,1.0,0.0,42.0,2.0,103.0,121.0,9.0,71.0,120.0,246.0,18.0
939,133.0,30.0,258.0,157.0,270.0,171.0,2.0,111.0,90.0,121.0,124.0,15.0,88.0,100.0,357.0,83.0,8.0,46.0,82.0,116.0,47.0
94,222.0,25.0,406.0,194.0,403.0,40.0,7.0,24.0,65.0,99.0,66.0,65.0,168.0,373.0,2194.0,41.0,10.0,68.0,37.0,62.0,11.0
941,3.0,5.0,4.0,15.0,9.0,1.0,1.0,4.0,4.0,4.0,5.0,0.0,2.0,10.0,49.0,3.0,1.0,1.0,0.0,4.0,2.0
942,4.0,8.0,6.0,6.0,10.0,28.0,7.0,7.0,26.0,22.0,6.0,0.0,2.0,10.0,17.0,9.0,0.0,9.0,8.0,11.0,6.0
943,2.0,34.0,1.0,3.0,2.0,2.0,9.0,2.0,3.0,2.0,2.0,1.0,0.0,1.0,21.0,3.0,14.0,2.0,0.0,4.0,0.0
945,0.0,8.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,8.0,3.0,1.0,1.0,2.0,3.0,0.0
946,1.0,5.0,4.0,0.0,4.0,4.0,10.0,18.0,35.0,24.0,0.0,1.0,3.0,2.0,3.0,30.0,1.0,24.0,10.0,31.0,4.0
953,85.0,7.0,130.0,35.0,144.0,39.0,3.0,51.0,88.0,83.0,31.0,1.0,94.0,19.0,530.0,63.0,7.0,62.0,50.0,132.0,22.0
957,239.0,16.0,251.0,127.0,296.0,78.0,1.0,109.0,45.0,56.0,108.0,4.0,63.0,72.0,777.0,87.0,1.0,49.0,41.0,113.0,19.0
959,4.0,3.0,339.0,11.0,1.0,1609.0,206.0,1085.0,3306.0,1334.0,10.0,0.0,234.0,7.0,8.0,1570.0,26.0,771.0,1572.0,819.0,217.0
960,869.0,21.0,1184.0,736.0,964.0,286.0,6.0,108.0,241.0,274.0,157.0,581.0,391.0,180.0,2529.0,232.0,7.0,136.0,158.0,341.0,27.0
962,2.0,18.0,16.0,10.0,11.0,106.0,1.0,43.0,38.0,32.0,3.0,0.0,24.0,1.0,92.0,53.0,2.0,19.0,16.0,27.0,20.0
966,3.0,2.0,29.0,3.0,8.0,142.0,0.0,41.0,78.0,21.0,0.0,1.0,11.0,0.0,64.0,50.0,4.0,28.0,45.0,18.0,22.0
967,211.0,76.0,434.0,400.0,329.0,485.0,117.0,366.0,727.0,544.0,150.0,4.0,190.0,130.0,1139.0,448.0,13.0,374.0,523.0,446.0,115.0
972,367.0,1138.0,668.0,933.0,557.0,183.0,144.0,108.0,190.0,148.0,248.0,256.0,156.0,223.0,3369.0,151.0,16.0,107.0,287.0,224.0,32.0
973,0.0,1.0,0.0,2.0,0.0,6.0,1.0,9.0,11.0,4.0,0.0,4.0,3.0,2.0,11.0,14.0,2.0,4.0,1.0,15.0,2.0
976,0.0,7.0,2.0,5.0,2.0,1.0,72.0,2.0,2.0,0.0,1.0,3.0,0.0,0.0,12.0,1.0,0.0,7.0,3.0,4.0,3.0
980,1.0,15.0,1.0,3.0,4.0,2.0,4.0,6.0,9.0,6.0,2.0,5.0,3.0,1.0,12.0,6.0,5.0,3.0,1.0,3.0,2.0
983,916.0,2286.0,1713.0,786.0,2181.0,153.0,1.0,410.0,196.0,278.0,419.0,1317.0,510.0,308.0,5979.0,175.0,11.0,159.0,69.0,368.0,31.0
984,6.0,15.0,138.0,5.0,0.0,412.0,7.0,163.0,239.0,97.0,0.0,2.0,41.0,0.0,64.0,165.0,8.0,57.0,110.0,73.0,32.0
985,1.0,0.0,3.0,5.0,1.0,2.0,1.0,15.0,25.0,5.0,0.0,2.0,4.0,0.0,36.0,9.0,4.0,4.0,2.0,8.0,0.0
987,885.0,243.0,2390.0,512.0,1773.0,535.0,40.0,570.0,290.0,370.0,292.0,0.0,411.0,167.0,3069.0,262.0,15.0,224.0,185.0,631.0,83.0
99,304.0,3.0,1473.0,389.0,408.0,159.0,105.0,552.0,145.0,163.0,154.0,248.0,226.0,170.0,1892.0,168.0,6.0,188.0,156.0,216.0,33.0
991,4.0,8.0,19.0,15.0,8.0,14.0,5.0,46.0,47.0,22.0,2.0,0.0,3.0,2.0,113.0,37.0,7.0,33.0,14.0,21.0,8.0
992,0.0,5.0,108.0,4.0,2.0,91.0,16.0,170.0,135.0,109.0,1.0,1.0,32.0,1.0,9.0,136.0,28.0,79.0,113.0,114.0,9.0
996,6.0,5.0,11.0,12.0,8.0,4.0,6.0,4.0,7.0,9.0,7.0,6.0,15.0,11.0,24.0,10.0,9.0,4.0,4.0,5.0,7.0
998,3.0,19.0,4.0,4.0,2.0,2.0,0.0,5.0,3.0,3.0,0.0,1.0,2.0,0.0,12.0,5.0,2.0,5.0,1.0,2.0,3.0
999,8.0,5.0,0.0,11.0,7.0,1.0,0.0,3.0,9.0,1.0,4.0,2.0,1.0,4.0,16.0,2.0,0.0,0.0,7.0,1.0,5.0
1052,1.0,3.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0
17_2,1.0,0.0,2.0,13.0,3.0,0.0,2.0,0.0,13.0,2.0,0.0,0.0,0.0,0.0,30.0,2.0,1.0,0.0,2.0,1.0,0.0
217,2.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0
22,0.0,4.0,0.0,1.0,0.0,2.0,3.0,0.0,6.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0
292,5.0,2.0,3.0,2.0,4.0,0.0,2.0,2.0,6.0,1.0,4.0,0.0,0.0,0.0,17.0,5.0,2.0,1.0,1.0,3.0,0.0
387,2.0,9.0,1.0,2.0,4.0,1.0,2.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,24.0,2.0,1.0,1.0,1.0,0.0,0.0
411,1.0,6.0,4.0,0.0,1.0,1.0,0.0,2.0,6.0,1.0,0.0,0.0,1.0,0.0,6.0,1.0,1.0,0.0,1.0,2.0,0.0
44,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0
501,0.0,0.0,0.0,4.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,19.0,0.0,3.0,0.0,0.0,0.0,0.0
506,1.0,2.0,1.0,10.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,15.0,0.0,1.0,2.0,2.0,2.0,1.0
59,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,3.0,0.0
607,2.0,0.0,17.0,5.0,3.0,59.0,3.0,28.0,66.0,32.0,1.0,0.0,7.0,1.0,16.0,28.0,2.0,26.0,23.0,32.0,16.0
643,1.0,2.0,0.0,10.0,6.0,1.0,2.0,1.0,16.0,1.0,2.0,2.0,0.0,2.0,48.0,3.0,1.0,0.0,4.0,2.0,1.0
753,6.0,24.0,2.0,8.0,4.0,10.0,5.0,6.0,22.0,17.0,1.0,7.0,3.0,2.0,42.0,35.0,18.0,7.0,6.0,14.0,1.0
79,0.0,1.0,1.0,4.0,6.0,0.0,2.0,8.0,7.0,4.0,0.0,0.0,6.0,3.0,14.0,3.0,1.0,2.0,3.0,2.0,1.0
917,0.0,0.0,0.0,3.0,0.0,5.0,2.0,4.0,12.0,1.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,4.0,1.0,3.0,0.0
956,0.0,55.0,2.0,10.0,9.0,7.0,7.0,3.0,20.0,8.0,4.0,2.0,1.0,2.0,59.0,15.0,4.0,4.0,3.0,13.0,1.0
454,0.0,1.0,1.0,3.0,1.0,3.0,1.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,5.0,0.0,0.0,2.0,0.0,3.0,0.0
932,1.0,3.0,1.0,1.0,3.0,2.0,2.0,5.0,5.0,0.0,4.0,1.0,1.0,0.0,19.0,1.0,1.0,2.0,2.0,1.0,0.0
