strain_id,B_noMTX_Fluconazole.ERV25_EMP47,B_noMTX_Fluconazole.ERG11_ACF2,B_noMTX_Fluconazole.HNM1_ERG11,B_noMTX_Fluconazole.SSH1_ERG11,B_noMTX_Fluconazole.HUG1_ALO1,B_noMTX_Fluconazole.ADE17_PGM2,B_noMTX_Fluconazole.ALO1_HYR1,B_noMTX_Fluconazole.DHH1_LSM3,B_noMTX_Fluconazole.noPPI_reference,B_noMTX_Fluconazole.MID2_PIN2,B_noMTX_Fluconazole.PLM2_HNM1,B_noMTX_Fluconazole.HNM1_TPO1,B_noMTX_Fluconazole.RET2_EMP47,B_noMTX_Fluconazole.SSH1_ORM2,B_noMTX_Fluconazole.MID2_MAM33,B_noMTX_Fluconazole.ERG11_ERV25,B_noMTX_Fluconazole.RET2_SNA3,B_noMTX_Fluconazole.SSH1_PIS1,B_noMTX_Fluconazole.ERG11_HYR1,B_noMTX_Fluconazole.SRO9_DHH1,B_noMTX_Fluconazole.SSH1_ERV25,B_noMTX_Fluconazole.ADE17_GIS2,B_noMTX_Fluconazole.FMP45_MID2,B_noMTX_Fluconazole.ERV25_UIP4,B_noMTX_Fluconazole.ERG27_ACF2,B_noMTX_Fluconazole.MID2_WSC2,B_noMTX_Fluconazole.SRO9_SGN1,B_noMTX_Fluconazole.GTR1_SLM4,B_noMTX_Fluconazole.HUG1_ADE17,B_noMTX_Fluconazole.SRO9_GIS2,B_noMTX_Fluconazole.SNA4_GTR2,B_noMTX_Fluconazole.PMC1_CTR2,B_noMTX_Fluconazole.MID2_RSN1,B_noMTX_Fluconazole.ALO1_UIP4,B_noMTX_Fluconazole.PLM2_SNA3,B_noMTX_Fluconazole.HNM1_TPO2,B_noMTX_Fluconazole.ERG11_MID2,B_noMTX_Fluconazole.ERV25_ERG5,B_noMTX_Fluconazole.HNM1_MAM33,B_noMTX_Fluconazole.SNA4_VAC8,B_noMTX_Fluconazole.HNM1_TPO4,B_noMTX_Fluconazole.ERG11_ERG5,B_noMTX_Fluconazole.ERG11_ORM2,B_noMTX_Fluconazole.FMP45_MEP1,B_noMTX_Fluconazole.HUG1_PGM2,B_noMTX_Fluconazole.TPO1_TPO2,B_noMTX_Fluconazole.RET2_EMP70,B_noMTX_Fluconazole.HNM1_RBD2,B_noMTX_Fluconazole.ERV25_ORM2,B_noMTX_Fluconazole.ERV25_PIS1,B_noMTX_Fluconazole.MID2_TPO4,B_noMTX_Fluconazole.PMC1_GTR2,B_noMTX_Fluconazole.FMP45_HNM1,B_noMTX_Fluconazole.ERG11_TPO4,B_noMTX_Fluconazole.ADE17_HYR1,B_noMTX_Fluconazole.ERG11_PIS1,B_noMTX_Fluconazole.TPO1_TCB2,B_noMTX_Fluconazole.MID2_TPO2,B_noMTX_Fluconazole.TPO1_MID2,B_noMTX_Fluconazole.ALO1_ADE17,B_noMTX_Fluconazole.ERV25_RBD2,B_noMTX_Fluconazole.HNM1_MID2
811,25.0,13.0,3.0,1193.0,27.0,23.0,48.0,40.0,21.0,17.0,38.0,361.0,24.0,7.0,37.0,8.0,8.0,147.0,8.0,30.0,19.0,75.0,16.0,32.0,39.0,45.0,17.0,7.0,32.0,25.0,55.0,32.0,18.0,25.0,2.0,1471.0,5.0,17.0,199.0,17.0,479.0,844.0,28.0,17.0,1.0,32.0,19.0,202.0,220.0,16.0,21.0,112.0,9.0,22.0,591.0,16.0,16.0,8.0,18.0,31.0,25.0,0.0
812,11.0,8.0,3.0,6.0,25.0,11.0,20.0,25.0,6.0,13.0,58.0,9.0,5.0,6.0,35.0,5.0,4.0,2.0,3.0,11.0,13.0,3.0,4.0,40.0,2.0,33.0,15.0,3.0,16.0,9.0,7.0,37.0,2.0,89.0,2.0,11.0,5.0,3.0,7.0,3.0,6.0,10.0,0.0,15.0,9.0,2.0,2.0,4.0,3.0,3.0,25.0,16.0,4.0,2.0,23.0,10.0,3.0,7.0,3.0,10.0,7.0,3.0
813,96.0,524.0,385.0,29.0,298.0,35.0,79.0,1223.0,66.0,70.0,758.0,79.0,13.0,529.0,108.0,292.0,12.0,16.0,1709.0,256.0,68.0,38.0,196.0,78.0,35.0,42.0,1313.0,43.0,46.0,616.0,37.0,60.0,116.0,408.0,36.0,251.0,229.0,21.0,323.0,191.0,259.0,366.0,20.0,498.0,115.0,28.0,33.0,28.0,41.0,21.0,223.0,190.0,663.0,47.0,53.0,521.0,161.0,19.0,38.0,527.0,42.0,72.0
819,88.0,809.0,30.0,78.0,513.0,28.0,110.0,356.0,43.0,47.0,43.0,31.0,19.0,12.0,557.0,10.0,15.0,100.0,8.0,49.0,146.0,26.0,354.0,58.0,39.0,58.0,48.0,820.0,38.0,103.0,50.0,1117.0,10.0,108.0,119.0,24.0,149.0,770.0,78.0,17.0,154.0,592.0,17.0,32.0,20.0,535.0,11.0,30.0,120.0,266.0,491.0,3059.0,178.0,27.0,1694.0,32.0,421.0,771.0,398.0,275.0,53.0,497.0
821,493.0,9.0,4.0,432.0,708.0,13.0,11.0,4939.0,3.0,42.0,55.0,22.0,8.0,49.0,59.0,14.0,4.0,4.0,10.0,27.0,86.0,77.0,4.0,109.0,2.0,18.0,29.0,21.0,46.0,35.0,360.0,865.0,124.0,264.0,15.0,74.0,10.0,1.0,9.0,4.0,94.0,8.0,19.0,18.0,28.0,111.0,9.0,8.0,12.0,151.0,144.0,389.0,8.0,20.0,5.0,14.0,118.0,83.0,182.0,1355.0,62.0,126.0
823,922.0,23.0,96.0,98.0,140.0,16.0,1274.0,7446.0,16.0,168.0,30.0,32.0,17.0,6.0,855.0,44.0,13.0,9.0,28.0,91.0,132.0,12.0,1456.0,3531.0,1097.0,43.0,103.0,42.0,62.0,150.0,26.0,1676.0,96.0,955.0,40.0,484.0,24.0,14.0,53.0,11.0,432.0,183.0,48.0,18.0,99.0,53.0,29.0,36.0,139.0,20.0,1500.0,649.0,53.0,45.0,9.0,16.0,22.0,25.0,20.0,1827.0,77.0,42.0
830,8.0,5.0,0.0,3.0,9.0,10.0,4.0,8.0,48.0,3.0,3.0,2.0,2.0,6.0,5.0,2.0,1.0,0.0,4.0,110.0,19.0,9.0,5.0,4.0,2.0,2.0,4.0,1.0,2.0,4.0,147.0,3.0,1.0,2.0,4.0,1.0,1.0,58.0,4.0,2.0,8.0,24.0,48.0,9.0,1.0,6.0,6.0,3.0,1.0,2.0,15.0,9.0,3.0,0.0,21.0,9.0,5.0,2.0,6.0,4.0,6.0,3.0
833,16.0,26.0,28.0,9.0,404.0,26.0,17.0,423.0,227.0,15.0,13.0,11.0,9.0,291.0,27.0,22.0,9.0,8.0,8.0,80.0,14.0,34.0,90.0,13.0,12.0,7.0,19.0,9.0,53.0,93.0,49.0,11.0,41.0,33.0,12.0,7.0,7.0,13.0,12.0,39.0,9.0,165.0,11.0,215.0,32.0,8.0,9.0,9.0,15.0,6.0,18.0,53.0,20.0,8.0,45.0,63.0,8.0,30.0,27.0,114.0,26.0,84.0
835,7.0,4.0,5.0,79.0,22.0,5.0,6.0,18.0,4.0,9.0,4.0,19.0,1.0,0.0,4.0,0.0,3.0,7.0,4.0,3.0,27.0,10.0,26.0,4.0,3.0,7.0,69.0,4.0,7.0,2.0,208.0,7.0,1.0,1.0,2.0,38.0,3.0,119.0,59.0,13.0,273.0,11.0,6.0,8.0,0.0,2.0,0.0,7.0,1028.0,3.0,6.0,12.0,1.0,4.0,44.0,9.0,2.0,3.0,2.0,4.0,8.0,3.0
837,82.0,75.0,6.0,17.0,331.0,15.0,19.0,70.0,9.0,27.0,28.0,20.0,17.0,17.0,111.0,143.0,35.0,5.0,7.0,53.0,2704.0,8.0,81.0,94.0,97.0,1182.0,99.0,15.0,78.0,27.0,44.0,106.0,33.0,36.0,44.0,417.0,58.0,217.0,40.0,3.0,208.0,122.0,79.0,123.0,6.0,35.0,31.0,12.0,36.0,4.0,214.0,24.0,1696.0,22.0,19.0,41.0,21.0,54.0,15.0,67.0,370.0,121.0
838,2939.0,38103.0,1272.0,1372.0,4324.0,286.0,10914.0,43656.0,582.0,1631.0,5817.0,2208.0,909.0,744.0,8950.0,911.0,368.0,4166.0,808.0,5470.0,9895.0,544.0,4524.0,4075.0,11531.0,3471.0,2985.0,4086.0,769.0,13853.0,867.0,2641.0,106154.0,3886.0,1886.0,3633.0,1886.0,6874.0,1940.0,7611.0,6747.0,13956.0,421.0,5950.0,1684.0,3686.0,561.0,832.0,18014.0,7789.0,4502.0,15312.0,8820.0,526.0,903.0,6975.0,2631.0,1795.0,1623.0,3518.0,3711.0,2457.0
839,15.0,9.0,25.0,12.0,150.0,6.0,28.0,24.0,12.0,5.0,11.0,13.0,13.0,0.0,22.0,7.0,13.0,8.0,12.0,33.0,12.0,7.0,3.0,156.0,14.0,23.0,11.0,4.0,10.0,172.0,8.0,24.0,9.0,114.0,2.0,12.0,5.0,15.0,8.0,11.0,12.0,11.0,31.0,159.0,5.0,10.0,2.0,8.0,8.0,4.0,18.0,280.0,4.0,10.0,9.0,14.0,10.0,3.0,11.0,174.0,16.0,21.0
841,24.0,352.0,39.0,13.0,21.0,97.0,8.0,33.0,12.0,42.0,12.0,278.0,2.0,33.0,505.0,14.0,3.0,44.0,6.0,311.0,56.0,85.0,100.0,75.0,3.0,81.0,237.0,2.0,58.0,200.0,217.0,25.0,8.0,27.0,241.0,26.0,25.0,69.0,11.0,16.0,7.0,287.0,36.0,38.0,5.0,6.0,4.0,4.0,68.0,5.0,82.0,29.0,84.0,29.0,132.0,300.0,5.0,52.0,3.0,861.0,101.0,11.0
842,265.0,16.0,72.0,238.0,1853.0,33.0,101.0,393.0,33.0,135.0,43.0,95.0,33.0,12.0,778.0,31.0,19.0,34.0,11.0,93.0,293.0,69.0,108.0,67.0,57.0,151.0,501.0,11.0,85.0,64.0,400.0,83.0,27.0,3626.0,29.0,62.0,29.0,13.0,90.0,17.0,91.0,102.0,86.0,184.0,39.0,817.0,27.0,32.0,491.0,1891.0,458.0,285.0,141.0,58.0,199.0,35.0,153.0,1548.0,307.0,392.0,100.0,139.0
843,1121.0,15923.0,590.0,285.0,5294.0,311.0,1137.0,3166.0,243.0,1630.0,2702.0,583.0,95.0,264.0,3997.0,7555.0,176.0,1342.0,10914.0,12634.0,1923.0,256.0,3639.0,730.0,90.0,14695.0,32959.0,157.0,4387.0,7607.0,1769.0,363.0,422.0,1138.0,286.0,457.0,1366.0,790.0,387.0,140.0,1235.0,12329.0,613.0,739.0,145.0,266.0,95.0,288.0,4371.0,186.0,4200.0,425.0,2533.0,287.0,326.0,3397.0,149.0,1855.0,107.0,21490.0,4136.0,4689.0
848,18.0,0.0,1.0,4.0,17.0,11.0,3.0,18.0,6.0,16.0,6.0,14.0,0.0,5.0,15.0,688.0,0.0,0.0,0.0,76.0,13.0,3.0,6.0,11.0,5.0,8.0,56.0,9.0,7.0,139.0,39.0,23.0,6.0,10.0,19.0,7.0,257.0,1.0,11.0,1.0,9.0,4.0,7.0,165.0,6.0,1.0,0.0,5.0,1.0,6.0,2.0,16.0,9.0,25.0,5.0,3.0,4.0,6.0,17.0,631.0,4.0,0.0
850,1888.0,2180.0,467.0,1128.0,1544.0,87.0,1712.0,4778.0,108.0,97.0,1953.0,1267.0,77.0,1545.0,259.0,431.0,44.0,1659.0,467.0,793.0,4467.0,367.0,255.0,300.0,1007.0,87.0,1010.0,99.0,114.0,1350.0,2290.0,242.0,32.0,107.0,1191.0,2271.0,955.0,2235.0,1161.0,1434.0,4821.0,4067.0,1058.0,844.0,41.0,291.0,30.0,2141.0,323.0,8884.0,64.0,296.0,1141.0,396.0,417.0,376.0,504.0,661.0,467.0,435.0,7653.0,363.0
853,64.0,44.0,48.0,42.0,16353.0,96.0,182.0,617.0,261.0,142.0,2123.0,137.0,15.0,33.0,4690.0,73.0,40.0,18.0,33.0,202.0,811.0,172.0,3650.0,206.0,700.0,11478.0,677.0,61.0,1266.0,3418.0,1395.0,234.0,207.0,1488.0,108.0,227.0,265.0,994.0,498.0,422.0,77.0,269.0,286.0,6804.0,119.0,774.0,52.0,91.0,29.0,25.0,772.0,768.0,2811.0,57.0,578.0,831.0,330.0,712.0,142.0,1375.0,125.0,708.0
854,990.0,17.0,26.0,88.0,745.0,34.0,17.0,2323.0,51.0,101.0,96.0,632.0,6.0,23.0,2625.0,14.0,8.0,63.0,9.0,50.0,203.0,64.0,157.0,137.0,124.0,107.0,44.0,619.0,34.0,123.0,557.0,1080.0,26.0,45.0,22.0,25.0,31.0,2727.0,19.0,20.0,615.0,1138.0,23.0,2288.0,36.0,67.0,32.0,26.0,168.0,10.0,551.0,620.0,2406.0,17.0,221.0,47.0,471.0,649.0,10.0,64.0,61.0,16.0
857,1733.0,86.0,865.0,213.0,585.0,426.0,5628.0,410.0,134.0,273.0,2916.0,5557.0,147.0,3791.0,1013.0,102.0,181.0,458.0,88.0,12738.0,367.0,3720.0,327.0,6730.0,257.0,211.0,3621.0,114.0,145.0,3056.0,5087.0,192.0,100.0,1936.0,14046.0,346.0,2162.0,1223.0,215.0,135.0,331.0,9601.0,6032.0,292.0,65.0,1493.0,132.0,201.0,120.0,637.0,250.0,9002.0,160.0,191.0,437.0,6471.0,3608.0,3060.0,8397.0,19075.0,9177.0,1718.0
859,10.0,6.0,7.0,491.0,36.0,4.0,14.0,46.0,4.0,15.0,101.0,60.0,11.0,9.0,17.0,16.0,5.0,6.0,231.0,11.0,18.0,3.0,8.0,741.0,218.0,359.0,18.0,10.0,8.0,9.0,6.0,30.0,12.0,9.0,13.0,17.0,294.0,3.0,27.0,120.0,48.0,9.0,7.0,11.0,5.0,108.0,18.0,10.0,8.0,5.0,17.0,26.0,10.0,6.0,10.0,4.0,11.0,19.0,2.0,13.0,11.0,52.0
860,59.0,287.0,10.0,21.0,91.0,19.0,134.0,240.0,40.0,56.0,147.0,52.0,62.0,54.0,38.0,14.0,35.0,145.0,32.0,280.0,78.0,30.0,53.0,111.0,50.0,127.0,92.0,19.0,42.0,57.0,21.0,147.0,18.0,555.0,72.0,43.0,22.0,401.0,34.0,14.0,75.0,380.0,31.0,72.0,16.0,82.0,36.0,37.0,45.0,55.0,169.0,129.0,122.0,29.0,43.0,22.0,49.0,129.0,49.0,28.0,53.0,35.0
862,21.0,40.0,10.0,20.0,84.0,19.0,15.0,120.0,15.0,41.0,8.0,21.0,18.0,15.0,52.0,23.0,42.0,20.0,35.0,52.0,32.0,9.0,18.0,29.0,25.0,63.0,43.0,12.0,22.0,58.0,12.0,41.0,41.0,24.0,17.0,52.0,7.0,16.0,22.0,6.0,19.0,23.0,12.0,29.0,12.0,27.0,39.0,22.0,18.0,7.0,48.0,56.0,21.0,14.0,12.0,24.0,34.0,21.0,25.0,43.0,31.0,15.0
868,5.0,0.0,3.0,3.0,50.0,3.0,1.0,22.0,14.0,6.0,523.0,13.0,3.0,0.0,174.0,2.0,1.0,3.0,4.0,4.0,11.0,2.0,154.0,5.0,0.0,7.0,9.0,10.0,7.0,13.0,72.0,1094.0,0.0,1.0,8.0,7.0,113.0,3.0,4.0,0.0,24.0,7.0,1.0,9.0,10.0,6.0,1.0,3.0,1.0,5.0,3.0,9.0,10.0,1.0,11.0,1.0,93.0,5.0,2.0,4.0,31.0,1.0
869,406.0,1.0,3.0,191.0,8.0,3.0,232.0,6.0,13.0,2.0,24.0,36.0,1.0,8.0,14.0,2276.0,0.0,1.0,1.0,11.0,13.0,1.0,269.0,110.0,0.0,4.0,23.0,2.0,7.0,31.0,4.0,10.0,5.0,114.0,8.0,17.0,15.0,128.0,124.0,4.0,2.0,550.0,3.0,50.0,14.0,1.0,7.0,3.0,5.0,12.0,8.0,13.0,63.0,4.0,11.0,2.0,1.0,2.0,1.0,23.0,1.0,4.0
87,1.0,1.0,0.0,3.0,5.0,11.0,3.0,5.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,2.0,0.0,2.0,0.0,8.0,9.0,10.0,0.0,2.0,1.0,2.0,1.0,10.0,2.0,4.0,0.0,3.0,0.0,1.0,2.0,0.0,6.0,2.0,2.0,29.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,10.0,2.0,0.0,2.0,4.0,13.0,0.0,2.0,5.0,0.0,2.0,2.0
870,2.0,1.0,0.0,4.0,6.0,1.0,0.0,8.0,0.0,46.0,2.0,1.0,2.0,1.0,12.0,3.0,2.0,0.0,1.0,2.0,329.0,1.0,2.0,0.0,1.0,5.0,4.0,1.0,2.0,0.0,7.0,1.0,1.0,50.0,0.0,1.0,1.0,0.0,2.0,1.0,8.0,2.0,1.0,4.0,0.0,6.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,4.0,1.0,5.0,12.0,1.0,6.0,1.0,5.0,2.0
871,3.0,9.0,6.0,1.0,9.0,8.0,5.0,8.0,10.0,70.0,18.0,14.0,2.0,1.0,4.0,1.0,1.0,3.0,0.0,7.0,47.0,7.0,1.0,10.0,3.0,0.0,6.0,6.0,0.0,2.0,10.0,2.0,0.0,2.0,2.0,2.0,1.0,350.0,4.0,9.0,4.0,4.0,2.0,7.0,1.0,4.0,0.0,0.0,2.0,0.0,4.0,2.0,3.0,1.0,34.0,1.0,0.0,2.0,10.0,0.0,32.0,1.0
879,3.0,1.0,1.0,2.0,18.0,0.0,9.0,22.0,2.0,7.0,7.0,0.0,1.0,2.0,19.0,5.0,0.0,6.0,1.0,51.0,5.0,1.0,3.0,2.0,0.0,11.0,79.0,0.0,8.0,1.0,1.0,14.0,4.0,3.0,1.0,6.0,3.0,0.0,5.0,2.0,4.0,27.0,30.0,7.0,3.0,6.0,2.0,0.0,1.0,2.0,44.0,113.0,16.0,0.0,2.0,5.0,12.0,6.0,85.0,51.0,2.0,1.0
880,1.0,2.0,3.0,0.0,6.0,0.0,1.0,16.0,1.0,0.0,5.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,2.0,40.0,1.0,0.0,8.0,1.0,1.0,2.0,0.0,1.0,6.0,0.0,0.0,8.0,0.0,1.0,4.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,4.0,5.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,58.0,1.0
882,4.0,1.0,3.0,3.0,8.0,0.0,5.0,19.0,4.0,2.0,20.0,7.0,1.0,1.0,12.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,7.0,2.0,1.0,2.0,3.0,12.0,14.0,2.0,2.0,10.0,0.0,1.0,6.0,3.0,9.0,2.0,2.0,1.0,13.0,1.0,0.0,2.0,3.0,2.0,1.0,1.0,2.0,0.0,4.0,10.0,12.0,2.0,8.0,1.0,0.0,3.0,1.0,3.0,354.0,3.0
888,51.0,9.0,126.0,4.0,93.0,6.0,126.0,13.0,13.0,13.0,5.0,3.0,1.0,2.0,1.0,77.0,4.0,0.0,3.0,330.0,47.0,6.0,47.0,69.0,133.0,13.0,85.0,1.0,5.0,9.0,1.0,6.0,5.0,96.0,6.0,79.0,129.0,1.0,48.0,72.0,4.0,8.0,2.0,575.0,5.0,32.0,13.0,6.0,0.0,1.0,1995.0,3.0,6.0,5.0,19.0,8.0,176.0,19.0,53.0,218.0,0.0,3.0
89,197.0,423.0,168.0,705.0,387.0,231.0,1615.0,138.0,24.0,260.0,439.0,429.0,12.0,270.0,1455.0,118.0,130.0,100.0,28.0,3985.0,664.0,296.0,2229.0,480.0,321.0,5611.0,6663.0,890.0,429.0,3122.0,423.0,591.0,67.0,155.0,57.0,178.0,731.0,65.0,99.0,182.0,184.0,723.0,32.0,629.0,29.0,38.0,27.0,67.0,161.0,88.0,1527.0,615.0,2840.0,64.0,571.0,42999.0,33.0,549.0,29.0,1009.0,3937.0,1325.0
892,516.0,4.0,4.0,220.0,996.0,69.0,42.0,17.0,78.0,2.0,89.0,136.0,16.0,449.0,15.0,30.0,13.0,5.0,10.0,190.0,14.0,88.0,18.0,48.0,6.0,3.0,45.0,2.0,9.0,183.0,65.0,7.0,1.0,66.0,2.0,59.0,50.0,80.0,10289.0,46.0,104.0,137.0,21.0,113.0,5.0,1188.0,22.0,55.0,7.0,22.0,14.0,98.0,4.0,10.0,15805.0,102.0,380.0,20.0,550.0,578.0,52.0,1.0
897,3.0,0.0,3.0,1.0,3.0,1.0,2.0,3.0,1.0,0.0,4.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,2.0,0.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0,2.0,0.0,1.0,3.0,1.0,2.0,1.0,0.0,3.0,0.0,2.0,1.0,2.0,0.0,1.0,2.0,6.0,2.0,0.0,11.0,1.0,2.0,0.0,0.0,2.0,4.0,0.0
904,17.0,1.0,37.0,0.0,48.0,0.0,94.0,6856.0,158.0,24.0,3.0,3.0,4.0,1.0,51.0,3.0,1.0,53.0,160.0,22.0,1.0,1.0,1.0,3.0,1.0,1.0,25.0,49.0,18.0,0.0,18.0,19.0,2.0,192.0,2.0,382.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,3.0,18.0,1.0,0.0,0.0,8.0,2.0,9.0,23.0,6.0,4.0,8.0,35.0,1.0,1.0,1.0,1.0,35.0,1.0
91,25.0,1381.0,184.0,1210.0,25.0,48.0,94.0,288.0,67.0,26.0,23.0,500.0,26.0,1556.0,239.0,9.0,22.0,67.0,11.0,1362.0,757.0,5719.0,208.0,32.0,1403.0,14.0,9.0,31.0,34.0,691.0,134.0,27.0,8.0,66.0,3.0,837.0,101.0,26.0,95.0,779.0,29.0,861.0,11.0,132.0,12.0,24.0,15.0,247.0,20.0,26.0,218.0,137.0,325.0,51.0,99.0,390.0,10.0,103.0,9.0,37.0,644.0,263.0
911,482.0,2.0,18.0,4.0,150.0,8.0,47.0,297.0,5.0,26.0,1560.0,5.0,8.0,3.0,42.0,4.0,17.0,3.0,1278.0,510.0,6.0,16.0,738.0,13.0,12.0,13.0,277.0,15.0,9.0,466.0,153.0,275.0,0.0,82.0,114.0,5.0,17.0,228.0,9.0,17.0,18.0,83.0,10.0,333.0,2.0,10.0,10.0,7.0,6.0,3.0,56.0,24.0,661.0,8.0,21.0,198.0,16.0,11.0,48.0,239.0,7.0,47.0
916,83.0,3.0,12.0,98.0,1098.0,20.0,23.0,44.0,12.0,34.0,143.0,781.0,4.0,64.0,28.0,9.0,4.0,3.0,4.0,74.0,340.0,3.0,26.0,220.0,143.0,13.0,287.0,389.0,9.0,2.0,91.0,13.0,2.0,125.0,3886.0,176.0,347.0,151.0,207.0,14.0,32.0,1.0,9.0,76.0,11.0,266.0,8.0,0.0,2.0,1.0,6.0,43.0,24.0,7.0,14.0,7.0,12.0,2.0,34.0,209.0,33.0,33.0
923,22.0,156.0,18.0,243.0,1826.0,22.0,13.0,533.0,30.0,77.0,179.0,11.0,2.0,1.0,146.0,5.0,10.0,8.0,18.0,20.0,609.0,49.0,36.0,19.0,322.0,12.0,36.0,997.0,216.0,15.0,1902.0,423.0,2.0,4.0,20.0,36.0,112.0,116.0,17.0,16.0,75.0,33.0,9.0,23.0,22.0,3.0,4.0,19.0,326.0,32.0,151.0,1154.0,26.0,15.0,1255.0,106.0,2.0,18.0,6.0,364.0,29.0,103.0
924,2.0,0.0,3.0,0.0,15.0,5.0,5.0,6.0,0.0,2.0,1.0,5.0,1.0,0.0,3.0,3.0,0.0,11.0,0.0,25.0,19.0,10.0,3.0,3.0,2.0,2.0,4.0,2.0,1.0,6.0,2.0,6.0,1.0,3.0,0.0,4.0,1.0,1.0,2.0,3.0,2.0,2.0,0.0,7.0,1.0,2.0,0.0,0.0,1.0,74.0,6.0,8.0,2.0,4.0,11.0,1.0,3.0,2.0,11.0,5.0,4.0,1.0
930,6.0,7.0,6.0,74.0,13.0,6.0,5.0,32.0,8.0,8.0,12.0,425.0,5.0,24.0,54.0,3.0,7.0,6.0,5.0,44.0,434.0,13.0,36.0,244.0,2.0,4.0,80.0,15.0,3.0,133.0,53.0,8.0,4.0,0.0,663.0,8.0,186.0,5.0,12.0,10.0,9.0,10.0,4.0,6.0,1.0,170.0,6.0,3.0,598.0,6.0,17.0,9.0,2.0,7.0,14.0,10.0,86.0,105.0,258.0,22.0,19.0,161.0
931,217.0,5.0,16.0,16.0,24.0,14.0,2732.0,52.0,10.0,10.0,6.0,200.0,11.0,5.0,100.0,19.0,3.0,114.0,15.0,15.0,28.0,606.0,1.0,322.0,326.0,6.0,30.0,3.0,30.0,70.0,198.0,114.0,3.0,284.0,5.0,26.0,12.0,22.0,239.0,10.0,18.0,30.0,5.0,265.0,4.0,37.0,2.0,2.0,66.0,23.0,29.0,38.0,61.0,13.0,1490.0,136.0,2.0,7.0,17.0,153.0,11.0,43.0
932,8.0,3.0,1.0,0.0,78.0,3.0,4.0,3075.0,1.0,9.0,2.0,1.0,2.0,5.0,25.0,2.0,1.0,0.0,6.0,3.0,1.0,2.0,1.0,6.0,1.0,0.0,12.0,2.0,11.0,0.0,8.0,11.0,0.0,4.0,0.0,5.0,0.0,0.0,3.0,2.0,34.0,0.0,2.0,2.0,7.0,2.0,0.0,0.0,1.0,0.0,4.0,16.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,20.0,1.0
933,3.0,1.0,1.0,3.0,14.0,14.0,9.0,108.0,6.0,6.0,3.0,9.0,1.0,1.0,6.0,1.0,0.0,2.0,1.0,32.0,5.0,5.0,2.0,42.0,1.0,0.0,383.0,3.0,4.0,1.0,3.0,11.0,0.0,3.0,4.0,8.0,2.0,1.0,5.0,4.0,5.0,70.0,3.0,10.0,3.0,0.0,0.0,0.0,3.0,4.0,1.0,5.0,11.0,5.0,5.0,3.0,10.0,5.0,0.0,141.0,11.0,0.0
936,17.0,386.0,78.0,264.0,30.0,30.0,9.0,6.0,22.0,16.0,89.0,412.0,5.0,18.0,120.0,1.0,3.0,1059.0,1.0,21.0,30.0,38.0,30.0,84.0,0.0,11.0,9.0,20.0,7.0,167.0,304.0,60.0,1.0,16.0,3331.0,359.0,356.0,11.0,96.0,187.0,903.0,1325.0,12.0,17.0,3.0,44.0,1.0,1.0,12.0,7.0,7.0,11.0,20.0,12.0,66.0,17.0,6.0,11.0,3.0,365.0,57.0,287.0
937,154.0,4.0,5.0,5.0,16.0,2.0,3.0,36.0,3.0,12.0,25.0,2.0,0.0,0.0,11.0,2.0,0.0,4.0,5.0,46.0,4.0,5.0,7.0,0.0,1.0,0.0,9.0,12.0,3.0,2.0,505.0,15.0,0.0,80.0,6.0,2.0,14.0,1.0,0.0,4.0,6.0,5.0,3.0,4.0,2.0,1.0,2.0,1.0,98.0,2.0,24.0,33.0,7.0,9.0,5.0,4.0,1.0,2.0,1.0,301.0,63.0,10.0
939,45.0,4.0,0.0,13.0,66.0,1.0,25.0,2015.0,6.0,15.0,31.0,191.0,8.0,204.0,25.0,7.0,1.0,5.0,77.0,64.0,170.0,72.0,3.0,126.0,3.0,6.0,58.0,9.0,16.0,81.0,18.0,381.0,0.0,7.0,5.0,23.0,3.0,99.0,4.0,1.0,3.0,11.0,2.0,274.0,8.0,2.0,7.0,4.0,136.0,4.0,1.0,22.0,38.0,8.0,4.0,5.0,2.0,1.0,185.0,135.0,972.0,62.0
94,13.0,6.0,7.0,66.0,24.0,99.0,7.0,25.0,90.0,17.0,107.0,551.0,10.0,4.0,191.0,2.0,8.0,14.0,23.0,546.0,103.0,125.0,1589.0,8.0,4.0,626.0,8.0,11.0,23.0,49.0,213.0,219.0,6.0,7.0,14.0,11.0,49.0,211.0,12.0,65.0,144.0,152.0,14.0,151.0,5.0,118.0,9.0,10.0,2.0,7.0,299.0,32.0,16.0,10.0,20266.0,104.0,3.0,48.0,799.0,955.0,76.0,50.0
