strain_id,B_noMTX_Fluconazole.ERV25_EMP47,B_noMTX_Fluconazole.ERG11_ACF2,B_noMTX_Fluconazole.HNM1_ERG11,B_noMTX_Fluconazole.SSH1_ERG11,B_noMTX_Fluconazole.HUG1_ALO1,B_noMTX_Fluconazole.ADE17_PGM2,B_noMTX_Fluconazole.ALO1_HYR1,B_noMTX_Fluconazole.DHH1_LSM3,B_noMTX_Fluconazole.noPPI_reference,B_noMTX_Fluconazole.MID2_PIN2,B_noMTX_Fluconazole.PLM2_HNM1,B_noMTX_Fluconazole.HNM1_TPO1,B_noMTX_Fluconazole.RET2_EMP47,B_noMTX_Fluconazole.SSH1_ORM2,B_noMTX_Fluconazole.MID2_MAM33,B_noMTX_Fluconazole.ERG11_ERV25,B_noMTX_Fluconazole.RET2_SNA3,B_noMTX_Fluconazole.SSH1_PIS1,B_noMTX_Fluconazole.ERG11_HYR1,B_noMTX_Fluconazole.SRO9_DHH1,B_noMTX_Fluconazole.SSH1_ERV25,B_noMTX_Fluconazole.ADE17_GIS2,B_noMTX_Fluconazole.FMP45_MID2,B_noMTX_Fluconazole.ERV25_UIP4,B_noMTX_Fluconazole.ERG27_ACF2,B_noMTX_Fluconazole.MID2_WSC2,B_noMTX_Fluconazole.SRO9_SGN1,B_noMTX_Fluconazole.GTR1_SLM4,B_noMTX_Fluconazole.HUG1_ADE17,B_noMTX_Fluconazole.SRO9_GIS2,B_noMTX_Fluconazole.SNA4_GTR2,B_noMTX_Fluconazole.PMC1_CTR2,B_noMTX_Fluconazole.MID2_RSN1,B_noMTX_Fluconazole.ALO1_UIP4,B_noMTX_Fluconazole.PLM2_SNA3,B_noMTX_Fluconazole.HNM1_TPO2,B_noMTX_Fluconazole.ERG11_MID2,B_noMTX_Fluconazole.ERV25_ERG5,B_noMTX_Fluconazole.HNM1_MAM33,B_noMTX_Fluconazole.SNA4_VAC8,B_noMTX_Fluconazole.HNM1_TPO4,B_noMTX_Fluconazole.ERG11_ERG5,B_noMTX_Fluconazole.ERG11_ORM2,B_noMTX_Fluconazole.FMP45_MEP1,B_noMTX_Fluconazole.HUG1_PGM2,B_noMTX_Fluconazole.TPO1_TPO2,B_noMTX_Fluconazole.RET2_EMP70,B_noMTX_Fluconazole.HNM1_RBD2,B_noMTX_Fluconazole.ERV25_ORM2,B_noMTX_Fluconazole.ERV25_PIS1,B_noMTX_Fluconazole.MID2_TPO4,B_noMTX_Fluconazole.PMC1_GTR2,B_noMTX_Fluconazole.FMP45_HNM1,B_noMTX_Fluconazole.ERG11_TPO4,B_noMTX_Fluconazole.ADE17_HYR1,B_noMTX_Fluconazole.ERG11_PIS1,B_noMTX_Fluconazole.TPO1_TCB2,B_noMTX_Fluconazole.MID2_TPO2,B_noMTX_Fluconazole.TPO1_MID2,B_noMTX_Fluconazole.ALO1_ADE17,B_noMTX_Fluconazole.ERV25_RBD2,B_noMTX_Fluconazole.HNM1_MID2
599,214.0,55.0,9.0,199.0,998.0,18.0,7.0,72.0,10.0,20.0,132.0,139.0,7.0,29.0,79.0,23.0,9.0,81.0,18.0,24.0,226.0,20.0,38.0,10.0,69.0,38.0,18.0,153.0,291.0,17.0,1528.0,110.0,6.0,12.0,20.0,558.0,5.0,77.0,37.0,8.0,61.0,18.0,242.0,388.0,8.0,349.0,7.0,54.0,29.0,11.0,39.0,102.0,415.0,4.0,40.0,18.0,27.0,44.0,87.0,21.0,30.0,22.0
599_ref1,50.0,1.0,32.0,2.0,9.0,2.0,7.0,171.0,1.0,389.0,5.0,32.0,25.0,0.0,42.0,33.0,21.0,1.0,992.0,22.0,59.0,4.0,51.0,7.0,7.0,11.0,34.0,43.0,10.0,20.0,5.0,47.0,3.0,6.0,2.0,62.0,20.0,10.0,38.0,33.0,52.0,160.0,178.0,5.0,3.0,9.0,3.0,494.0,3.0,45.0,7.0,26.0,1.0,16.0,46.0,402.0,4.0,18.0,4.0,3.0,759.0,8.0
599_ref2,39.0,0.0,16.0,28.0,24.0,1.0,71.0,15.0,4.0,8.0,5.0,68.0,0.0,0.0,302.0,60.0,6.0,8.0,175.0,51.0,64.0,46.0,40.0,22.0,1.0,27.0,5.0,2.0,7.0,15.0,2.0,9.0,2.0,2.0,5.0,27.0,2.0,1.0,69.0,4.0,56.0,25.0,94.0,11.0,4.0,3.0,1.0,318.0,1.0,22.0,6.0,34.0,3.0,17.0,5.0,88.0,3.0,7.0,0.0,7.0,1134.0,7.0
6,13.0,5.0,12.0,72.0,6.0,6.0,19.0,18.0,42.0,3.0,17.0,22.0,3.0,4.0,8.0,6.0,1.0,63.0,8.0,8.0,5.0,13.0,2.0,4.0,4.0,1.0,5.0,3.0,587.0,0.0,22.0,12.0,0.0,2.0,1.0,10.0,79.0,11.0,4.0,28.0,20.0,10.0,0.0,235.0,9.0,9.0,1.0,4.0,4.0,1.0,4.0,7.0,7.0,4.0,60.0,10.0,0.0,8.0,0.0,4.0,65.0,2.0
60,343.0,16.0,31.0,33.0,3121.0,11.0,276.0,27.0,17.0,0.0,286.0,2573.0,12.0,13.0,39.0,50.0,8.0,101.0,4.0,4.0,702.0,43.0,79.0,59.0,62.0,9.0,40.0,17.0,26.0,9.0,63.0,173.0,15.0,47.0,15.0,1038.0,45.0,822.0,952.0,7.0,545.0,9.0,20.0,602.0,13.0,6.0,3.0,9.0,83.0,2070.0,31.0,903.0,863.0,58.0,13.0,41.0,6.0,13.0,5.0,879.0,626.0,554.0
607,2.0,6.0,0.0,1.0,16.0,1.0,7.0,1.0,979.0,11.0,2.0,5.0,11.0,8.0,5.0,2.0,14.0,11.0,5.0,7.0,4.0,1.0,0.0,4.0,3.0,7.0,9.0,3.0,6.0,9.0,4.0,4.0,1.0,42.0,1.0,2.0,1.0,164.0,5.0,0.0,2.0,4.0,0.0,5.0,1.0,15.0,245.0,2.0,30.0,0.0,704.0,6.0,3.0,2.0,7.0,2.0,5.0,6.0,3.0,1.0,10.0,5.0
611,15.0,13.0,4.0,23.0,564.0,22.0,14.0,138.0,8.0,34.0,38.0,48.0,10.0,9.0,67.0,629.0,11.0,2.0,37.0,262.0,526.0,46.0,122.0,70.0,39.0,10.0,133.0,3.0,43.0,2.0,15.0,91.0,5.0,17.0,17.0,70.0,59.0,61.0,30.0,215.0,34.0,830.0,11.0,1469.0,12.0,886.0,17.0,6.0,183.0,6.0,32.0,89.0,65.0,20.0,69.0,31.0,70.0,37.0,227.0,160.0,24.0,60.0
616,30.0,6.0,15.0,22.0,81.0,14.0,68.0,11.0,10.0,109.0,53.0,35.0,18.0,30.0,622.0,15.0,100.0,6.0,6.0,17.0,52.0,18.0,248.0,142.0,57.0,18.0,58.0,10.0,14.0,14.0,31.0,9.0,5.0,258.0,25.0,24.0,38.0,36.0,190.0,861.0,16.0,1144.0,64.0,32.0,3.0,105.0,1080.0,10.0,38.0,3.0,463.0,17.0,26.0,7.0,36.0,145.0,13.0,303.0,65.0,374.0,9.0,88.0
622,7.0,6.0,3.0,3.0,144.0,18.0,2.0,18.0,19.0,106.0,19.0,46.0,2.0,1.0,436.0,3.0,1.0,1.0,2.0,6.0,269.0,48.0,4.0,10.0,2.0,30.0,8.0,2.0,86.0,5.0,108.0,17.0,12.0,6.0,12.0,18.0,2.0,0.0,5.0,3.0,174.0,10.0,9.0,7.0,9.0,4.0,14.0,6.0,5.0,70.0,559.0,14.0,2.0,5.0,432.0,6.0,5.0,75.0,0.0,150.0,16.0,77.0
627,11.0,4.0,2.0,5.0,9.0,4.0,16.0,4.0,18.0,31.0,18.0,2.0,3.0,3.0,50.0,0.0,3.0,3.0,237.0,7.0,978.0,5.0,484.0,9.0,2.0,78.0,6.0,9.0,6.0,119.0,5.0,62.0,4.0,16.0,6.0,3.0,11.0,2.0,4.0,4.0,13.0,272.0,118.0,8.0,5.0,7.0,80.0,5.0,9.0,0.0,24.0,141.0,148.0,22.0,5.0,19.0,4.0,3.0,8.0,27.0,6.0,12.0
631,35.0,44.0,6.0,353.0,39.0,26.0,145.0,174.0,16.0,23.0,58.0,186.0,12.0,48.0,203.0,1819.0,11.0,330.0,278.0,418.0,41.0,40.0,120.0,59.0,885.0,18.0,231.0,116.0,78.0,294.0,370.0,31.0,9.0,51.0,255.0,244.0,91.0,248.0,243.0,7.0,206.0,23.0,247.0,44.0,12.0,19.0,24.0,48.0,169.0,1448.0,443.0,49.0,47.0,21.0,21.0,31.0,16.0,42.0,10.0,39.0,28.0,41.0
632,303.0,28.0,41.0,27.0,202.0,20.0,39.0,198.0,59.0,35.0,15.0,33.0,10.0,589.0,37.0,51.0,7.0,242.0,11.0,37.0,20.0,27.0,13.0,32.0,19.0,15.0,80.0,19.0,54.0,14.0,218.0,51.0,56.0,29.0,11.0,25.0,15.0,27.0,26.0,31.0,26.0,27.0,10.0,58.0,105.0,10.0,20.0,12.0,52.0,19.0,34.0,62.0,31.0,17.0,29.0,32.0,135.0,14.0,8.0,17.0,64.0,94.0
636,14.0,8.0,5.0,75.0,64.0,8.0,14.0,190.0,7.0,9.0,94.0,5.0,7.0,0.0,734.0,0.0,5.0,2.0,5.0,180.0,657.0,4.0,290.0,14.0,9.0,13.0,6.0,6.0,16.0,13.0,11.0,24.0,0.0,10.0,11.0,14.0,7.0,7.0,26.0,5.0,18.0,10.0,9.0,43.0,2.0,84.0,4.0,4.0,6.0,3.0,10.0,100.0,11.0,6.0,12.0,13.0,6.0,24.0,793.0,7.0,928.0,16.0
638,4.0,2.0,2.0,23.0,7.0,3.0,81.0,6.0,2.0,1.0,22.0,2.0,1.0,0.0,5.0,4.0,4.0,0.0,4.0,4.0,4.0,3.0,84.0,9.0,4.0,2.0,1.0,51.0,13.0,2.0,6.0,2.0,2.0,29.0,2.0,2.0,0.0,1.0,1.0,3.0,3.0,15.0,1.0,2.0,2.0,1.0,0.0,2.0,0.0,2.0,14.0,7.0,5.0,2.0,8.0,1.0,5.0,0.0,3.0,3.0,7.0,5.0
639,6.0,8.0,8.0,9.0,21.0,6.0,1057.0,137.0,4.0,18.0,4.0,11.0,10.0,4.0,15.0,14.0,5.0,7.0,24.0,88.0,12.0,12.0,2.0,22.0,11.0,480.0,24.0,4.0,11.0,7.0,2.0,14.0,14.0,2.0,5.0,19.0,5.0,6.0,7.0,8.0,10.0,10.0,8.0,19.0,26.0,10.0,19.0,3.0,4.0,2.0,29.0,22.0,5.0,4.0,12.0,14.0,8.0,4.0,7.0,542.0,16.0,5.0
64,2538.0,16.0,20.0,27.0,12.0,9.0,1665.0,45.0,23.0,32.0,3.0,52.0,19.0,21.0,221.0,17.0,17.0,8.0,2415.0,79.0,17.0,14.0,3.0,283.0,17.0,7.0,202.0,16.0,15.0,61.0,44.0,8.0,2.0,204.0,6.0,15.0,3.0,1171.0,47.0,14.0,19.0,14.0,12.0,97.0,5.0,141.0,23.0,5.0,16.0,21.0,391.0,7.0,24.0,18.0,8.0,8.0,374.0,2.0,331.0,150.0,14.0,9.0
640,19.0,157.0,17.0,635.0,36.0,14.0,6.0,18.0,3.0,8.0,13.0,20.0,5.0,3.0,95.0,2.0,3.0,19.0,1.0,76.0,208.0,18.0,54.0,4.0,117.0,65.0,131.0,2.0,14.0,1.0,63.0,26.0,4.0,8.0,2.0,63.0,33.0,256.0,95.0,132.0,215.0,7.0,6.0,39.0,1.0,37.0,3.0,5.0,19.0,4.0,55.0,10.0,1.0,11.0,17.0,103.0,57.0,143.0,77.0,76.0,11.0,55.0
642,37.0,12.0,30720.0,108.0,409.0,15.0,119.0,242.0,1.0,10.0,269.0,88.0,11.0,24.0,74.0,802.0,9.0,99.0,87.0,58.0,60.0,24.0,203.0,141.0,1239.0,6.0,30.0,285.0,69.0,186.0,18.0,113.0,17.0,32.0,1391.0,589.0,239.0,163.0,254.0,203.0,188.0,17.0,15.0,417.0,28.0,29.0,15.0,7.0,12.0,20.0,26.0,24.0,226.0,12.0,28.0,21.0,48.0,7.0,19.0,17.0,353.0,263.0
643,10.0,1.0,10.0,3.0,3.0,2.0,5.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,9.0,0.0,3.0,2.0,3.0,3.0,0.0,3.0,4.0,0.0,0.0,1.0,3.0,2.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,3.0,2.0,0.0,1.0,4.0,3.0,0.0,1.0,0.0,1.0,1.0,4.0
648,363.0,111.0,55.0,34.0,7.0,164.0,4.0,278.0,39.0,129.0,2865.0,112.0,2.0,1.0,447.0,3.0,1.0,84.0,7.0,17.0,39.0,695.0,236.0,8.0,4.0,2424.0,579.0,94.0,11.0,21.0,622.0,20.0,17.0,33.0,17070.0,124.0,192.0,1.0,128.0,34.0,121.0,99.0,2422.0,75.0,5.0,64.0,3.0,21.0,184.0,4.0,129.0,15.0,110.0,29.0,9261.0,70.0,73.0,99.0,21.0,75.0,43.0,142.0
649,333.0,4.0,18.0,15.0,16.0,7.0,7.0,190.0,13.0,37.0,19.0,154.0,5.0,7.0,87.0,7.0,8.0,28.0,5.0,22.0,146.0,14.0,78.0,7.0,180.0,30.0,4.0,13.0,91.0,30.0,121.0,97.0,39.0,28.0,7.0,3.0,64.0,96.0,50.0,8.0,127.0,114.0,4.0,100.0,34.0,89.0,13.0,10.0,117.0,1.0,330.0,33.0,359.0,10.0,21.0,18.0,21.0,29.0,143.0,18.0,10.0,18.0
65,2.0,165.0,0.0,0.0,6.0,3.0,1.0,11.0,10.0,3.0,6.0,27.0,2.0,10.0,6.0,1.0,1.0,1.0,0.0,3.0,7.0,8.0,5.0,9.0,4.0,11.0,3.0,4.0,1.0,4.0,6.0,7.0,1.0,2.0,6.0,20.0,0.0,2.0,8.0,3.0,12.0,14.0,1.0,25.0,0.0,1.0,1.0,2.0,5.0,18.0,7.0,4.0,1.0,5.0,18.0,13.0,0.0,9.0,10.0,1.0,62.0,4.0
651,193.0,2.0,13.0,26.0,14.0,5.0,25.0,71.0,4.0,7.0,31.0,3.0,3.0,2.0,369.0,1.0,6.0,32.0,4.0,8.0,374.0,22.0,70.0,39.0,30.0,6.0,21.0,22.0,20.0,133.0,36.0,85.0,4.0,17.0,4.0,2.0,4.0,4.0,5.0,3.0,11.0,8.0,128.0,89.0,2.0,40.0,4.0,4.0,1.0,3.0,6.0,121.0,32.0,7.0,11.0,6.0,271.0,2.0,86.0,103.0,11.0,11.0
652,1145.0,65.0,43.0,304.0,158.0,11.0,342.0,863.0,19.0,59.0,102.0,90.0,12.0,233.0,432.0,26.0,4.0,177.0,6.0,104.0,116.0,23.0,311.0,142.0,34.0,299.0,94.0,10.0,33.0,15.0,260.0,649.0,18.0,178.0,182.0,393.0,25.0,785.0,33.0,55.0,44.0,106.0,37.0,139.0,26.0,210.0,18.0,23.0,796.0,1164.0,763.0,1141.0,901.0,56.0,34.0,12.0,118.0,61.0,29.0,593.0,1796.0,56.0
653,41.0,14.0,14.0,86.0,461.0,28.0,26.0,131.0,64.0,15.0,26.0,43.0,8.0,10.0,93.0,16.0,12.0,243.0,6.0,34.0,550.0,185.0,18.0,38.0,255.0,196.0,19.0,12.0,75.0,6.0,22.0,22.0,3.0,13.0,13.0,96.0,19.0,13.0,23.0,69.0,36.0,23.0,25.0,194.0,16.0,32.0,4.0,36.0,16.0,19.0,14.0,285.0,10.0,25.0,55.0,31.0,20.0,20.0,20.0,33.0,181.0,9.0
657,865.0,37.0,66.0,157.0,259.0,29.0,24.0,289.0,23.0,89.0,259.0,34.0,5.0,13.0,86.0,620.0,9.0,148.0,14.0,180.0,126.0,18.0,54.0,42.0,13.0,29.0,103.0,20.0,79.0,397.0,53.0,123.0,19.0,614.0,14.0,44.0,66.0,22.0,30.0,24.0,27.0,348.0,244.0,628.0,34.0,122.0,14.0,15.0,39.0,16.0,44.0,86.0,345.0,28.0,50.0,216.0,99.0,14.0,63.0,71.0,1361.0,35.0
658,2.0,1.0,1.0,0.0,5.0,0.0,0.0,2.0,11.0,7.0,1.0,22.0,0.0,0.0,2.0,2.0,2.0,0.0,3.0,0.0,1.0,1.0,28.0,0.0,2.0,52.0,1.0,1.0,1.0,46.0,0.0,0.0,3.0,2.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,0.0,57.0,0.0,4.0,2.0,1.0,18.0,0.0,26.0,0.0,6.0,1.0,3.0,40.0,0.0,3.0,6.0,3.0
66,3.0,0.0,6.0,2.0,132.0,2.0,66.0,905.0,2.0,22.0,25.0,2.0,5.0,0.0,508.0,0.0,6.0,4.0,1.0,232.0,1.0,8.0,5.0,6.0,7.0,5.0,26.0,1.0,12.0,3.0,4.0,12.0,4.0,5.0,1.0,3.0,3.0,84.0,5.0,59.0,13.0,25.0,0.0,10.0,9.0,608.0,5.0,192.0,2.0,1.0,6.0,12.0,35.0,1.0,27.0,7.0,111.0,10.0,331.0,22.0,14.0,47.0
660,12.0,6.0,1.0,12.0,319.0,7.0,6.0,11.0,14.0,8.0,14.0,69.0,3.0,3.0,24.0,3.0,11.0,3.0,44.0,29.0,354.0,7.0,62.0,55.0,64.0,4.0,16.0,1.0,14.0,32.0,205.0,7.0,9.0,11.0,2.0,119.0,6.0,4.0,4.0,5.0,14.0,9.0,9.0,101.0,4.0,9.0,7.0,1.0,3.0,1.0,38.0,18.0,32.0,6.0,15.0,23.0,23.0,11.0,7.0,8.0,76.0,69.0
666,17.0,10.0,101.0,66.0,308.0,14.0,8.0,1817.0,35.0,21.0,557.0,391.0,17.0,13.0,51.0,5.0,7.0,595.0,16.0,6.0,129.0,106.0,225.0,39.0,209.0,540.0,89.0,24.0,157.0,301.0,210.0,19.0,9.0,649.0,45.0,26.0,105.0,126.0,115.0,44.0,716.0,73.0,204.0,896.0,19.0,259.0,21.0,13.0,68.0,9.0,133.0,80.0,51.0,16.0,349.0,9.0,710.0,12.0,309.0,87.0,23.0,67.0
667,27.0,6.0,15.0,278.0,1313.0,14.0,22.0,4363.0,35.0,32.0,91.0,994.0,6.0,3.0,33.0,5.0,8.0,6.0,67.0,37.0,509.0,14.0,55.0,41.0,370.0,10.0,43.0,19.0,31.0,832.0,52.0,102.0,6.0,11.0,317.0,660.0,198.0,11.0,32.0,54.0,302.0,20.0,13.0,6.0,17.0,5.0,9.0,9.0,15.0,11.0,76.0,73.0,393.0,11.0,30.0,152.0,7.0,31.0,6.0,126.0,45.0,30.0
668,8.0,5.0,16.0,5.0,38.0,11.0,7.0,33.0,3.0,34.0,6.0,48.0,1.0,2.0,348.0,226.0,4.0,1.0,1.0,389.0,18.0,2.0,5.0,17.0,5.0,9.0,25.0,9.0,14.0,14.0,10.0,24.0,2.0,7.0,16.0,24.0,49.0,6.0,15.0,369.0,5.0,19.0,3.0,33.0,8.0,2.0,3.0,2.0,5.0,5.0,49.0,15.0,10.0,2.0,20.0,21.0,4.0,8.0,6.0,5.0,867.0,89.0
673,1886.0,211.0,844.0,3230.0,751.0,80.0,1042.0,5979.0,57.0,1715.0,1135.0,459.0,73.0,490.0,2917.0,57.0,124.0,1063.0,45.0,7105.0,11460.0,104.0,392.0,600.0,1764.0,1070.0,812.0,93.0,212.0,2861.0,4058.0,12470.0,562.0,820.0,2873.0,1378.0,707.0,1518.0,267.0,407.0,674.0,1364.0,489.0,2469.0,232.0,601.0,74.0,133.0,1769.0,341.0,4669.0,8038.0,3197.0,261.0,165.0,180.0,2314.0,652.0,327.0,3486.0,6088.0,342.0
674,24.0,12.0,23.0,110.0,557.0,12.0,9804.0,42.0,10.0,21.0,17.0,55.0,2.0,9.0,451.0,141.0,15.0,3.0,37.0,962.0,1846.0,9.0,811.0,301.0,223.0,16.0,126.0,273.0,106.0,502.0,7.0,398.0,9.0,123.0,25.0,84.0,34.0,98.0,51.0,16.0,37.0,16.0,50.0,369.0,23.0,83.0,13.0,16.0,31.0,29.0,31.0,35.0,567.0,97.0,50.0,33.0,36.0,22.0,59.0,374.0,443.0,76.0
676,290.0,31.0,137.0,435.0,65.0,149.0,144.0,115.0,58.0,69.0,82.0,1164.0,11.0,767.0,446.0,33.0,13.0,259.0,49.0,74.0,429.0,192.0,22.0,45.0,869.0,404.0,122.0,57.0,83.0,69.0,7672.0,989.0,40.0,81.0,17.0,1219.0,259.0,849.0,905.0,10696.0,1958.0,1082.0,30.0,990.0,30.0,19.0,18.0,899.0,60.0,10.0,61.0,88.0,412.0,19.0,441.0,195.0,16.0,160.0,15.0,40.0,176.0,30.0
677,24.0,2.0,2.0,8.0,22.0,10.0,15.0,20.0,10.0,17.0,4.0,6.0,8.0,9.0,135.0,29.0,2.0,4.0,6.0,20.0,5.0,6.0,3.0,19.0,2.0,29.0,26.0,43.0,22.0,19.0,14.0,67.0,10.0,19.0,9.0,9.0,6.0,3.0,7.0,8.0,9.0,8.0,4.0,34.0,17.0,225.0,3.0,5.0,5.0,5.0,13.0,45.0,10.0,3.0,13.0,4.0,76.0,195.0,5.0,49.0,17.0,3.0
683,113.0,0.0,5.0,12.0,28.0,2.0,351.0,26.0,2.0,13.0,3.0,4.0,2.0,2.0,11.0,3.0,3.0,1.0,1.0,20.0,31.0,2.0,8.0,85.0,105.0,18.0,23.0,6.0,9.0,6.0,28.0,95.0,2.0,31.0,1.0,9.0,1.0,23.0,11.0,29.0,13.0,5.0,6.0,5.0,2.0,2.0,2.0,8.0,5.0,1.0,381.0,143.0,1.0,9.0,4.0,3.0,6.0,9.0,2.0,150.0,19.0,0.0
685,174.0,9.0,31.0,333.0,82.0,9.0,28.0,191.0,40.0,32.0,48.0,594.0,5.0,120.0,61.0,14.0,9.0,279.0,11.0,225.0,453.0,11.0,68.0,33.0,248.0,267.0,210.0,24.0,81.0,12.0,545.0,56.0,47.0,34.0,130.0,75.0,27.0,73.0,185.0,25.0,67.0,171.0,29.0,74.0,50.0,23.0,26.0,17.0,198.0,4.0,165.0,162.0,257.0,71.0,289.0,209.0,6.0,87.0,96.0,35.0,92.0,463.0
689,5.0,3.0,4.0,78.0,37.0,10.0,6.0,10.0,19.0,97.0,77.0,92.0,7.0,2.0,846.0,0.0,4.0,6.0,10.0,129.0,155.0,1511.0,4.0,5.0,339.0,7.0,9.0,3.0,53.0,7.0,18.0,10.0,4.0,22.0,5.0,3.0,13.0,5.0,32.0,22.0,2.0,19.0,6.0,57.0,5.0,6.0,1.0,2.0,4.0,4.0,32.0,9.0,4.0,7.0,26.0,41.0,2.0,8.0,1.0,9.0,27.0,2.0
690,60.0,5.0,6.0,4.0,205.0,5037.0,9.0,12.0,103.0,5.0,107.0,111.0,3.0,2.0,30.0,3.0,5.0,1.0,7.0,54.0,9.0,193.0,4.0,11.0,5.0,12.0,293.0,9.0,28.0,4.0,150.0,9.0,3.0,13.0,123.0,55.0,6.0,5.0,66.0,103.0,146.0,396.0,7.0,233.0,6.0,96.0,6.0,12.0,4.0,3.0,5.0,11.0,8.0,8.0,23872.0,167.0,30.0,46.0,181.0,541.0,184.0,18.0
692,1730.0,23.0,553.0,48.0,2897.0,26.0,13.0,55.0,21.0,25.0,87.0,25.0,11.0,10.0,1374.0,18.0,27.0,8.0,19.0,32.0,670.0,35.0,227.0,37.0,694.0,35.0,215.0,29.0,35.0,25.0,1023.0,274.0,11.0,348.0,34.0,429.0,167.0,965.0,386.0,30.0,270.0,57.0,26.0,707.0,27.0,1307.0,27.0,155.0,559.0,20.0,63.0,821.0,1794.0,110.0,249.0,44.0,473.0,78.0,981.0,443.0,43.0,719.0
693,7.0,9.0,5.0,29.0,8.0,2.0,29.0,47.0,3.0,29.0,5.0,3.0,5.0,1.0,13.0,8.0,20.0,2.0,10.0,458.0,111.0,7.0,72.0,10.0,3.0,11.0,142.0,7.0,20.0,50.0,19.0,5.0,1.0,7.0,3.0,4.0,5.0,40.0,13.0,4.0,7.0,7.0,7.0,4.0,5.0,103.0,11.0,295.0,5.0,2.0,8.0,114.0,338.0,1.0,5.0,12.0,16.0,13.0,9.0,6.0,14.0,88.0
695,131.0,16.0,12.0,47.0,27.0,23.0,1550.0,146.0,57.0,26.0,107.0,341.0,29.0,10.0,28.0,21.0,18.0,9.0,38.0,32.0,43.0,238.0,7.0,572.0,145.0,40.0,140.0,18.0,29.0,115.0,20.0,15.0,18.0,307.0,11.0,52.0,3.0,74.0,151.0,17.0,61.0,18.0,15.0,16.0,12.0,1086.0,193.0,15.0,78.0,13.0,410.0,71.0,66.0,14.0,59.0,13.0,739.0,71.0,749.0,715.0,121.0,6.0
697,34.0,12.0,15.0,12.0,1101.0,15.0,2808.0,42.0,68.0,47.0,106.0,31.0,12.0,19.0,47.0,42.0,7.0,8.0,8.0,90.0,8.0,5.0,1235.0,144.0,120.0,22.0,103.0,325.0,38.0,16.0,5.0,139.0,15.0,25.0,41.0,32.0,13.0,11.0,35.0,15.0,14.0,10.0,9.0,57.0,18.0,20.0,53.0,10.0,11.0,23.0,48.0,30.0,71.0,5.0,17.0,13.0,12.0,78.0,96.0,311.0,13.0,22.0
7,6.0,58.0,1.0,4.0,67.0,7.0,10.0,6.0,9.0,2.0,9.0,203.0,103.0,11.0,513.0,13.0,20.0,0.0,3.0,33.0,73.0,6.0,3.0,8.0,339.0,25.0,6.0,3.0,11.0,0.0,7.0,7.0,5.0,21.0,5.0,337.0,2.0,4.0,7.0,7.0,4.0,8.0,2.0,33.0,6.0,166.0,44.0,2.0,2.0,5.0,31.0,5.0,7.0,1.0,87.0,15.0,25.0,3.0,21.0,6.0,6.0,15.0
701,1365.0,7.0,106.0,111.0,612.0,144.0,37.0,30.0,37.0,86.0,369.0,1805.0,11.0,3.0,95.0,30.0,1.0,698.0,3.0,62.0,293.0,3099.0,25.0,26.0,16.0,181.0,46.0,8.0,1775.0,85.0,620.0,29.0,15.0,53.0,16.0,2719.0,179.0,28.0,685.0,412.0,1221.0,1217.0,76.0,72.0,35.0,50.0,3.0,15.0,12.0,43.0,27.0,45.0,143.0,38.0,3244.0,74.0,29.0,35.0,47.0,24.0,69.0,131.0
702,2262.0,1658.0,76.0,553.0,961.0,24.0,630.0,14958.0,43.0,375.0,216.0,167.0,4.0,24.0,437.0,18.0,15.0,604.0,81.0,214.0,485.0,34.0,1336.0,45.0,398.0,274.0,169.0,46.0,226.0,340.0,571.0,354.0,8.0,38.0,271.0,69.0,194.0,175.0,75.0,13.0,1790.0,665.0,151.0,396.0,122.0,27.0,12.0,20.0,60.0,484.0,238.0,468.0,418.0,137.0,504.0,171.0,13.0,26.0,10.0,474.0,105.0,126.0
703,48.0,0.0,0.0,2.0,14.0,0.0,7.0,19.0,28.0,9.0,24.0,18.0,10.0,0.0,2.0,10.0,2.0,4.0,0.0,98.0,5.0,16.0,6.0,248.0,119.0,3.0,85.0,2.0,2.0,11.0,18.0,92.0,21.0,0.0,0.0,13.0,9.0,0.0,10.0,0.0,8.0,2.0,3.0,0.0,4.0,4.0,2.0,7.0,0.0,774.0,157.0,8.0,2.0,20.0,5.0,1.0,1.0,2.0,0.0,11.0,4.0,4.0
705,489.0,4.0,5.0,117.0,40.0,6.0,13.0,11.0,8.0,88.0,46.0,215.0,24.0,2.0,177.0,16.0,44.0,26.0,2.0,21.0,65.0,16.0,144.0,157.0,12.0,358.0,19.0,6.0,7.0,9.0,97.0,15.0,1.0,18.0,100.0,781.0,5.0,359.0,255.0,2.0,1450.0,3.0,20.0,168.0,6.0,60.0,42.0,13.0,252.0,491.0,173.0,28.0,9.0,23.0,22.0,5.0,135.0,32.0,66.0,27.0,16.0,144.0
