strain_id,B_MTX_5-FC.ALO1_HYR1,B_MTX_5-FC.SNA4_GTR2,B_MTX_5-FC.ERV25_UIP4,B_MTX_5-FC.PLM2_SNA3,B_MTX_5-FC.PMC1_CTR2,B_MTX_5-FC.SSH1_PIS1,B_MTX_5-FC.ALO1_UIP4,B_MTX_5-FC.ERG11_MID2,B_MTX_5-FC.noPPI_reference,B_MTX_5-FC.ERG11_ACF2,B_MTX_5-FC.ERV25_PIS1,B_MTX_5-FC.HNM1_MAM33,B_MTX_5-FC.ADE17_PGM2,B_MTX_5-FC.TPO1_TCB2,B_MTX_5-FC.HNM1_TPO1,B_MTX_5-FC.ERG11_ERG5,B_MTX_5-FC.ERV25_EMP47,B_MTX_5-FC.SSH1_ORM2,B_MTX_5-FC.ADE17_HYR1,B_MTX_5-FC.GTR1_SLM4,B_MTX_5-FC.HNM1_RBD2,B_MTX_5-FC.TPO1_TPO2,B_MTX_5-FC.ALO1_ADE17,B_MTX_5-FC.MID2_TPO4,B_MTX_5-FC.SSH1_ERG11,B_MTX_5-FC.MID2_TPO2,B_MTX_5-FC.FMP45_MID2,B_MTX_5-FC.FMP45_HNM1,B_MTX_5-FC.HNM1_ERG11,B_MTX_5-FC.ERV25_ERG5,B_MTX_5-FC.ERG27_ACF2,B_MTX_5-FC.HNM1_MID2,B_MTX_5-FC.ERV25_ORM2,B_MTX_5-FC.HUG1_ALO1,B_MTX_5-FC.ERG11_TPO4,B_MTX_5-FC.SRO9_SGN1,B_MTX_5-FC.MID2_RSN1,B_MTX_5-FC.DHH1_LSM3,B_MTX_5-FC.RET2_SNA3,B_MTX_5-FC.MID2_PIN2,B_MTX_5-FC.HNM1_TPO2,B_MTX_5-FC.RET2_EMP47,B_MTX_5-FC.ERG11_PIS1,B_MTX_5-FC.HUG1_PGM2,B_MTX_5-FC.MID2_MAM33,B_MTX_5-FC.SRO9_DHH1,B_MTX_5-FC.ADE17_GIS2,B_MTX_5-FC.MID2_WSC2,B_MTX_5-FC.SNA4_VAC8,B_MTX_5-FC.SSH1_ERV25,B_MTX_5-FC.PLM2_HNM1,B_MTX_5-FC.PMC1_GTR2,B_MTX_5-FC.ERV25_RBD2,B_MTX_5-FC.FMP45_MEP1,B_MTX_5-FC.ERG11_ERV25,B_MTX_5-FC.RET2_EMP70,B_MTX_5-FC.ERG11_HYR1,B_MTX_5-FC.TPO1_MID2,B_MTX_5-FC.ERG11_ORM2,B_MTX_5-FC.HNM1_TPO4,B_MTX_5-FC.SRO9_GIS2,B_MTX_5-FC.HUG1_ADE17
419,2.0,1.0,3.0,0.0,0.0,6.0,1.0,29.0,1.0,2.0,4.0,6.0,0.0,2.0,6.0,24.0,3.0,31.0,2.0,50.0,3.0,17.0,1.0,5.0,1.0,3.0,3.0,4.0,5.0,5.0,0.0,14.0,69.0,3.0,2.0,31.0,2.0,37.0,0.0,10.0,3.0,0.0,3.0,2.0,1.0,6.0,1.0,2.0,4.0,13.0,3.0,1.0,0.0,10.0,16.0,0.0,2.0,2.0,2.0,2.0,92.0,25.0
420,2.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,77.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,31.0,3.0
421,15.0,148.0,17.0,45.0,136.0,1148.0,33.0,443.0,315.0,142.0,16.0,601.0,37296.0,637.0,446.0,148.0,79.0,320.0,222.0,3246.0,231.0,179.0,103.0,197.0,634.0,39.0,15.0,94.0,113.0,190.0,6.0,713.0,436.0,138.0,57.0,192.0,403.0,959.0,3.0,106.0,230.0,2.0,159.0,213.0,478.0,25.0,163.0,117.0,210.0,186.0,61.0,230.0,12.0,266.0,55.0,5.0,30.0,39.0,6.0,132.0,187.0,19.0
426,12.0,19.0,24.0,1.0,8.0,9.0,15.0,9.0,3.0,14.0,16.0,8.0,27.0,4.0,11.0,19.0,7.0,8.0,24.0,12.0,4.0,8.0,7.0,6.0,12.0,3.0,7.0,14.0,13.0,20.0,21.0,10.0,17.0,11.0,3.0,31.0,8.0,10.0,5.0,10.0,3.0,3.0,20.0,10.0,3.0,13.0,38.0,2.0,32.0,10.0,6.0,5.0,13.0,34.0,31.0,6.0,13.0,3.0,7.0,11.0,6.0,12.0
431,4.0,1.0,3.0,1.0,0.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,13.0,4.0,1.0,0.0,0.0,0.0,16.0,1.0,2.0,4.0,1.0,1.0,1.0,0.0,16.0,1.0,2.0,49.0,1.0,3.0,30.0,0.0,25.0,2.0,1.0,1.0,1.0,15.0,2.0,13.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,91.0,0.0,0.0,0.0,2.0,0.0,57.0,117.0
433,22.0,5.0,18.0,3.0,7.0,2.0,35.0,28.0,3.0,13.0,13.0,9.0,2.0,2.0,10.0,4.0,39.0,97.0,4.0,15.0,6.0,7.0,9.0,17.0,37.0,8.0,7.0,14.0,8.0,11.0,3.0,50.0,13.0,8.0,15.0,22.0,26.0,11.0,0.0,13.0,2.0,1.0,7.0,15.0,6.0,17.0,10.0,6.0,8.0,21.0,3.0,6.0,7.0,8.0,28.0,2.0,2.0,2.0,17.0,12.0,12.0,10.0
434,726.0,82.0,127.0,230.0,164.0,15.0,369.0,298.0,138.0,173.0,9.0,8.0,50.0,145.0,14.0,226.0,263.0,163.0,20.0,42.0,4.0,215.0,29156.0,59.0,594.0,40.0,30.0,191.0,65.0,55.0,22.0,59.0,856.0,189.0,184.0,1107.0,7.0,859.0,6.0,93.0,133.0,4.0,423.0,175.0,160.0,176.0,16.0,58.0,2579.0,379.0,106.0,108.0,10.0,72.0,221.0,8.0,222.0,91.0,403.0,113.0,150.0,27.0
437,35.0,15.0,22.0,5.0,99.0,22.0,19.0,142.0,16.0,24.0,34.0,28.0,7.0,11.0,14.0,8.0,8.0,65.0,10.0,41.0,57.0,8.0,6.0,125.0,16.0,94.0,21.0,55.0,35.0,41.0,17.0,41.0,52.0,44.0,14.0,51.0,133.0,19.0,8.0,96.0,16.0,6.0,4.0,24.0,22.0,113.0,6.0,28.0,7.0,44.0,21.0,75.0,23.0,16.0,47.0,6.0,7.0,6.0,6.0,14.0,88.0,227.0
438,1.0,0.0,1.0,5.0,1.0,0.0,0.0,33.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,6.0,3.0,13.0,2.0,12.0,8.0,7.0,0.0,3.0,3.0,3.0,0.0,2.0,25.0,3.0,0.0,5.0,5.0,2.0,0.0,7.0,4.0,0.0,0.0,5.0,1.0,2.0,0.0,7.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,37.0
439,9.0,4.0,3.0,1.0,11.0,3.0,3.0,42.0,0.0,4.0,1.0,0.0,5.0,2.0,1.0,0.0,8.0,1.0,1.0,6.0,3.0,6.0,8.0,2.0,7.0,1.0,1.0,3.0,5.0,2.0,7.0,2.0,90.0,6.0,1.0,58.0,3.0,5.0,0.0,1.0,3.0,1.0,0.0,7.0,11.0,6.0,2.0,2.0,4.0,0.0,0.0,3.0,7.0,1.0,4.0,0.0,21.0,0.0,4.0,1.0,26.0,978.0
43_ref1,1.0,2.0,5.0,4.0,1.0,2.0,5.0,3.0,1.0,1.0,8.0,3.0,1.0,3.0,3.0,0.0,4.0,3.0,1.0,2.0,5.0,1.0,37.0,0.0,6.0,3.0,3.0,3.0,7.0,2.0,8.0,2.0,3.0,0.0,3.0,2.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,5.0,4.0,1.0,0.0,5.0,3.0,1.0,2.0,6.0,5.0,12.0,1.0,2.0,0.0,1.0,4.0,17.0,4.0,7.0
43_ref2,7.0,1.0,10.0,8.0,7.0,12.0,12.0,6.0,12.0,6.0,15.0,13.0,6.0,3.0,5.0,4.0,7.0,10.0,8.0,5.0,8.0,14.0,29.0,4.0,9.0,15.0,5.0,7.0,12.0,13.0,3.0,6.0,12.0,21.0,9.0,16.0,7.0,4.0,10.0,7.0,8.0,9.0,3.0,8.0,10.0,7.0,2.0,4.0,3.0,3.0,3.0,6.0,5.0,7.0,9.0,3.0,2.0,1.0,13.0,7.0,4.0,3.0
442,40.0,11.0,41.0,8.0,14.0,11.0,50.0,31.0,12.0,19.0,30.0,24.0,4.0,3.0,17.0,7.0,29.0,29.0,15.0,58.0,14.0,8.0,11.0,36.0,38.0,11.0,20.0,60.0,50.0,38.0,14.0,44.0,38.0,19.0,25.0,99.0,33.0,16.0,3.0,32.0,13.0,13.0,15.0,18.0,8.0,36.0,14.0,9.0,16.0,36.0,19.0,12.0,9.0,28.0,60.0,6.0,10.0,0.0,15.0,28.0,30.0,17.0
444,3.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,6.0,4.0,0.0,3.0,2.0,1.0,5.0,1.0,0.0,4.0,1.0,2.0,1.0,8.0,2.0,0.0,0.0,3.0,2.0,0.0,5.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0
446,6.0,2.0,4.0,2.0,0.0,1.0,3.0,101.0,0.0,1.0,4.0,2.0,1.0,0.0,3.0,8.0,0.0,2.0,4.0,1.0,0.0,14.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,35.0,13.0,0.0,5.0,3.0,0.0,0.0,5.0,19.0,0.0,26.0,2.0,1.0,2.0,0.0,0.0,7.0,1.0,0.0,1.0,0.0,6.0,503.0,1.0,1.0,2.0,8.0,0.0,3.0,7.0
45,3.0,0.0,1.0,1.0,1.0,0.0,5.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,7.0,2.0,0.0,4.0,10.0,2.0,2.0,7.0,0.0,1.0,1.0,5.0,3.0,5.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,15.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,17.0,3.0,17.0,1.0,1.0,0.0,3.0,9.0,1.0,0.0
450,2.0,2.0,3.0,2.0,0.0,1.0,2.0,13.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,8.0,1.0,1.0,13.0,19.0,0.0,19.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,7.0,0.0,3.0,78.0,5.0,1.0,3.0,1.0,37.0,1.0,0.0,1.0,1.0,5.0,9.0,2.0,0.0,2.0,0.0,27.0,5.0,1.0,2.0,4.0,7.0,1.0,3.0,0.0,5.0,3.0,3.0,5.0,4.0
452,4.0,3.0,6.0,0.0,0.0,5.0,4.0,8.0,0.0,3.0,1.0,1.0,8.0,2.0,3.0,4.0,5.0,3.0,11.0,4.0,1.0,1.0,2.0,3.0,5.0,1.0,0.0,1.0,4.0,6.0,3.0,7.0,86.0,2.0,6.0,8.0,0.0,4.0,3.0,0.0,0.0,1.0,6.0,2.0,0.0,6.0,4.0,2.0,14.0,2.0,1.0,1.0,2.0,8.0,6.0,1.0,4.0,1.0,2.0,6.0,2.0,5.0
454,1.0,1.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
458,3.0,1.0,2.0,0.0,12.0,0.0,2.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,5.0,2.0,1.0,2.0,3.0,29.0,1.0,3.0,5.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,7.0,0.0,2.0,24.0,2.0,2.0,2.0,3.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,13.0,0.0,2.0,0.0,2.0,19.0,0.0,38.0,1.0,0.0,1.0,1.0,6.0,0.0,4.0
459,17.0,56.0,10.0,7.0,1.0,62.0,14.0,259.0,8.0,10.0,8.0,148.0,4.0,57.0,3.0,16.0,30.0,385.0,3.0,940.0,7600.0,111.0,14.0,117.0,179.0,151.0,175.0,25.0,284.0,19.0,6.0,85.0,65.0,51.0,8.0,371.0,47.0,2.0,6.0,77.0,141.0,3.0,285.0,85.0,3.0,207.0,5.0,15.0,10.0,45.0,3.0,15.0,10.0,42.0,243.0,7.0,32.0,14.0,57.0,179.0,143.0,72.0
460,94.0,476.0,1710.0,23.0,38.0,1235.0,278.0,1813.0,74.0,37.0,567.0,1246.0,14.0,154.0,2791.0,232.0,157.0,1436.0,33.0,136.0,672.0,614.0,19.0,256.0,1985.0,430.0,114.0,75.0,319.0,358.0,191.0,1206.0,228.0,359.0,76.0,296.0,546.0,1364.0,16.0,155.0,3750.0,52.0,99.0,1686.0,654.0,81.0,17.0,20.0,658.0,461.0,566.0,37.0,54.0,72.0,117.0,17.0,123.0,301.0,64.0,2140.0,406.0,436.0
466,8.0,5.0,15.0,5.0,6.0,15.0,2.0,17.0,1.0,10.0,5.0,2.0,1.0,0.0,11.0,2.0,8.0,4.0,2.0,18.0,19.0,0.0,5.0,37.0,6.0,14.0,10.0,6.0,10.0,20.0,8.0,16.0,25.0,8.0,3.0,36.0,31.0,10.0,3.0,40.0,4.0,0.0,0.0,11.0,13.0,59.0,1.0,24.0,11.0,7.0,3.0,4.0,4.0,2.0,13.0,1.0,0.0,0.0,2.0,1.0,32.0,14.0
468,107.0,294.0,428.0,953.0,504.0,49.0,232.0,2327.0,470.0,497.0,71.0,815.0,34.0,311.0,1331.0,1484.0,288.0,1093.0,92.0,20094.0,90.0,1240.0,43.0,8407.0,1318.0,2492.0,461.0,1900.0,3137.0,2901.0,241.0,3671.0,5964.0,277.0,1017.0,8911.0,5796.0,4532.0,39.0,425.0,1157.0,21.0,967.0,110.0,273.0,2096.0,38.0,492.0,1514.0,587.0,736.0,693.0,657.0,1139.0,1196.0,38.0,441.0,904.0,557.0,4841.0,907.0,740.0
470,6903.0,26.0,80.0,7593.0,695.0,40.0,1083.0,570.0,534.0,175.0,69.0,61.0,80.0,87.0,57.0,122.0,98.0,58.0,25.0,123.0,48.0,33.0,7418.0,131.0,628.0,446.0,1104.0,503.0,655.0,61.0,92.0,79.0,151.0,17.0,73.0,7819.0,699.0,180.0,3.0,292.0,172.0,12.0,302.0,24.0,694.0,1952.0,13.0,7826.0,44.0,43.0,20.0,250.0,20.0,1366.0,96.0,39.0,115.0,12.0,54.0,24.0,3251.0,47.0
473,6.0,7.0,8.0,1.0,5.0,4.0,3.0,6.0,5.0,4.0,2.0,3.0,5.0,0.0,6.0,1.0,1.0,6.0,8.0,4.0,11.0,13.0,6.0,7.0,2.0,1.0,6.0,3.0,3.0,1.0,2.0,8.0,27.0,0.0,3.0,18.0,7.0,7.0,1.0,7.0,8.0,1.0,3.0,2.0,3.0,8.0,10.0,3.0,8.0,2.0,3.0,1.0,9.0,5.0,15.0,4.0,2.0,0.0,5.0,4.0,6.0,4.0
475,21.0,28.0,25.0,2.0,6.0,15.0,15.0,328.0,18.0,13.0,16.0,29.0,40.0,9.0,28.0,275.0,15.0,58.0,19.0,24.0,17.0,185.0,3.0,11.0,37.0,13.0,11.0,104.0,91.0,96.0,12.0,163.0,739.0,9.0,7.0,226.0,21.0,117.0,13.0,15.0,13.0,5.0,39.0,16.0,9.0,43.0,4.0,6.0,20.0,5.0,10.0,7.0,95.0,17.0,3204.0,27.0,688.0,8.0,316.0,13.0,366.0,19.0
476,9.0,3.0,9.0,5.0,2.0,4.0,4.0,511.0,6.0,3.0,9.0,8.0,9.0,5.0,10.0,61.0,19.0,9.0,5.0,15.0,1.0,765.0,141.0,3.0,47.0,10.0,5.0,12.0,8.0,12.0,22.0,74.0,451.0,5.0,10.0,439.0,8.0,17.0,9.0,9.0,4.0,11.0,49.0,13.0,15.0,48.0,2.0,2.0,13.0,3.0,6.0,0.0,18.0,2.0,978.0,10.0,596.0,8.0,94.0,23.0,148.0,3.0
48,15.0,1.0,9.0,8.0,4.0,8.0,4.0,10.0,0.0,8.0,9.0,4.0,7.0,7.0,6.0,4.0,5.0,4.0,2.0,9.0,2.0,4.0,14.0,3.0,12.0,6.0,4.0,6.0,10.0,7.0,5.0,14.0,68.0,1.0,6.0,22.0,8.0,3.0,4.0,5.0,28.0,3.0,4.0,9.0,9.0,3.0,1.0,9.0,4.0,8.0,4.0,1.0,3.0,8.0,14.0,8.0,11.0,2.0,4.0,10.0,5.0,7.0
485,882.0,4.0,21.0,25.0,45.0,6.0,178.0,5.0,163.0,73.0,12.0,12.0,8.0,8.0,11.0,37.0,34.0,241.0,2.0,1.0,4.0,5.0,5850.0,9.0,106.0,11.0,16.0,36.0,8.0,6.0,4.0,3.0,3.0,45.0,169.0,38.0,6.0,2.0,0.0,3.0,24.0,1.0,263.0,12.0,15.0,49.0,3.0,24.0,4.0,41.0,3.0,4.0,6.0,6.0,1240.0,2.0,16.0,1.0,44.0,16.0,229.0,3.0
486,168.0,107.0,209.0,3.0,164.0,4.0,184.0,266.0,54.0,9.0,5.0,9.0,2.0,402.0,8.0,12.0,175.0,40.0,10.0,26.0,6.0,1052.0,0.0,285.0,4.0,123.0,6.0,152.0,72.0,386.0,35.0,80.0,47.0,166.0,3.0,108.0,153.0,2364.0,8.0,65.0,8.0,3.0,193.0,177.0,283.0,331.0,2.0,17.0,10.0,7.0,31.0,67.0,21.0,29.0,253.0,16.0,15.0,368.0,122.0,10.0,161.0,14.0
491,33.0,861.0,19.0,82.0,95.0,19.0,66.0,832.0,257.0,105.0,13.0,367.0,30.0,564.0,80.0,68.0,22.0,37.0,32.0,24.0,5.0,159.0,16.0,225.0,65.0,130.0,86.0,261.0,433.0,1051.0,89.0,416.0,558.0,741.0,487.0,410.0,262.0,112.0,11.0,68.0,17.0,5.0,154.0,1659.0,52.0,286.0,12.0,13.0,63.0,134.0,124.0,161.0,46.0,731.0,167.0,32.0,61.0,132.0,68.0,224.0,237.0,457.0
493,7.0,12.0,82.0,2.0,19.0,11.0,58.0,39.0,6.0,6.0,5.0,8.0,12.0,43.0,7.0,44.0,178.0,17.0,3.0,8.0,13.0,64.0,3.0,29.0,17.0,159.0,45.0,29.0,83.0,137.0,4.0,89.0,135.0,56.0,1.0,76.0,92.0,46.0,2.0,44.0,4.0,2.0,70.0,95.0,5.0,49.0,4.0,8.0,4.0,27.0,4.0,42.0,7.0,21.0,57.0,4.0,10.0,40.0,12.0,28.0,91.0,3.0
495,4.0,5.0,5.0,2.0,2.0,6.0,4.0,137.0,4.0,7.0,2.0,10.0,4.0,0.0,4.0,115.0,3.0,9.0,4.0,12.0,1.0,44.0,0.0,3.0,5.0,1.0,4.0,9.0,4.0,129.0,2.0,81.0,679.0,36.0,33.0,73.0,5.0,8.0,4.0,11.0,4.0,0.0,13.0,3.0,0.0,7.0,2.0,1.0,2.0,2.0,2.0,0.0,4.0,4.0,202.0,2.0,177.0,3.0,1.0,1.0,139.0,3.0
50,39.0,16.0,43.0,6.0,6.0,7.0,13.0,7.0,370.0,4.0,38.0,39.0,3.0,7.0,40.0,66.0,33.0,13.0,7.0,54.0,12.0,47.0,65.0,4.0,7.0,6.0,15.0,115.0,8.0,9.0,5.0,9.0,70.0,2.0,10.0,7551.0,7.0,35.0,4.0,39.0,31.0,3.0,3.0,9.0,1.0,8.0,8.0,7.0,3.0,4.0,5.0,8.0,7.0,11.0,53.0,11.0,16.0,3.0,6.0,12.0,5.0,6.0
501,2.0,0.0,4.0,4.0,0.0,2.0,1.0,0.0,0.0,5.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,7.0,0.0,3.0,4.0,5.0,3.0,1.0,5.0,3.0,2.0,3.0,0.0,0.0,2.0,2.0,1.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,6.0,3.0,1.0,5.0,0.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,7.0
503,2.0,2.0,3.0,5.0,1.0,3.0,2.0,98.0,2.0,1.0,3.0,4.0,0.0,1.0,2.0,5.0,1.0,3.0,1.0,2.0,10.0,12.0,9.0,1.0,14.0,1.0,7.0,4.0,5.0,7.0,6.0,7.0,52.0,0.0,3.0,77.0,2.0,4.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,0.0,2.0,0.0,5.0,1.0,0.0,5.0,3.0,4.0,2.0,14.0,1.0,4.0,1.0,18.0,2.0
506,1.0,1.0,6.0,2.0,0.0,1.0,37.0,3.0,174.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,5.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
507,2.0,1.0,2.0,0.0,0.0,0.0,0.0,22.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,3.0,3.0,1.0,2.0,0.0,15.0,0.0,0.0,3.0,3.0,5.0,0.0,2.0,1.0,1.0,3.0,30.0,4.0,0.0,7.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,24.0,0.0,7.0,1.0,7.0,2.0
508,1.0,1.0,1.0,0.0,3.0,2.0,2.0,106.0,0.0,1.0,3.0,6.0,0.0,0.0,2.0,119.0,1.0,1.0,0.0,6.0,5.0,21.0,3.0,0.0,9.0,2.0,9.0,4.0,4.0,3.0,1.0,31.0,114.0,3.0,6.0,183.0,3.0,1.0,1.0,8.0,1.0,0.0,3.0,3.0,2.0,8.0,3.0,4.0,0.0,2.0,0.0,0.0,1.0,2.0,35.0,0.0,136.0,3.0,2.0,0.0,270.0,6.0
52,4.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,5.0,1.0,2.0,11.0,0.0,2.0,0.0,2.0,7.0,15.0,5.0,2.0,0.0,15.0,2.0,3.0,9.0,8.0,1.0,6.0,4.0,5.0,0.0,2.0,3.0,7.0,0.0,2.0,1.0,0.0,2.0,4.0,5.0,2.0,0.0,4.0,13.0,1.0,0.0,1.0,4.0,6.0,18.0,1.0,12.0,1.0,18.0,4.0,11.0,1.0
520,4.0,2.0,1.0,5.0,4.0,3.0,4.0,3.0,2.0,3.0,1.0,14.0,2.0,1.0,4.0,9.0,6.0,5.0,2.0,3.0,18.0,1.0,20.0,1.0,6.0,5.0,12.0,6.0,5.0,1.0,4.0,5.0,7.0,5.0,3.0,9.0,1.0,3.0,1.0,8.0,9.0,0.0,1.0,4.0,4.0,7.0,2.0,4.0,5.0,3.0,2.0,8.0,5.0,1.0,5.0,1.0,0.0,2.0,14.0,1.0,7.0,5.0
521,2.0,3.0,9.0,0.0,4.0,8.0,8.0,5.0,1.0,5.0,7.0,5.0,11.0,1.0,11.0,1.0,1.0,9.0,26.0,6.0,55.0,14.0,7.0,3.0,4.0,10.0,7.0,7.0,5.0,13.0,8.0,35.0,14.0,7.0,3.0,10.0,16.0,2.0,1.0,3.0,2.0,2.0,5.0,16.0,2.0,2.0,4.0,0.0,3.0,3.0,2.0,1.0,60.0,8.0,22.0,5.0,6.0,2.0,6.0,15.0,5.0,1.0
522,17.0,6.0,19.0,18.0,6.0,10.0,11.0,13.0,8.0,18.0,9.0,6.0,25.0,14.0,10.0,8.0,11.0,18.0,10.0,20.0,21.0,13.0,22.0,18.0,12.0,12.0,4.0,15.0,16.0,20.0,7.0,36.0,36.0,26.0,7.0,28.0,25.0,10.0,2.0,12.0,30.0,3.0,13.0,28.0,23.0,12.0,7.0,27.0,9.0,3.0,5.0,3.0,17.0,16.0,29.0,13.0,25.0,0.0,7.0,8.0,17.0,17.0
523,737.0,1066.0,8774.0,215.0,638.0,5229.0,2797.0,3945.0,380.0,2551.0,2093.0,2206.0,559.0,234.0,2648.0,2186.0,1415.0,2653.0,113.0,381.0,53505.0,1459.0,5727.0,1988.0,3884.0,2564.0,3840.0,4815.0,7512.0,4854.0,6979.0,15467.0,10921.0,2512.0,1732.0,5180.0,899.0,3636.0,113.0,949.0,2435.0,94.0,3502.0,6110.0,636.0,798.0,2103.0,197.0,120.0,931.0,769.0,722.0,160.0,1136.0,5606.0,166.0,3403.0,557.0,3602.0,4679.0,1057.0,591.0
524,28.0,45.0,752.0,12.0,78.0,1657.0,43.0,926.0,54.0,77.0,24.0,712.0,12.0,329.0,588.0,75.0,87.0,1521.0,21.0,30.0,7525.0,357.0,15.0,679.0,1103.0,1312.0,100.0,72.0,706.0,770.0,392.0,1166.0,1547.0,838.0,10.0,636.0,1238.0,73.0,15.0,113.0,1816.0,13.0,154.0,4594.0,802.0,166.0,4.0,771.0,14.0,195.0,182.0,80.0,110.0,70.0,127.0,50.0,24.0,252.0,82.0,529.0,181.0,830.0
525,1554.0,500.0,3725.0,230.0,289.0,2142.0,781.0,2449.0,172.0,285.0,2034.0,1950.0,80.0,206.0,2982.0,114.0,288.0,2672.0,139.0,192.0,600.0,528.0,28520.0,664.0,2788.0,711.0,6271.0,4470.0,3512.0,4438.0,13559.0,4380.0,2234.0,2417.0,1603.0,700.0,356.0,1132.0,110.0,67.0,2594.0,147.0,784.0,11547.0,188.0,626.0,60.0,139.0,3474.0,1054.0,461.0,280.0,245.0,966.0,189.0,194.0,790.0,568.0,191.0,14217.0,116.0,219.0
531,6.0,1.0,10.0,11.0,6.0,4.0,6.0,5.0,4.0,6.0,5.0,7.0,8.0,4.0,7.0,10.0,10.0,5.0,5.0,7.0,3.0,3.0,13.0,11.0,3.0,1.0,9.0,6.0,5.0,10.0,1.0,9.0,20.0,14.0,3.0,31.0,3.0,8.0,5.0,11.0,21.0,3.0,3.0,12.0,16.0,1.0,4.0,12.0,2.0,3.0,1.0,3.0,11.0,5.0,17.0,3.0,1.0,0.0,5.0,6.0,88.0,8.0
532,10.0,2.0,3.0,5.0,4.0,2.0,7.0,3.0,2.0,6.0,7.0,2.0,1.0,4.0,4.0,2.0,9.0,9.0,1.0,5.0,6.0,6.0,6.0,4.0,4.0,2.0,13.0,5.0,5.0,7.0,3.0,3.0,9.0,9.0,2.0,9.0,2.0,2.0,2.0,4.0,6.0,7.0,0.0,16.0,12.0,2.0,2.0,6.0,5.0,2.0,1.0,8.0,8.0,4.0,7.0,2.0,1.0,4.0,9.0,3.0,6.0,7.0
535,119.0,1589.0,3356.0,922.0,169.0,7637.0,6648.0,4094.0,1444.0,1538.0,917.0,271.0,313.0,4934.0,93.0,74.0,1315.0,14427.0,94.0,238.0,89.0,2379.0,76429.0,1403.0,3915.0,3110.0,1410.0,2967.0,4269.0,598.0,83.0,1602.0,17949.0,5073.0,499.0,349.0,2659.0,122.0,71.0,2000.0,1584.0,68.0,2669.0,6584.0,14454.0,2390.0,66.0,8031.0,96.0,1490.0,2266.0,100.0,250.0,2579.0,2263.0,127.0,338.0,139.0,2717.0,386.0,656.0,4551.0
