strain_id,B_MTX_5-FC.ALO1_HYR1,B_MTX_5-FC.SNA4_GTR2,B_MTX_5-FC.ERV25_UIP4,B_MTX_5-FC.PLM2_SNA3,B_MTX_5-FC.PMC1_CTR2,B_MTX_5-FC.SSH1_PIS1,B_MTX_5-FC.ALO1_UIP4,B_MTX_5-FC.ERG11_MID2,B_MTX_5-FC.noPPI_reference,B_MTX_5-FC.ERG11_ACF2,B_MTX_5-FC.ERV25_PIS1,B_MTX_5-FC.HNM1_MAM33,B_MTX_5-FC.ADE17_PGM2,B_MTX_5-FC.TPO1_TCB2,B_MTX_5-FC.HNM1_TPO1,B_MTX_5-FC.ERG11_ERG5,B_MTX_5-FC.ERV25_EMP47,B_MTX_5-FC.SSH1_ORM2,B_MTX_5-FC.ADE17_HYR1,B_MTX_5-FC.GTR1_SLM4,B_MTX_5-FC.HNM1_RBD2,B_MTX_5-FC.TPO1_TPO2,B_MTX_5-FC.ALO1_ADE17,B_MTX_5-FC.MID2_TPO4,B_MTX_5-FC.SSH1_ERG11,B_MTX_5-FC.MID2_TPO2,B_MTX_5-FC.FMP45_MID2,B_MTX_5-FC.FMP45_HNM1,B_MTX_5-FC.HNM1_ERG11,B_MTX_5-FC.ERV25_ERG5,B_MTX_5-FC.ERG27_ACF2,B_MTX_5-FC.HNM1_MID2,B_MTX_5-FC.ERV25_ORM2,B_MTX_5-FC.HUG1_ALO1,B_MTX_5-FC.ERG11_TPO4,B_MTX_5-FC.SRO9_SGN1,B_MTX_5-FC.MID2_RSN1,B_MTX_5-FC.DHH1_LSM3,B_MTX_5-FC.RET2_SNA3,B_MTX_5-FC.MID2_PIN2,B_MTX_5-FC.HNM1_TPO2,B_MTX_5-FC.RET2_EMP47,B_MTX_5-FC.ERG11_PIS1,B_MTX_5-FC.HUG1_PGM2,B_MTX_5-FC.MID2_MAM33,B_MTX_5-FC.SRO9_DHH1,B_MTX_5-FC.ADE17_GIS2,B_MTX_5-FC.MID2_WSC2,B_MTX_5-FC.SNA4_VAC8,B_MTX_5-FC.SSH1_ERV25,B_MTX_5-FC.PLM2_HNM1,B_MTX_5-FC.PMC1_GTR2,B_MTX_5-FC.ERV25_RBD2,B_MTX_5-FC.FMP45_MEP1,B_MTX_5-FC.ERG11_ERV25,B_MTX_5-FC.RET2_EMP70,B_MTX_5-FC.ERG11_HYR1,B_MTX_5-FC.TPO1_MID2,B_MTX_5-FC.ERG11_ORM2,B_MTX_5-FC.HNM1_TPO4,B_MTX_5-FC.SRO9_GIS2,B_MTX_5-FC.HUG1_ADE17
538,1662.0,211.0,1426.0,85.0,104.0,3144.0,187.0,2696.0,525.0,270.0,777.0,1867.0,37856.0,252.0,4942.0,422.0,332.0,720.0,298.0,120.0,657.0,296.0,138.0,278.0,3421.0,353.0,469.0,1711.0,2213.0,2328.0,88.0,4444.0,4645.0,236.0,673.0,1817.0,762.0,33.0,35.0,180.0,2181.0,44.0,637.0,86.0,669.0,995.0,275.0,126.0,4800.0,971.0,713.0,328.0,56.0,652.0,135.0,45.0,430.0,9.0,129.0,3933.0,1964.0,83.0
539,58.0,1259.0,485.0,233.0,244.0,9234.0,805.0,3003.0,1400.0,638.0,265.0,259.0,34.0,12.0,467.0,174.0,84.0,5766.0,38.0,80.0,69.0,549.0,169.0,1681.0,3794.0,1420.0,446.0,348.0,827.0,647.0,313.0,1259.0,327.0,933.0,244.0,2086.0,2404.0,784.0,16.0,651.0,961.0,24.0,180.0,3818.0,1550.0,535.0,1258.0,41.0,35.0,3179.0,463.0,429.0,655.0,351.0,534.0,47.0,78.0,6.0,483.0,1054.0,2116.0,785.0
540,1404.0,1719.0,8147.0,224.0,4589.0,5422.0,762.0,2814.0,916.0,851.0,986.0,3789.0,147.0,6336.0,4604.0,603.0,214.0,1360.0,351.0,9077.0,13076.0,3608.0,872.0,7421.0,730.0,3137.0,7756.0,10613.0,5408.0,6280.0,13019.0,7325.0,814.0,7264.0,287.0,1881.0,14719.0,6215.0,179.0,1234.0,1012.0,164.0,744.0,5086.0,4062.0,1551.0,18737.0,1791.0,1808.0,673.0,3210.0,6305.0,29509.0,3730.0,829.0,231.0,362.0,2343.0,155.0,3977.0,1551.0,4006.0
541,7.0,1.0,12.0,2.0,57.0,8.0,18.0,29.0,2.0,3.0,20.0,2.0,4.0,5.0,1.0,3.0,5.0,7.0,4.0,30.0,1.0,23.0,9.0,15.0,9.0,5.0,1.0,10.0,7.0,15.0,6.0,9.0,65.0,34.0,14.0,5.0,18.0,2.0,17.0,2.0,4.0,23.0,9.0,62.0,12.0,8.0,6.0,11.0,5.0,15.0,2.0,6.0,10.0,14.0,352.0,22.0,30.0,6.0,5.0,3.0,62.0,106.0
543,2.0,0.0,2.0,0.0,2.0,3.0,1.0,20.0,5.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,4.0,8.0,1.0,5.0,0.0,2.0,2.0,4.0,9.0,2.0,0.0,9.0,2.0,4.0,2.0,3.0,12.0,13.0,9.0,4.0,3.0,7.0,1.0,0.0,3.0,4.0,0.0,18.0,4.0,3.0,2.0,0.0,1.0,3.0,4.0,0.0,11.0,0.0,6.0,2.0,3.0,0.0,0.0,4.0,4.0,57.0
545,1940.0,96.0,2936.0,29.0,226.0,241.0,763.0,114.0,192.0,96.0,1569.0,202.0,18.0,571.0,142.0,46.0,1010.0,136.0,5.0,32.0,13.0,654.0,6414.0,180.0,210.0,137.0,216.0,194.0,423.0,1414.0,139.0,1279.0,435.0,368.0,184.0,1899.0,85.0,116.0,19.0,74.0,200.0,40.0,184.0,1168.0,115.0,616.0,38.0,30.0,50.0,125.0,134.0,329.0,73.0,255.0,291.0,48.0,62.0,457.0,76.0,238.0,538.0,10693.0
546,3.0,1.0,5.0,1.0,7.0,6.0,2.0,93.0,1.0,2.0,4.0,0.0,0.0,1.0,2.0,35.0,2.0,6.0,2.0,7.0,3.0,45.0,0.0,1.0,3.0,4.0,1.0,7.0,3.0,54.0,2.0,12.0,160.0,3.0,5.0,39.0,36.0,26.0,2.0,5.0,3.0,1.0,1.0,9.0,3.0,3.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,3.0,7.0,0.0,65.0,0.0,0.0,4.0,190.0,7.0
557,12.0,13.0,9.0,3.0,11.0,11.0,18.0,29.0,8.0,17.0,12.0,12.0,8.0,6.0,15.0,38.0,11.0,14.0,18.0,13.0,13.0,14.0,2.0,9.0,10.0,17.0,20.0,20.0,5.0,26.0,3.0,21.0,86.0,27.0,36.0,18.0,16.0,22.0,7.0,13.0,3.0,2.0,32.0,13.0,7.0,19.0,7.0,5.0,16.0,15.0,12.0,12.0,26.0,15.0,177.0,9.0,6.0,3.0,23.0,17.0,6.0,13.0
559,7.0,6.0,6.0,1.0,2.0,9.0,6.0,6.0,689.0,14.0,9.0,7.0,4.0,3.0,36.0,4.0,6.0,73.0,6.0,7.0,2.0,5.0,2.0,8.0,4.0,5.0,1.0,79.0,7.0,16.0,2.0,4.0,15.0,11.0,2.0,10.0,6.0,9.0,4.0,9.0,4.0,0.0,10.0,11.0,8.0,8.0,2.0,2.0,6.0,3.0,9.0,6.0,7.0,11.0,10.0,2.0,3.0,17.0,2.0,5.0,6.0,7.0
564,17.0,29.0,16.0,4.0,25.0,13.0,10.0,171.0,320.0,15.0,3.0,13.0,9.0,59.0,98.0,7.0,83.0,9.0,6.0,26.0,16.0,97.0,2.0,119.0,155.0,26.0,95.0,116.0,185.0,22.0,7.0,82.0,130.0,249.0,12.0,185.0,7.0,7.0,2.0,19.0,0.0,12.0,33.0,135.0,124.0,159.0,5.0,6.0,19.0,187.0,12.0,24.0,301.0,123.0,10.0,2.0,3.0,23.0,29.0,53.0,246.0,162.0
567,364.0,79.0,182.0,5.0,281.0,12.0,76.0,613.0,168.0,99.0,14.0,11.0,14.0,1847.0,30.0,97.0,145.0,34.0,18.0,32.0,12.0,2976.0,10.0,925.0,121.0,183.0,265.0,157.0,182.0,361.0,111.0,617.0,283.0,22.0,302.0,335.0,20.0,737.0,28.0,74.0,9.0,35.0,164.0,37.0,152.0,231.0,11.0,14.0,11.0,131.0,45.0,232.0,32.0,569.0,191.0,55.0,238.0,549.0,80.0,1108.0,794.0,13.0
57,2.0,0.0,1.0,5.0,0.0,0.0,6.0,2.0,0.0,3.0,0.0,3.0,7.0,2.0,7.0,2.0,2.0,5.0,0.0,5.0,1.0,21.0,7.0,6.0,6.0,3.0,3.0,5.0,2.0,5.0,1.0,4.0,10.0,2.0,2.0,7.0,1.0,2.0,0.0,0.0,5.0,0.0,1.0,2.0,9.0,4.0,0.0,5.0,0.0,2.0,1.0,2.0,1.0,2.0,14.0,1.0,1.0,0.0,1.0,1.0,17.0,1.0
571,20.0,82.0,73.0,15.0,183.0,190.0,57.0,1050.0,211.0,22.0,12.0,205.0,14.0,149.0,175.0,10.0,18.0,98.0,12.0,38.0,11.0,418.0,1440.0,214.0,364.0,166.0,58.0,171.0,250.0,26.0,943.0,326.0,117.0,1818.0,36.0,40.0,233.0,32.0,23.0,67.0,131.0,16.0,20.0,2652.0,62.0,159.0,10.0,1211.0,12.0,98.0,217.0,138.0,48.0,444.0,25.0,28.0,11.0,803.0,12.0,1822.0,56.0,1058.0
574,2.0,1.0,2.0,1.0,1.0,3.0,2.0,5.0,3.0,1.0,1.0,1.0,0.0,1.0,2.0,4.0,5.0,1.0,0.0,6.0,4.0,19.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,6.0,3.0,7.0,7.0,2.0,1.0,11.0,1.0,9.0,3.0,3.0,0.0,2.0,0.0,3.0,4.0,2.0,2.0,4.0,1.0,3.0,5.0,0.0,6.0,1.0,4.0,4.0,5.0,1.0,0.0,2.0,3.0,3.0
576,6.0,2.0,3.0,0.0,1.0,4.0,3.0,1.0,3.0,3.0,4.0,2.0,1.0,1.0,3.0,11.0,1.0,5.0,2.0,5.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,5.0,5.0,1.0,4.0,4.0,13.0,0.0,8.0,0.0,5.0,1.0,1.0,1.0,0.0,3.0,10.0,6.0,7.0,1.0,0.0,3.0,3.0,4.0,0.0,4.0,3.0,2.0,1.0,3.0,1.0,1.0,3.0,0.0,7.0
578,5011.0,886.0,11239.0,518.0,1043.0,452.0,2364.0,3388.0,1275.0,1409.0,954.0,6967.0,90.0,184.0,2601.0,1020.0,2329.0,869.0,116.0,255.0,10934.0,1734.0,47.0,2099.0,725.0,1272.0,3155.0,3143.0,10822.0,6718.0,1659.0,10060.0,1167.0,971.0,940.0,606.0,1642.0,2333.0,77.0,458.0,1997.0,39.0,989.0,729.0,808.0,376.0,65.0,319.0,2238.0,1049.0,1683.0,1681.0,110.0,5515.0,1098.0,93.0,558.0,427.0,275.0,4450.0,879.0,127.0
58,2.0,0.0,1.0,2.0,4.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,0.0,1.0,3.0,2.0,1.0,4.0,0.0,0.0,4.0,11.0,1.0,3.0,1.0,0.0,4.0,2.0,0.0,2.0,3.0,1.0,7.0,7.0,1.0,2.0,0.0,3.0,14.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,6.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0
586,27.0,4.0,22.0,6.0,12.0,7.0,16.0,55.0,8.0,16.0,8.0,13.0,2.0,1.0,21.0,14.0,17.0,9.0,15.0,22.0,16.0,33.0,5.0,38.0,29.0,39.0,26.0,23.0,30.0,39.0,10.0,41.0,127.0,19.0,11.0,34.0,14.0,27.0,4.0,11.0,12.0,3.0,22.0,37.0,15.0,20.0,2.0,40.0,24.0,36.0,11.0,22.0,14.0,14.0,16.0,9.0,30.0,5.0,12.0,19.0,72.0,180.0
588,6.0,8.0,20.0,2.0,6.0,19.0,7.0,10.0,2389.0,18.0,7.0,2.0,3.0,3.0,13.0,2.0,18.0,127.0,7.0,14.0,1.0,10.0,1.0,11.0,11.0,18.0,5.0,20.0,187.0,28.0,14.0,78.0,39.0,10.0,3.0,16.0,12.0,10.0,2.0,5.0,6.0,1.0,8.0,8.0,14.0,5.0,2.0,0.0,4.0,73.0,22.0,5.0,10.0,9.0,27.0,1.0,1.0,1.0,4.0,14.0,8.0,6.0
589,6.0,11.0,7.0,11.0,5.0,10.0,7.0,132.0,4.0,6.0,4.0,18.0,30.0,41.0,2.0,36.0,5.0,2.0,6.0,38.0,47.0,108.0,12.0,4.0,10.0,10.0,23.0,8.0,0.0,4.0,6.0,11.0,30.0,5.0,3.0,22.0,6.0,33.0,2.0,11.0,11.0,1.0,23.0,9.0,32.0,6.0,6.0,23.0,3.0,6.0,7.0,18.0,4.0,2.0,215.0,1.0,52.0,7.0,23.0,3.0,117.0,12.0
590,7.0,5.0,8.0,2.0,2.0,436.0,6.0,16.0,6.0,4.0,5.0,3.0,9.0,6.0,9.0,16.0,14.0,10.0,4.0,21.0,9.0,23.0,5.0,11.0,7.0,3.0,8.0,11.0,5.0,10.0,3.0,6.0,34.0,7.0,4.0,46.0,6.0,17.0,2.0,21.0,3.0,2.0,2.0,10.0,6.0,11.0,7.0,3.0,15.0,1.0,6.0,7.0,14.0,8.0,55.0,2.0,5.0,2.0,5.0,7.0,36.0,11.0
596,4.0,1.0,6.0,1.0,2.0,4.0,4.0,97.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,7.0,1.0,4.0,1.0,1.0,10.0,5.0,1.0,2.0,1.0,5.0,1.0,3.0,3.0,9.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,5.0,2.0,3.0,1.0,2.0,0.0,0.0,1.0,1.0,5.0,4.0
598,68.0,200.0,281.0,42.0,70.0,1454.0,198.0,1682.0,230.0,134.0,701.0,482.0,28.0,761.0,1928.0,193.0,241.0,109.0,39.0,93.0,21.0,3284.0,27.0,62.0,713.0,186.0,289.0,824.0,1828.0,1010.0,113.0,4772.0,1039.0,839.0,786.0,587.0,180.0,1865.0,42.0,165.0,1297.0,37.0,247.0,766.0,209.0,287.0,2898.0,201.0,114.0,66.0,584.0,122.0,120.0,350.0,141.0,40.0,255.0,938.0,48.0,1494.0,73.0,9571.0
599,118.0,1201.0,1520.0,171.0,332.0,891.0,776.0,5817.0,271.0,397.0,73.0,946.0,85.0,4906.0,1295.0,400.0,580.0,7222.0,131.0,32932.0,5104.0,7961.0,72.0,3665.0,2709.0,5247.0,1448.0,4711.0,2688.0,1296.0,1275.0,3966.0,4810.0,3431.0,1502.0,3183.0,2734.0,10069.0,82.0,835.0,2559.0,95.0,990.0,4766.0,1570.0,2344.0,53.0,1233.0,4521.0,1409.0,917.0,405.0,214.0,1561.0,872.0,165.0,245.0,3451.0,1072.0,2893.0,1894.0,1118.0
599_ref1,331.0,2.0,142.0,56.0,13.0,501.0,109.0,7.0,3.0,19.0,75.0,568.0,6.0,3.0,13.0,12.0,103.0,18.0,72.0,6.0,5800.0,31.0,5323.0,27.0,15.0,25.0,57.0,69.0,6.0,6.0,0.0,5.0,7.0,16.0,25.0,14.0,31.0,5.0,0.0,33.0,25.0,2.0,1.0,28.0,114.0,30.0,6.0,205.0,0.0,19.0,67.0,22.0,2667.0,8.0,23.0,2.0,27.0,7.0,24.0,11.0,15.0,18.0
599_ref2,462.0,10.0,68.0,58.0,7.0,319.0,105.0,2.0,6.0,48.0,81.0,559.0,14.0,4.0,16.0,4.0,68.0,41.0,10.0,3.0,2172.0,24.0,3324.0,10.0,13.0,10.0,29.0,49.0,4.0,6.0,2.0,0.0,2.0,3.0,12.0,7.0,13.0,9.0,0.0,10.0,20.0,0.0,1.0,10.0,34.0,10.0,4.0,134.0,3.0,15.0,72.0,13.0,1115.0,50.0,27.0,1.0,34.0,7.0,18.0,25.0,9.0,8.0
6,8.0,1.0,4.0,0.0,2.0,6.0,6.0,6.0,7.0,1.0,2.0,1.0,0.0,2.0,10.0,0.0,4.0,3.0,9.0,3.0,2.0,19.0,4.0,3.0,5.0,1.0,2.0,3.0,4.0,5.0,2.0,1.0,17.0,1.0,3.0,15.0,1.0,3.0,0.0,0.0,3.0,0.0,2.0,4.0,2.0,4.0,2.0,0.0,2.0,10.0,3.0,1.0,8.0,4.0,10.0,2.0,0.0,0.0,8.0,8.0,169.0,3.0
60,1436.0,86.0,253.0,114.0,284.0,194.0,642.0,3742.0,31.0,185.0,657.0,194.0,9.0,13.0,1898.0,615.0,1005.0,202.0,52.0,275.0,11.0,98.0,58.0,1065.0,534.0,341.0,277.0,583.0,6626.0,5048.0,1251.0,30358.0,1327.0,1278.0,1854.0,385.0,47.0,11.0,47.0,104.0,375.0,16.0,545.0,179.0,168.0,403.0,34.0,15.0,21.0,582.0,494.0,440.0,99.0,149.0,1945.0,21.0,172.0,7.0,43.0,7466.0,1512.0,88.0
607,1.0,0.0,62.0,1.0,7.0,6.0,1.0,6.0,440.0,5.0,1.0,2.0,1.0,1.0,5.0,1.0,6.0,25.0,2.0,2.0,2.0,7.0,1.0,0.0,2.0,4.0,3.0,2.0,0.0,0.0,0.0,6.0,6.0,2.0,1.0,1.0,1.0,2.0,47.0,0.0,0.0,207.0,0.0,8.0,1.0,1.0,3.0,1.0,0.0,1.0,7.0,0.0,2.0,2.0,3.0,84.0,0.0,2.0,1.0,7.0,3.0,2.0
61,2.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,0.0,4.0,3.0,10.0,5.0,4.0,0.0,1.0,8.0,1.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0
611,6.0,0.0,3.0,3.0,1.0,7.0,2.0,20.0,1.0,2.0,3.0,15.0,5.0,6.0,1.0,60.0,1.0,0.0,0.0,3.0,13.0,38.0,3.0,2.0,2.0,1.0,8.0,3.0,0.0,6.0,3.0,16.0,18.0,1.0,5.0,45.0,1.0,3.0,0.0,1.0,6.0,1.0,2.0,2.0,26.0,5.0,0.0,6.0,1.0,0.0,2.0,10.0,1.0,1.0,135.0,2.0,44.0,4.0,4.0,2.0,31.0,7.0
616,1996.0,217.0,1278.0,7.0,41.0,920.0,971.0,726.0,273.0,321.0,32.0,290.0,14.0,7.0,141.0,88.0,411.0,1037.0,19.0,29.0,13.0,93.0,68.0,384.0,828.0,349.0,209.0,220.0,463.0,508.0,320.0,1794.0,661.0,1915.0,217.0,820.0,240.0,816.0,97.0,82.0,189.0,549.0,353.0,3393.0,45.0,338.0,13.0,7.0,1298.0,435.0,61.0,18.0,50.0,71.0,282.0,558.0,100.0,44.0,453.0,264.0,885.0,1300.0
619,10.0,2.0,5.0,14.0,11.0,14.0,7.0,13.0,3.0,3.0,11.0,31.0,29.0,8.0,10.0,16.0,14.0,6.0,3.0,9.0,34.0,3.0,21.0,13.0,14.0,11.0,29.0,8.0,9.0,6.0,1.0,7.0,12.0,4.0,9.0,25.0,5.0,8.0,2.0,5.0,22.0,1.0,5.0,8.0,36.0,8.0,2.0,27.0,8.0,3.0,12.0,29.0,7.0,7.0,8.0,1.0,0.0,5.0,36.0,8.0,9.0,13.0
622,11.0,15.0,10.0,4.0,9.0,13.0,14.0,27.0,12.0,11.0,5.0,8.0,10.0,5.0,12.0,17.0,27.0,73.0,16.0,43.0,23.0,58.0,12.0,23.0,25.0,26.0,18.0,17.0,10.0,19.0,5.0,25.0,148.0,17.0,20.0,35.0,7.0,60.0,1.0,26.0,15.0,3.0,7.0,13.0,19.0,15.0,4.0,11.0,21.0,14.0,17.0,8.0,28.0,8.0,56.0,8.0,6.0,4.0,13.0,6.0,6.0,24.0
627,9.0,32.0,29.0,9.0,39.0,15.0,24.0,182.0,299.0,42.0,15.0,9.0,1.0,1.0,5.0,13.0,9.0,843.0,2.0,9.0,5.0,13.0,11.0,2.0,238.0,20.0,37.0,38.0,4.0,17.0,129.0,7.0,298.0,51.0,77.0,291.0,7.0,112.0,2.0,24.0,4.0,2.0,126.0,54.0,4.0,284.0,2.0,3.0,3.0,116.0,34.0,95.0,3.0,5.0,513.0,5.0,47.0,1.0,72.0,5.0,20.0,3.0
631,1570.0,217.0,187.0,50.0,48.0,192.0,107.0,2691.0,23.0,69.0,1115.0,189.0,35.0,16.0,478.0,554.0,105.0,1873.0,26.0,1335.0,26.0,258.0,1704.0,851.0,2125.0,662.0,37.0,147.0,420.0,852.0,66.0,1106.0,1911.0,77.0,490.0,5312.0,656.0,3635.0,9.0,290.0,504.0,33.0,796.0,201.0,439.0,416.0,20.0,42.0,21.0,507.0,79.0,31.0,32.0,122.0,3860.0,16.0,613.0,57.0,887.0,1220.0,1046.0,104.0
632,95.0,59.0,97.0,14.0,89.0,76.0,69.0,91.0,43.0,69.0,77.0,62.0,33.0,23.0,60.0,44.0,54.0,115.0,61.0,122.0,79.0,42.0,19.0,99.0,86.0,45.0,56.0,120.0,108.0,123.0,75.0,135.0,151.0,85.0,41.0,160.0,163.0,86.0,29.0,123.0,21.0,52.0,75.0,112.0,44.0,128.0,89.0,25.0,92.0,50.0,43.0,47.0,88.0,87.0,401.0,38.0,38.0,21.0,26.0,30.0,86.0,113.0
636,4.0,10.0,15.0,15.0,1.0,2.0,0.0,34.0,1.0,3.0,3.0,3.0,10.0,7.0,6.0,303.0,5.0,1.0,3.0,5.0,3.0,62.0,8.0,16.0,6.0,6.0,2.0,4.0,4.0,12.0,4.0,11.0,13.0,5.0,11.0,13.0,8.0,12.0,9.0,11.0,4.0,4.0,10.0,9.0,6.0,6.0,5.0,9.0,6.0,4.0,4.0,3.0,3.0,12.0,107.0,0.0,146.0,5.0,2.0,21.0,243.0,8.0
638,1005.0,14.0,115.0,13.0,53.0,9.0,150.0,16.0,46.0,5.0,7.0,28.0,7.0,14.0,10.0,17.0,67.0,3.0,6.0,495.0,5.0,21.0,2526.0,37.0,25.0,34.0,34.0,20.0,48.0,33.0,30.0,40.0,304.0,330.0,89.0,237.0,2.0,41.0,4.0,14.0,24.0,5.0,19.0,47.0,96.0,65.0,0.0,17.0,5.0,23.0,73.0,22.0,12.0,1.0,77.0,1.0,2.0,3.0,11.0,13.0,116.0,733.0
639,2755.0,17.0,77.0,13.0,85.0,37.0,76.0,124.0,88.0,102.0,42.0,31.0,13.0,30.0,48.0,17.0,60.0,69.0,16.0,97.0,32.0,54.0,27.0,68.0,248.0,285.0,45.0,91.0,115.0,102.0,54.0,146.0,91.0,56.0,54.0,144.0,109.0,352.0,32.0,112.0,35.0,36.0,149.0,157.0,52.0,221.0,19.0,1268.0,40.0,58.0,46.0,98.0,54.0,48.0,80.0,48.0,44.0,25.0,34.0,52.0,133.0,90.0
64,398.0,25.0,651.0,60.0,43.0,16.0,159.0,108.0,13.0,11.0,24.0,26.0,32.0,86.0,50.0,49.0,162.0,62.0,14.0,14.0,4.0,304.0,16.0,25.0,49.0,13.0,5.0,119.0,93.0,590.0,45.0,183.0,268.0,47.0,54.0,796.0,14.0,32.0,34.0,10.0,12.0,24.0,47.0,57.0,63.0,303.0,9.0,27.0,16.0,15.0,12.0,32.0,85.0,90.0,375.0,56.0,17.0,74.0,23.0,75.0,432.0,12.0
640,19.0,102.0,171.0,13.0,34.0,204.0,24.0,117.0,45.0,27.0,10.0,424.0,6.0,102.0,289.0,1.0,115.0,85.0,4.0,15.0,5.0,252.0,832.0,139.0,249.0,66.0,116.0,114.0,39.0,197.0,762.0,592.0,79.0,231.0,49.0,352.0,17.0,604.0,3.0,65.0,106.0,6.0,23.0,604.0,451.0,13.0,4.0,120.0,181.0,140.0,203.0,39.0,20.0,89.0,51.0,8.0,20.0,133.0,9.0,115.0,73.0,490.0
642,215.0,448.0,4536.0,210.0,547.0,1776.0,958.0,941.0,1657.0,264.0,95.0,938.0,24.0,442.0,478.0,53.0,2158.0,6954.0,51.0,120.0,32.0,410.0,48.0,808.0,1036.0,121.0,336.0,250.0,1045.0,2362.0,9332.0,1269.0,2532.0,5120.0,52.0,881.0,372.0,3753.0,119.0,77.0,1393.0,82.0,283.0,10924.0,180.0,92.0,33.0,24.0,76.0,470.0,308.0,284.0,200.0,1436.0,485.0,189.0,41.0,359.0,184.0,2241.0,165.0,1055.0
643,5.0,1.0,132.0,1.0,2.0,0.0,1.0,1.0,3.0,3.0,3.0,1.0,0.0,5.0,2.0,0.0,3.0,12.0,0.0,2.0,0.0,2.0,4.0,0.0,3.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,23.0,4.0,2.0,5.0,5.0,2.0,3.0,0.0,2.0,1.0,1.0,76.0,4.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,4.0,2.0,3.0,1.0,2.0,0.0,1.0,0.0,1.0,293.0
648,24.0,652.0,105.0,5202.0,53.0,8705.0,143.0,4159.0,388.0,105.0,75.0,1881.0,106.0,196.0,182.0,46.0,97.0,1593.0,2447.0,113.0,7582.0,66.0,207.0,397.0,1858.0,1258.0,444.0,283.0,1419.0,88.0,5.0,173.0,258.0,255.0,60.0,91.0,227.0,39.0,12.0,1038.0,120.0,22.0,658.0,62.0,9377.0,97.0,110.0,5578.0,27.0,149.0,2434.0,66.0,73.0,1024.0,104.0,13.0,295.0,32.0,61.0,238.0,191.0,63.0
649,976.0,1136.0,814.0,84.0,771.0,1847.0,630.0,2777.0,607.0,441.0,178.0,1059.0,103.0,5738.0,301.0,437.0,760.0,2170.0,126.0,406.0,144.0,3396.0,75.0,3725.0,858.0,3204.0,2401.0,1518.0,4434.0,2965.0,4041.0,4624.0,1099.0,3990.0,741.0,1390.0,4190.0,9915.0,140.0,765.0,403.0,132.0,497.0,3324.0,888.0,750.0,102.0,1288.0,178.0,592.0,1315.0,716.0,274.0,2087.0,1724.0,180.0,420.0,2576.0,427.0,283.0,873.0,5436.0
65,9.0,0.0,11.0,2.0,2.0,3.0,6.0,4.0,3.0,3.0,4.0,5.0,1.0,2.0,10.0,5.0,3.0,6.0,2.0,7.0,8.0,7.0,0.0,5.0,8.0,7.0,2.0,6.0,3.0,2.0,5.0,6.0,7.0,1.0,2.0,15.0,8.0,9.0,2.0,2.0,3.0,1.0,3.0,7.0,1.0,2.0,1.0,1.0,3.0,4.0,1.0,3.0,20.0,3.0,9.0,1.0,1.0,1.0,7.0,10.0,3.0,5.0
651,330.0,16.0,2194.0,20.0,433.0,216.0,197.0,84.0,68.0,29.0,97.0,19.0,9.0,159.0,18.0,63.0,609.0,518.0,6.0,3332.0,14.0,162.0,165.0,495.0,295.0,90.0,36.0,224.0,118.0,421.0,327.0,158.0,211.0,400.0,45.0,1067.0,456.0,401.0,8.0,70.0,78.0,8.0,160.0,340.0,66.0,275.0,9.0,18.0,22.0,73.0,108.0,347.0,19.0,43.0,34.0,13.0,11.0,155.0,93.0,113.0,354.0,25.0
652,4064.0,981.0,5676.0,290.0,1195.0,226.0,1155.0,390.0,92.0,183.0,781.0,223.0,38.0,476.0,447.0,150.0,1800.0,773.0,70.0,161.0,44.0,845.0,1001.0,4152.0,1817.0,2813.0,466.0,2033.0,2367.0,4825.0,600.0,5622.0,6435.0,947.0,179.0,3684.0,1561.0,5339.0,32.0,426.0,1038.0,27.0,273.0,1367.0,461.0,634.0,31.0,149.0,4162.0,801.0,197.0,1884.0,1410.0,446.0,1368.0,65.0,117.0,1147.0,181.0,2362.0,303.0,552.0
