strain_id,A_noMTX_Trifluoperazine.ERG11_MID2,A_noMTX_Trifluoperazine.TPO1_TCB2,A_noMTX_Trifluoperazine.SNA4_GTR2,A_noMTX_Trifluoperazine.HNM1_MID2,A_noMTX_Trifluoperazine.SNA4_VAC8,A_noMTX_Trifluoperazine.noPPI_reference,A_noMTX_Trifluoperazine.RET2_EMP70,A_noMTX_Trifluoperazine.SRO9_GIS2,A_noMTX_Trifluoperazine.MID2_MAM33,A_noMTX_Trifluoperazine.RET2_SNA3,A_noMTX_Trifluoperazine.HNM1_RBD2,A_noMTX_Trifluoperazine.TPO1_MID2,A_noMTX_Trifluoperazine.ERV25_PIS1,A_noMTX_Trifluoperazine.ALO1_ADE17,A_noMTX_Trifluoperazine.ERV25_ORM2,A_noMTX_Trifluoperazine.ADE17_HYR1,A_noMTX_Trifluoperazine.ERG11_HYR1,A_noMTX_Trifluoperazine.PMC1_CTR2,A_noMTX_Trifluoperazine.FMP45_MEP1,A_noMTX_Trifluoperazine.ERV25_EMP47,A_noMTX_Trifluoperazine.ADE17_PGM2,A_noMTX_Trifluoperazine.FMP45_MID2,A_noMTX_Trifluoperazine.ERG11_TPO4,A_noMTX_Trifluoperazine.ERG11_ERV25,A_noMTX_Trifluoperazine.HUG1_ADE17,A_noMTX_Trifluoperazine.PLM2_HNM1,A_noMTX_Trifluoperazine.SRO9_SGN1,A_noMTX_Trifluoperazine.HUG1_PGM2,A_noMTX_Trifluoperazine.ADE17_GIS2,A_noMTX_Trifluoperazine.GTR1_SLM4,A_noMTX_Trifluoperazine.TPO1_TPO2,A_noMTX_Trifluoperazine.HNM1_TPO1,A_noMTX_Trifluoperazine.HNM1_TPO2,A_noMTX_Trifluoperazine.ALO1_UIP4,A_noMTX_Trifluoperazine.MID2_WSC2,A_noMTX_Trifluoperazine.ERG11_PIS1,A_noMTX_Trifluoperazine.ERG11_ERG5,A_noMTX_Trifluoperazine.ERV25_RBD2,A_noMTX_Trifluoperazine.SSH1_PIS1,A_noMTX_Trifluoperazine.SRO9_DHH1,A_noMTX_Trifluoperazine.HNM1_MAM33,A_noMTX_Trifluoperazine.SSH1_ERG11,A_noMTX_Trifluoperazine.SSH1_ORM2,A_noMTX_Trifluoperazine.ERG11_ORM2,A_noMTX_Trifluoperazine.RET2_EMP47,A_noMTX_Trifluoperazine.DHH1_LSM3,A_noMTX_Trifluoperazine.MID2_TPO2,A_noMTX_Trifluoperazine.ERV25_UIP4,A_noMTX_Trifluoperazine.PLM2_SNA3,A_noMTX_Trifluoperazine.ALO1_HYR1,A_noMTX_Trifluoperazine.HUG1_ALO1,A_noMTX_Trifluoperazine.HNM1_TPO4,A_noMTX_Trifluoperazine.SSH1_ERV25,A_noMTX_Trifluoperazine.ERV25_ERG5,A_noMTX_Trifluoperazine.FMP45_HNM1,A_noMTX_Trifluoperazine.HNM1_ERG11,A_noMTX_Trifluoperazine.MID2_TPO4,A_noMTX_Trifluoperazine.MID2_RSN1,A_noMTX_Trifluoperazine.ERG27_ACF2,A_noMTX_Trifluoperazine.PMC1_GTR2,A_noMTX_Trifluoperazine.MID2_PIN2,A_noMTX_Trifluoperazine.ERG11_ACF2
559,30.0,3.0,12.0,1578,10.0,3526.0,12.0,31.0,3.0,5.0,28.0,900.0,25.0,14.0,41.0,56.0,16.0,10.0,32.0,16.0,11.0,16.0,26.0,69.0,6.0,35.0,11.0,53.0,36.0,54.0,43.0,25.0,147.0,39.0,13.0,26.0,17.0,21.0,36.0,24.0,7.0,1425.0,1435.0,20.0,11.0,18.0,162.0,13.0,10.0,26.0,16.0,37.0,25.0,28.0,48.0,61.0,13.0,22.0,18.0,11.0,13.0,26.0
564,133.0,2.0,59.0,27,2.0,156.0,3.0,29.0,31.0,4.0,24.0,19.0,17.0,4.0,154.0,25.0,14.0,37.0,166.0,94.0,21.0,30.0,43.0,41.0,21.0,26.0,23.0,144.0,49.0,63.0,39.0,5.0,54.0,27.0,14.0,80.0,16.0,28.0,17.0,59.0,29.0,51.0,30.0,109.0,3.0,19.0,29.0,24.0,119.0,32.0,20.0,30.0,70.0,42.0,28.0,19.0,53.0,32.0,8.0,45.0,28.0,8.0
567,454.0,11.0,43.0,144,9.0,60.0,9.0,78.0,76.0,12.0,33.0,262.0,27.0,88.0,129.0,53.0,256.0,118.0,677.0,115.0,8.0,282.0,252.0,110.0,22.0,83.0,40.0,100.0,105.0,61.0,264.0,8.0,20.0,115.0,14.0,76.0,76.0,18.0,57.0,81.0,12.0,82.0,52.0,102.0,22.0,67.0,65.0,61.0,36.0,154.0,26.0,144.0,103.0,27.0,755.0,30.0,37.0,45.0,55.0,432.0,64.0,14.0
57,36.0,3.0,52.0,49,2.0,96.0,5.0,78.0,349.0,4.0,110.0,2.0,24.0,45.0,23.0,45.0,4.0,60.0,13.0,116.0,24.0,46.0,19.0,13.0,7.0,10.0,7.0,108.0,104.0,10.0,1.0,1.0,26.0,11.0,229.0,16.0,21.0,8.0,7.0,47.0,2.0,75.0,41.0,31.0,2.0,3.0,117.0,6.0,4.0,28.0,7.0,244.0,196.0,32.0,67.0,15.0,119.0,164.0,16.0,107.0,102.0,4.0
571,246.0,12.0,89.0,219,10.0,295.0,10.0,14.0,36.0,9.0,11.0,419.0,6.0,254.0,99.0,488.0,12.0,31.0,249.0,8.0,309.0,59.0,46.0,5.0,301.0,152.0,4.0,784.0,114.0,27.0,137.0,11.0,202.0,18.0,120.0,47.0,30.0,12.0,30.0,22.0,58.0,153.0,68.0,14.0,10.0,21.0,63.0,38.0,4.0,9.0,148.0,249.0,376.0,7.0,19.0,29.0,29.0,59.0,867.0,90.0,64.0,5.0
574,13.0,0.0,30.0,92,3.0,44.0,2.0,14.0,34.0,2.0,11.0,12.0,8.0,40.0,7.0,11.0,6.0,28.0,26.0,10.0,2.0,12.0,18.0,16.0,26.0,7.0,34.0,124.0,27.0,41.0,31.0,11.0,7.0,89.0,0.0,16.0,20.0,220.0,29.0,11.0,5.0,12.0,12.0,4.0,1.0,78.0,19.0,36.0,0.0,116.0,5.0,13.0,13.0,11.0,50.0,3.0,13.0,6.0,8.0,73.0,42.0,0.0
576,10.0,0.0,51.0,21,4.0,63.0,5.0,23.0,8.0,1.0,7.0,43.0,2.0,12.0,2.0,36.0,4.0,16.0,118.0,91.0,2.0,18.0,4.0,68.0,45.0,3.0,18.0,126.0,16.0,16.0,39.0,1.0,28.0,71.0,1.0,14.0,22.0,9.0,6.0,58.0,5.0,18.0,19.0,6.0,2.0,21.0,57.0,33.0,2.0,25.0,26.0,1.0,83.0,44.0,12.0,2.0,43.0,12.0,33.0,39.0,34.0,2.0
578,1185.0,12.0,489.0,1812,384.0,487.0,28.0,270.0,233.0,22.0,2661.0,135.0,233.0,221.0,248.0,495.0,833.0,115.0,1912.0,1957.0,180.0,427.0,2020.0,377.0,220.0,282.0,402.0,591.0,2073.0,51.0,132.0,39.0,1223.0,1391.0,38.0,857.0,551.0,28.0,171.0,160.0,525.0,555.0,1633.0,247.0,27.0,440.0,653.0,1208.0,553.0,1502.0,153.0,675.0,768.0,1173.0,745.0,177.0,368.0,596.0,350.0,330.0,515.0,41.0
58,288.0,3.0,65.0,104,40.0,9.0,2.0,9.0,347.0,2.0,34.0,51.0,43.0,14.0,31.0,32.0,6.0,24.0,41.0,22.0,4208.0,6.0,17.0,14.0,51.0,19.0,8.0,68.0,206.0,5.0,25.0,0.0,14.0,4.0,334.0,39.0,21.0,4.0,47.0,7.0,37.0,54.0,23.0,3.0,1.0,42.0,124.0,9.0,35.0,5.0,4.0,18.0,21.0,42.0,28.0,28.0,53.0,83.0,7.0,108.0,102.0,3.0
581,75.0,3.0,195.0,335,10.0,109.0,2.0,60.0,95.0,4.0,7.0,7.0,174.0,55.0,374.0,10.0,169.0,111.0,119.0,45.0,2.0,159.0,58.0,50.0,57.0,51.0,16.0,218.0,34.0,3125.0,4.0,11.0,7.0,135.0,4.0,126.0,37.0,249.0,41.0,11.0,26.0,328.0,121.0,76.0,15.0,31.0,80.0,92.0,14.0,255.0,57.0,7.0,289.0,18.0,295.0,57.0,148.0,120.0,33.0,283.0,170.0,5.0
586,246.0,4.0,94.0,540,24.0,72.0,15.0,52.0,247.0,8.0,20.0,32.0,444.0,114.0,260.0,55.0,80.0,84.0,277.0,111.0,127.0,87.0,214.0,76.0,544.0,148.0,66.0,1137.0,27.0,45.0,73.0,15.0,119.0,102.0,283.0,127.0,41.0,261.0,242.0,98.0,102.0,328.0,741.0,33.0,18.0,68.0,493.0,198.0,416.0,238.0,359.0,165.0,240.0,143.0,145.0,53.0,105.0,286.0,140.0,158.0,292.0,12.0
588,53.0,3.0,47.0,91,30.0,43.0,4.0,36.0,51.0,3.0,19.0,12.0,21.0,24.0,95.0,32.0,16.0,57.0,71.0,38.0,9.0,46.0,139.0,23.0,13.0,28.0,41.0,62.0,24.0,33.0,13.0,7.0,25.0,71.0,4.0,32.0,46.0,16.0,8.0,17.0,9.0,50.0,74.0,12.0,6.0,29.0,40.0,26.0,26.0,59.0,35.0,10.0,33.0,15.0,46.0,43.0,25.0,35.0,7.0,27.0,44.0,9.0
589,1546.0,18.0,197.0,682,52.0,116.0,1670.0,113.0,359.0,1439.0,278.0,253.0,258.0,43.0,101.0,52.0,436.0,92.0,378.0,162.0,790.0,124.0,208.0,1204.0,254.0,581.0,116.0,2529.0,2167.0,3178.0,276.0,29.0,244.0,160.0,27.0,297.0,100.0,44.0,213.0,71.0,218.0,709.0,668.0,266.0,1557.0,133.0,435.0,257.0,541.0,277.0,298.0,619.0,608.0,95.0,266.0,109.0,223.0,176.0,470.0,163.0,188.0,20.0
59,7.0,0.0,1.0,5,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,1.0,5.0,16.0,1.0,1.0,6.0,18.0,2.0,2.0,2.0,9.0,4.0,5.0,0.0,3.0,3.0,9.0,1.0,0.0,1.0,4.0,1.0,2.0,1.0,2.0,4.0,2.0,0.0,0.0,6.0,5.0,0.0,1.0,0.0,3.0,3.0,1.0,7.0,0.0,1.0,1.0,1.0,2.0,8.0,0.0
590,171.0,0.0,62.0,35,10.0,98.0,141.0,74.0,254.0,51.0,20.0,20.0,20.0,48.0,22.0,17.0,12.0,95.0,65.0,49.0,22.0,63.0,89.0,66.0,176.0,58.0,88.0,361.0,34.0,42.0,17.0,8.0,14.0,126.0,9.0,131.0,28.0,7.0,68.0,28.0,42.0,47.0,71.0,137.0,43.0,39.0,112.0,101.0,140.0,25.0,36.0,10.0,76.0,17.0,36.0,16.0,48.0,110.0,73.0,62.0,138.0,6.0
596,2437.0,6.0,15.0,356,23.0,975.0,17.0,47.0,6.0,11.0,18.0,7.0,31.0,20.0,78.0,33.0,61.0,62.0,1134.0,92.0,83.0,21.0,390.0,51.0,15.0,48.0,38.0,132.0,33.0,49.0,9.0,16.0,532.0,249.0,40.0,39.0,109.0,12.0,47.0,770.0,127.0,477.0,4889.0,62.0,19.0,32.0,41.0,139.0,19.0,74.0,14.0,21.0,34.0,162.0,214.0,167.0,26.0,52.0,15.0,259.0,1135.0,53.0
598,1002.0,8.0,137.0,231,1418.0,302.0,12.0,38.0,123.0,5.0,109.0,196.0,259.0,13.0,562.0,201.0,95.0,68.0,536.0,223.0,1160.0,222.0,816.0,53.0,59.0,330.0,263.0,588.0,3563.0,20.0,383.0,16.0,321.0,96.0,177.0,369.0,206.0,15.0,839.0,36.0,177.0,259.0,282.0,209.0,20.0,365.0,40.0,63.0,25.0,19.0,203.0,336.0,283.0,232.0,646.0,70.0,38.0,91.0,11.0,87.0,87.0,15.0
599,842.0,23.0,376.0,326,217.0,334.0,29.0,127.0,493.0,21.0,392.0,897.0,75.0,88.0,97.0,699.0,117.0,172.0,1777.0,326.0,436.0,241.0,674.0,803.0,1341.0,309.0,395.0,2803.0,87.0,5854.0,608.0,11.0,317.0,188.0,103.0,657.0,376.0,50.0,132.0,217.0,290.0,559.0,807.0,452.0,23.0,459.0,673.0,109.0,40.0,22.0,640.0,265.0,723.0,87.0,709.0,53.0,190.0,391.0,576.0,383.0,571.0,24.0
599_ref1,150.0,13.0,115.0,109,147.0,6.0,110.0,91.0,21.0,69.0,1799.0,33.0,26.0,32.0,18.0,1112.0,2774.0,43.0,153.0,751.0,1166.0,51.0,34.0,90.0,50.0,44.0,141.0,24.0,277.0,1862.0,41.0,14.0,173.0,131.0,96.0,604.0,188.0,606.0,26.0,44.0,67.0,44.0,6.0,110.0,39.0,50.0,246.0,194.0,82.0,53.0,58.0,460.0,71.0,10.0,130.0,21.0,48.0,49.0,17.0,20.0,86.0,2.0
599_ref2,153.0,12.0,137.0,164,190.0,3.0,61.0,61.0,6.0,26.0,837.0,33.0,15.0,14.0,11.0,464.0,3389.0,18.0,117.0,606.0,962.0,38.0,25.0,69.0,6.0,48.0,101.0,43.0,133.0,2431.0,25.0,13.0,218.0,49.0,66.0,533.0,65.0,269.0,11.0,26.0,120.0,25.0,3.0,35.0,35.0,40.0,109.0,167.0,182.0,78.0,6.0,767.0,144.0,7.0,176.0,59.0,20.0,20.0,27.0,26.0,80.0,1.0
6,177.0,3.0,14.0,22,57.0,168.0,8.0,78.0,6.0,1.0,18.0,30.0,7.0,134.0,15.0,45.0,6.0,29.0,108.0,28.0,6.0,1.0,123.0,34.0,7.0,17.0,19.0,70.0,77.0,7.0,11.0,5.0,28.0,61.0,99.0,27.0,11.0,3.0,476.0,12.0,2.0,133.0,587.0,33.0,33.0,10.0,55.0,22.0,11.0,46.0,6.0,11.0,37.0,13.0,22.0,5.0,32.0,28.0,13.0,8.0,48.0,11.0
60,1219.0,10.0,221.0,3674,18.0,110.0,14.0,243.0,62.0,14.0,8.0,15.0,2472.0,194.0,189.0,23.0,313.0,113.0,801.0,2398.0,287.0,735.0,1553.0,1555.0,73.0,604.0,140.0,396.0,161.0,41.0,7.0,38.0,1014.0,737.0,13.0,285.0,569.0,708.0,20.0,126.0,305.0,471.0,486.0,127.0,20.0,20.0,383.0,385.0,18.0,776.0,597.0,897.0,567.0,1464.0,1259.0,232.0,159.0,180.0,1065.0,382.0,491.0,17.0
607,9.0,4.0,8.0,18,3.0,15.0,340.0,4.0,0.0,354.0,4.0,5.0,6.0,4.0,2.0,2.0,13.0,3.0,13.0,3.0,1.0,4.0,66.0,6.0,3.0,4.0,7.0,13.0,9.0,19.0,4.0,2.0,3.0,4.0,5.0,1.0,2.0,3.0,2.0,1.0,1.0,8.0,11.0,4.0,357.0,4.0,13.0,6.0,1.0,7.0,3.0,1.0,23.0,4.0,11.0,0.0,11.0,9.0,8.0,3.0,7.0,1.0
61,4.0,0.0,4.0,15,1.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,13.0,0.0,1.0,2.0,1.0,1.0,7.0,24.0,1.0,1.0,9.0,14.0,5.0,6.0,6.0,6.0,11.0,6.0,1.0,4.0,6.0,11.0,3.0,2.0,3.0,16.0,1.0,2.0,2.0,2.0,6.0,1.0,1.0,0.0,5.0,4.0,3.0,5.0,3.0,2.0,2.0,6.0,7.0,0.0,1.0,2.0,4.0,1.0,3.0,0.0
611,327.0,8.0,77.0,173,604.0,166.0,17.0,58.0,109.0,5.0,17.0,347.0,5.0,42.0,35.0,86.0,60.0,43.0,908.0,6.0,171.0,124.0,103.0,363.0,225.0,35.0,77.0,653.0,109.0,11.0,340.0,7.0,44.0,22.0,7.0,196.0,154.0,7.0,3.0,124.0,67.0,35.0,49.0,22.0,6.0,106.0,111.0,147.0,25.0,17.0,225.0,126.0,72.0,125.0,284.0,32.0,75.0,129.0,66.0,141.0,174.0,1.0
616,425.0,14.0,196.0,524,295.0,154.0,1549.0,138.0,32.0,1369.0,11.0,29.0,8.0,90.0,315.0,11.0,99.0,10.0,206.0,313.0,2.0,69.0,406.0,262.0,149.0,119.0,158.0,598.0,24.0,18.0,21.0,8.0,119.0,461.0,6.0,208.0,206.0,7.0,380.0,65.0,73.0,304.0,928.0,313.0,1848.0,64.0,272.0,152.0,177.0,421.0,101.0,73.0,184.0,59.0,338.0,34.0,115.0,74.0,247.0,7.0,80.0,22.0
619,45.0,1.0,17.0,16,68.0,4.0,4.0,19.0,14.0,3.0,19.0,10.0,5.0,18.0,4.0,17.0,11.0,19.0,30.0,13.0,12.0,19.0,30.0,13.0,9.0,17.0,17.0,45.0,24.0,12.0,9.0,4.0,7.0,18.0,16.0,14.0,23.0,10.0,9.0,7.0,3.0,22.0,23.0,10.0,4.0,19.0,21.0,14.0,57.0,9.0,14.0,8.0,13.0,4.0,24.0,4.0,12.0,15.0,2.0,12.0,27.0,2.0
622,254.0,3.0,128.0,544,26.0,88.0,8.0,24.0,604.0,7.0,85.0,104.0,805.0,303.0,290.0,154.0,55.0,83.0,119.0,86.0,13.0,76.0,109.0,197.0,310.0,491.0,100.0,855.0,651.0,30.0,31.0,17.0,51.0,82.0,41.0,325.0,106.0,27.0,130.0,26.0,179.0,308.0,945.0,128.0,19.0,292.0,464.0,135.0,28.0,31.0,97.0,155.0,421.0,112.0,238.0,53.0,110.0,210.0,89.0,126.0,374.0,21.0
627,325.0,4.0,57.0,26,37.0,73.0,3.0,49.0,17.0,7.0,10.0,1.0,13.0,129.0,47.0,14.0,35.0,33.0,35.0,32.0,7.0,96.0,110.0,139.0,25.0,49.0,49.0,134.0,18.0,18.0,3.0,7.0,11.0,53.0,27.0,31.0,41.0,9.0,13.0,22.0,14.0,71.0,403.0,48.0,2.0,36.0,40.0,39.0,41.0,249.0,66.0,9.0,40.0,10.0,71.0,9.0,28.0,43.0,68.0,45.0,68.0,6.0
631,3100.0,14.0,285.0,913,25.0,150.0,33.0,413.0,1127.0,23.0,31.0,71.0,741.0,216.0,261.0,54.0,1703.0,162.0,1706.0,235.0,1273.0,319.0,915.0,2065.0,70.0,429.0,1509.0,633.0,114.0,709.0,63.0,47.0,682.0,695.0,45.0,1460.0,426.0,35.0,920.0,519.0,1006.0,804.0,1795.0,667.0,75.0,650.0,1333.0,243.0,586.0,772.0,71.0,1101.0,819.0,129.0,796.0,135.0,373.0,453.0,463.0,275.0,501.0,38.0
632,176.0,6.0,143.0,379,38.0,247.0,28.0,113.0,28.0,12.0,91.0,98.0,122.0,54.0,81.0,53.0,65.0,27.0,265.0,285.0,28.0,73.0,449.0,455.0,157.0,69.0,224.0,1024.0,51.0,105.0,69.0,18.0,91.0,482.0,56.0,110.0,116.0,36.0,255.0,84.0,43.0,168.0,577.0,183.0,22.0,92.0,130.0,125.0,22.0,150.0,99.0,53.0,99.0,75.0,217.0,20.0,73.0,193.0,167.0,61.0,138.0,36.0
636,814.0,5.0,118.0,170,17.0,388.0,7.0,252.0,74.0,8.0,20.0,97.0,22.0,31.0,88.0,48.0,139.0,56.0,1317.0,129.0,222.0,102.0,1966.0,72.0,19.0,242.0,175.0,61.0,32.0,125.0,245.0,23.0,90.0,128.0,26.0,260.0,628.0,404.0,296.0,189.0,134.0,60.0,252.0,102.0,21.0,499.0,169.0,190.0,11.0,46.0,25.0,37.0,362.0,73.0,448.0,23.0,26.0,203.0,10.0,34.0,151.0,17.0
638,44.0,0.0,10.0,42,1.0,42.0,3.0,28.0,48.0,1.0,3.0,3.0,5.0,72.0,22.0,1.0,1.0,13.0,9.0,20.0,19.0,76.0,163.0,38.0,39.0,73.0,13.0,107.0,8.0,108.0,5.0,3.0,1.0,48.0,0.0,28.0,5.0,7.0,7.0,32.0,9.0,4.0,21.0,2.0,4.0,4.0,25.0,30.0,2.0,40.0,33.0,4.0,9.0,13.0,40.0,2.0,16.0,13.0,5.0,24.0,20.0,2.0
639,47.0,5.0,8.0,24,14.0,93.0,12.0,46.0,7.0,10.0,26.0,15.0,20.0,42.0,18.0,82.0,10.0,9.0,31.0,13.0,3.0,26.0,96.0,44.0,58.0,15.0,34.0,86.0,67.0,72.0,13.0,2.0,12.0,47.0,112.0,59.0,19.0,11.0,13.0,45.0,11.0,67.0,15.0,94.0,6.0,36.0,67.0,41.0,3.0,312.0,12.0,5.0,27.0,13.0,30.0,6.0,29.0,35.0,36.0,10.0,47.0,1.0
64,72.0,11.0,79.0,68,11.0,242.0,3.0,213.0,27.0,5.0,6.0,215.0,116.0,835.0,42.0,14.0,191.0,33.0,407.0,1328.0,71.0,13.0,125.0,99.0,61.0,8.0,293.0,410.0,21.0,12.0,183.0,14.0,20.0,533.0,10.0,161.0,54.0,284.0,10.0,262.0,74.0,45.0,222.0,73.0,13.0,18.0,182.0,692.0,31.0,1849.0,36.0,68.0,24.0,159.0,355.0,18.0,27.0,52.0,23.0,37.0,40.0,7.0
640,253.0,3.0,285.0,114,318.0,130.0,4.0,20.0,39.0,15.0,13.0,111.0,7.0,23.0,128.0,19.0,39.0,7.0,179.0,91.0,116.0,86.0,131.0,10.0,162.0,156.0,98.0,58.0,25.0,64.0,69.0,3.0,92.0,35.0,102.0,38.0,4.0,10.0,199.0,67.0,55.0,658.0,496.0,26.0,1.0,169.0,257.0,49.0,2.0,7.0,38.0,28.0,250.0,62.0,98.0,22.0,66.0,213.0,301.0,13.0,131.0,9.0
642,341.0,7.0,319.0,268,25.0,129.0,40.0,76.0,19.0,12.0,20.0,129.0,24.0,68.0,139.0,26.0,57.0,26.0,358.0,319.0,81.0,144.0,183.0,483.0,166.0,99.0,79.0,342.0,34.0,42.0,92.0,13.0,320.0,339.0,15.0,55.0,114.0,1338.0,159.0,84.0,138.0,685.0,478.0,78.0,22.0,151.0,107.0,338.0,9.0,45.0,149.0,219.0,661.0,119.0,51.0,31.0,90.0,93.0,1645.0,52.0,92.0,12.0
643,4.0,1.0,7.0,3,3.0,5.0,1.0,9.0,1.0,0.0,3.0,3.0,5.0,2.0,5.0,14.0,3.0,3.0,20.0,18.0,1.0,4.0,16.0,11.0,8.0,14.0,7.0,8.0,3.0,35.0,5.0,0.0,1.0,32.0,3.0,1.0,5.0,7.0,2.0,0.0,2.0,53.0,156.0,1.0,1.0,14.0,9.0,15.0,3.0,17.0,0.0,3.0,6.0,1.0,5.0,2.0,1.0,5.0,4.0,2.0,10.0,4.0
648,625.0,1.0,57.0,43,9.0,32.0,3.0,44.0,237.0,1.0,143.0,16.0,17.0,9.0,14.0,635.0,86.0,16.0,86.0,7.0,340.0,47.0,43.0,28.0,5.0,202.0,74.0,23.0,369.0,9.0,10.0,6.0,7.0,21.0,76.0,113.0,17.0,12.0,105.0,17.0,32.0,82.0,109.0,24.0,3.0,31.0,145.0,18.0,97.0,14.0,15.0,34.0,98.0,4.0,62.0,17.0,32.0,60.0,3.0,10.0,118.0,1.0
649,495.0,27.0,451.0,451,130.0,320.0,43.0,349.0,194.0,29.0,68.0,1037.0,71.0,128.0,99.0,55.0,256.0,241.0,1198.0,105.0,27.0,978.0,822.0,192.0,581.0,514.0,274.0,1688.0,85.0,90.0,819.0,30.0,70.0,326.0,380.0,377.0,419.0,68.0,36.0,178.0,275.0,325.0,300.0,245.0,25.0,962.0,653.0,148.0,50.0,382.0,307.0,125.0,125.0,205.0,848.0,68.0,247.0,667.0,824.0,503.0,493.0,26.0
65,11.0,0.0,10.0,9,3.0,24.0,3.0,7.0,1.0,4.0,3.0,6.0,44.0,7.0,11.0,5.0,10.0,4.0,9.0,14.0,0.0,18.0,13.0,17.0,6.0,11.0,22.0,7.0,6.0,8.0,7.0,2.0,9.0,11.0,21.0,7.0,3.0,16.0,10.0,5.0,6.0,25.0,43.0,4.0,3.0,9.0,14.0,7.0,3.0,10.0,10.0,7.0,11.0,9.0,23.0,2.0,10.0,15.0,4.0,5.0,17.0,2.0
651,33.0,6.0,85.0,65,33.0,179.0,7.0,109.0,30.0,8.0,15.0,70.0,29.0,117.0,46.0,41.0,21.0,250.0,194.0,2494.0,9.0,55.0,169.0,22.0,141.0,44.0,515.0,386.0,11.0,1891.0,124.0,11.0,71.0,347.0,17.0,51.0,51.0,26.0,23.0,78.0,9.0,77.0,19.0,124.0,3.0,203.0,216.0,1481.0,15.0,294.0,103.0,21.0,44.0,88.0,164.0,11.0,94.0,78.0,104.0,289.0,74.0,4.0
652,202.0,16.0,632.0,462,420.0,238.0,15.0,169.0,129.0,18.0,43.0,319.0,226.0,1479.0,755.0,150.0,144.0,722.0,445.0,2689.0,102.0,566.0,207.0,260.0,639.0,147.0,807.0,681.0,170.0,33.0,277.0,32.0,254.0,1189.0,149.0,201.0,101.0,264.0,114.0,160.0,71.0,467.0,275.0,202.0,14.0,786.0,1400.0,1336.0,88.0,1873.0,248.0,264.0,263.0,520.0,1162.0,79.0,430.0,287.0,249.0,1508.0,502.0,17.0
653,182.0,10.0,74.0,107,129.0,385.0,17.0,48.0,114.0,7.0,33.0,67.0,70.0,47.0,30.0,66.0,49.0,18.0,279.0,87.0,185.0,64.0,56.0,333.0,76.0,49.0,99.0,558.0,206.0,36.0,108.0,35.0,112.0,141.0,76.0,65.0,42.0,38.0,235.0,66.0,104.0,135.0,99.0,50.0,9.0,44.0,221.0,98.0,52.0,130.0,129.0,149.0,56.0,90.0,83.0,32.0,52.0,98.0,232.0,19.0,117.0,20.0
657,736.0,18.0,143.0,274,127.0,135.0,30.0,273.0,67.0,17.0,68.0,56.0,126.0,102.0,74.0,61.0,269.0,142.0,934.0,140.0,36.0,188.0,411.0,408.0,58.0,221.0,242.0,279.0,57.0,41.0,60.0,33.0,65.0,199.0,147.0,604.0,310.0,102.0,373.0,239.0,135.0,184.0,684.0,500.0,21.0,128.0,162.0,110.0,144.0,116.0,46.0,230.0,144.0,105.0,593.0,87.0,71.0,127.0,45.0,153.0,223.0,35.0
658,246.0,3.0,7.0,15,5.0,73.0,0.0,186.0,21.0,0.0,15.0,2.0,9.0,8.0,3.0,0.0,47.0,1.0,23.0,18.0,0.0,18.0,7.0,9.0,33.0,8.0,40.0,51.0,5.0,1.0,2.0,1.0,1.0,30.0,285.0,31.0,7.0,4.0,1.0,15.0,1.0,5.0,3.0,5.0,2.0,3.0,10.0,7.0,0.0,2.0,18.0,2.0,10.0,2.0,75.0,1.0,8.0,29.0,4.0,1.0,20.0,0.0
66,94.0,1.0,62.0,87,12.0,67.0,9.0,28.0,12.0,3.0,131.0,166.0,2.0,13.0,5.0,249.0,74.0,6.0,61.0,43.0,2.0,40.0,7.0,25.0,123.0,61.0,26.0,173.0,8.0,6.0,79.0,3.0,68.0,17.0,1.0,104.0,29.0,6.0,3.0,36.0,8.0,26.0,51.0,59.0,6.0,18.0,64.0,8.0,1.0,73.0,35.0,94.0,35.0,14.0,6.0,12.0,23.0,33.0,6.0,2.0,16.0,2.0
660,275.0,4.0,41.0,281,12.0,129.0,46.0,31.0,40.0,12.0,6.0,10.0,9.0,99.0,28.0,8.0,88.0,46.0,55.0,29.0,5.0,38.0,170.0,41.0,341.0,131.0,37.0,1058.0,10.0,19.0,45.0,5.0,8.0,53.0,4.0,156.0,59.0,43.0,6.0,79.0,6.0,85.0,127.0,198.0,16.0,10.0,75.0,87.0,4.0,16.0,158.0,14.0,51.0,28.0,91.0,14.0,32.0,49.0,193.0,131.0,69.0,6.0
666,170.0,12.0,304.0,194,55.0,270.0,8.0,236.0,49.0,9.0,49.0,323.0,303.0,25.0,149.0,316.0,102.0,14.0,514.0,292.0,58.0,514.0,145.0,45.0,423.0,158.0,115.0,1520.0,86.0,8.0,346.0,18.0,166.0,204.0,257.0,53.0,97.0,17.0,122.0,66.0,210.0,162.0,196.0,18.0,12.0,166.0,135.0,153.0,122.0,251.0,393.0,279.0,207.0,169.0,245.0,15.0,63.0,107.0,399.0,49.0,131.0,11.0
