strain_id,A_noMTX_Trifluoperazine.ERG11_MID2,A_noMTX_Trifluoperazine.TPO1_TCB2,A_noMTX_Trifluoperazine.SNA4_GTR2,A_noMTX_Trifluoperazine.HNM1_MID2,A_noMTX_Trifluoperazine.SNA4_VAC8,A_noMTX_Trifluoperazine.noPPI_reference,A_noMTX_Trifluoperazine.RET2_EMP70,A_noMTX_Trifluoperazine.SRO9_GIS2,A_noMTX_Trifluoperazine.MID2_MAM33,A_noMTX_Trifluoperazine.RET2_SNA3,A_noMTX_Trifluoperazine.HNM1_RBD2,A_noMTX_Trifluoperazine.TPO1_MID2,A_noMTX_Trifluoperazine.ERV25_PIS1,A_noMTX_Trifluoperazine.ALO1_ADE17,A_noMTX_Trifluoperazine.ERV25_ORM2,A_noMTX_Trifluoperazine.ADE17_HYR1,A_noMTX_Trifluoperazine.ERG11_HYR1,A_noMTX_Trifluoperazine.PMC1_CTR2,A_noMTX_Trifluoperazine.FMP45_MEP1,A_noMTX_Trifluoperazine.ERV25_EMP47,A_noMTX_Trifluoperazine.ADE17_PGM2,A_noMTX_Trifluoperazine.FMP45_MID2,A_noMTX_Trifluoperazine.ERG11_TPO4,A_noMTX_Trifluoperazine.ERG11_ERV25,A_noMTX_Trifluoperazine.HUG1_ADE17,A_noMTX_Trifluoperazine.PLM2_HNM1,A_noMTX_Trifluoperazine.SRO9_SGN1,A_noMTX_Trifluoperazine.HUG1_PGM2,A_noMTX_Trifluoperazine.ADE17_GIS2,A_noMTX_Trifluoperazine.GTR1_SLM4,A_noMTX_Trifluoperazine.TPO1_TPO2,A_noMTX_Trifluoperazine.HNM1_TPO1,A_noMTX_Trifluoperazine.HNM1_TPO2,A_noMTX_Trifluoperazine.ALO1_UIP4,A_noMTX_Trifluoperazine.MID2_WSC2,A_noMTX_Trifluoperazine.ERG11_PIS1,A_noMTX_Trifluoperazine.ERG11_ERG5,A_noMTX_Trifluoperazine.ERV25_RBD2,A_noMTX_Trifluoperazine.SSH1_PIS1,A_noMTX_Trifluoperazine.SRO9_DHH1,A_noMTX_Trifluoperazine.HNM1_MAM33,A_noMTX_Trifluoperazine.SSH1_ERG11,A_noMTX_Trifluoperazine.SSH1_ORM2,A_noMTX_Trifluoperazine.ERG11_ORM2,A_noMTX_Trifluoperazine.RET2_EMP47,A_noMTX_Trifluoperazine.DHH1_LSM3,A_noMTX_Trifluoperazine.MID2_TPO2,A_noMTX_Trifluoperazine.ERV25_UIP4,A_noMTX_Trifluoperazine.PLM2_SNA3,A_noMTX_Trifluoperazine.ALO1_HYR1,A_noMTX_Trifluoperazine.HUG1_ALO1,A_noMTX_Trifluoperazine.HNM1_TPO4,A_noMTX_Trifluoperazine.SSH1_ERV25,A_noMTX_Trifluoperazine.ERV25_ERG5,A_noMTX_Trifluoperazine.FMP45_HNM1,A_noMTX_Trifluoperazine.HNM1_ERG11,A_noMTX_Trifluoperazine.MID2_TPO4,A_noMTX_Trifluoperazine.MID2_RSN1,A_noMTX_Trifluoperazine.ERG27_ACF2,A_noMTX_Trifluoperazine.PMC1_GTR2,A_noMTX_Trifluoperazine.MID2_PIN2,A_noMTX_Trifluoperazine.ERG11_ACF2
78,113.0,2.0,60.0,88,1.0,47.0,4.0,3.0,21.0,2.0,1.0,51.0,259.0,257.0,35.0,0.0,62.0,22.0,53.0,40.0,1.0,1.0,11.0,17.0,94.0,5.0,33.0,346.0,21.0,6.0,56.0,5.0,50.0,274.0,4.0,12.0,23.0,71.0,46.0,36.0,4.0,7.0,55.0,11.0,1.0,8.0,20.0,163.0,1.0,55.0,13.0,3.0,119.0,33.0,25.0,8.0,49.0,21.0,1.0,8.0,44.0,4.0
782,114.0,3.0,128.0,110,10.0,91.0,14.0,34.0,200.0,6.0,20.0,53.0,234.0,268.0,52.0,43.0,13.0,129.0,76.0,174.0,5.0,186.0,255.0,55.0,27.0,32.0,41.0,314.0,17.0,34.0,14.0,6.0,58.0,369.0,4.0,166.0,50.0,26.0,6.0,53.0,101.0,49.0,134.0,46.0,7.0,84.0,323.0,227.0,15.0,320.0,62.0,16.0,64.0,94.0,231.0,26.0,150.0,151.0,23.0,821.0,133.0,9.0
783,339.0,19.0,21.0,75,18.0,599.0,19.0,477.0,2.0,10.0,2016.0,559.0,109.0,6.0,339.0,365.0,306.0,16.0,306.0,42.0,11.0,92.0,318.0,415.0,35.0,50.0,79.0,115.0,1252.0,18.0,452.0,11.0,3.0,297.0,12.0,488.0,620.0,18.0,12.0,154.0,87.0,231.0,215.0,133.0,17.0,67.0,27.0,29.0,3.0,81.0,13.0,49.0,161.0,111.0,290.0,9.0,20.0,34.0,114.0,20.0,70.0,8.0
784,117.0,0.0,18.0,148,8.0,60.0,6.0,85.0,15.0,0.0,14.0,15.0,13.0,6.0,7.0,9.0,218.0,7.0,59.0,27.0,2.0,42.0,16.0,205.0,58.0,11.0,69.0,262.0,22.0,370.0,17.0,6.0,12.0,110.0,6.0,21.0,98.0,31.0,7.0,98.0,10.0,33.0,160.0,27.0,4.0,15.0,68.0,13.0,15.0,52.0,11.0,4.0,32.0,7.0,154.0,7.0,37.0,38.0,31.0,26.0,30.0,5.0
789,132.0,12.0,33.0,121,12.0,1394.0,12.0,36.0,25.0,9.0,14.0,474.0,34.0,205.0,90.0,108.0,62.0,46.0,147.0,75.0,7.0,500.0,202.0,780.0,26.0,244.0,490.0,267.0,85.0,43.0,409.0,32.0,183.0,128.0,31.0,320.0,26.0,67.0,23.0,22.0,18.0,52.0,105.0,90.0,17.0,31.0,92.0,41.0,24.0,108.0,342.0,25.0,48.0,25.0,141.0,9.0,38.0,110.0,271.0,127.0,112.0,20.0
79,21.0,0.0,0.0,9,0.0,40.0,2.0,1.0,1.0,0.0,1.0,0.0,131.0,0.0,29.0,7.0,2.0,2.0,8.0,1.0,0.0,73.0,7.0,4.0,8.0,6.0,4.0,188.0,5.0,2.0,0.0,1.0,0.0,18.0,2.0,3.0,1.0,7.0,67.0,2.0,0.0,21.0,36.0,6.0,2.0,3.0,5.0,5.0,0.0,3.0,5.0,0.0,4.0,1.0,16.0,2.0,0.0,30.0,1.0,2.0,24.0,1.0
790,257.0,7.0,169.0,626,27.0,359.0,18.0,36.0,93.0,16.0,65.0,96.0,549.0,108.0,182.0,764.0,121.0,19.0,233.0,117.0,710.0,114.0,107.0,384.0,107.0,79.0,62.0,315.0,45.0,2616.0,69.0,53.0,149.0,205.0,40.0,72.0,108.0,286.0,196.0,30.0,180.0,216.0,345.0,70.0,18.0,48.0,334.0,108.0,57.0,46.0,89.0,143.0,178.0,217.0,135.0,73.0,69.0,126.0,470.0,69.0,79.0,11.0
791,72.0,6.0,35.0,61,11.0,141.0,20.0,28.0,37.0,17.0,31.0,55.0,34.0,164.0,168.0,30.0,48.0,19.0,60.0,198.0,16.0,67.0,102.0,63.0,13.0,23.0,53.0,85.0,69.0,159.0,31.0,11.0,51.0,163.0,9.0,39.0,42.0,354.0,12.0,22.0,23.0,91.0,78.0,73.0,21.0,36.0,68.0,96.0,18.0,210.0,7.0,76.0,71.0,86.0,91.0,14.0,15.0,47.0,25.0,14.0,52.0,11.0
795,4128.0,99.0,1255.0,7578,154.0,329.0,175.0,1154.0,820.0,116.0,2129.0,1558.0,3762.0,5807.0,2081.0,3050.0,4050.0,930.0,3889.0,6739.0,1751.0,3744.0,7081.0,4130.0,337.0,1728.0,2849.0,1144.0,2298.0,9640.0,663.0,184.0,2011.0,9767.0,424.0,9112.0,5984.0,1718.0,751.0,2116.0,1747.0,3923.0,4229.0,2770.0,146.0,358.0,3285.0,2284.0,3345.0,8767.0,364.0,3776.0,4153.0,2216.0,10151.0,1147.0,1784.0,1634.0,293.0,1453.0,1596.0,171.0
796,1046.0,11.0,209.0,1200,515.0,114.0,49.0,43.0,622.0,104.0,871.0,125.0,95.0,153.0,268.0,1078.0,57.0,67.0,621.0,1046.0,2565.0,148.0,55.0,97.0,551.0,202.0,110.0,1379.0,347.0,44.0,102.0,51.0,1161.0,335.0,147.0,483.0,92.0,772.0,325.0,127.0,1406.0,734.0,963.0,208.0,70.0,82.0,193.0,844.0,42.0,1330.0,181.0,2147.0,1017.0,434.0,255.0,259.0,151.0,380.0,933.0,206.0,271.0,19.0
797,18.0,3.0,15.0,40,22.0,239.0,7.0,80.0,89.0,4.0,8.0,23.0,38.0,47.0,15.0,24.0,24.0,5.0,89.0,417.0,13.0,13.0,52.0,21.0,15.0,118.0,35.0,56.0,8.0,65.0,61.0,10.0,17.0,447.0,9.0,30.0,20.0,4.0,11.0,62.0,18.0,37.0,30.0,145.0,10.0,31.0,53.0,161.0,230.0,141.0,5.0,21.0,28.0,14.0,71.0,18.0,30.0,26.0,38.0,44.0,37.0,2.0
798,2812.0,61.0,185.0,1477,56.0,636.0,4407.0,681.0,908.0,1363.0,72.0,188.0,445.0,1796.0,401.0,60.0,1378.0,688.0,536.0,5313.0,41.0,774.0,682.0,166.0,590.0,2031.0,2017.0,4146.0,43.0,98.0,115.0,58.0,1212.0,2563.0,3483.0,986.0,1257.0,75.0,340.0,1434.0,436.0,1352.0,2539.0,1208.0,2871.0,1958.0,1629.0,3477.0,47.0,3991.0,420.0,520.0,3272.0,647.0,1653.0,271.0,630.0,618.0,472.0,1896.0,552.0,91.0
800,24.0,2.0,10.0,12,13.0,4.0,6.0,16.0,14.0,2.0,25.0,9.0,9.0,7.0,5.0,26.0,10.0,11.0,22.0,11.0,6.0,11.0,32.0,36.0,10.0,18.0,14.0,59.0,16.0,6.0,8.0,8.0,10.0,15.0,7.0,5.0,10.0,9.0,7.0,6.0,9.0,18.0,14.0,9.0,12.0,14.0,26.0,10.0,19.0,12.0,15.0,7.0,17.0,4.0,19.0,2.0,14.0,15.0,11.0,12.0,25.0,3.0
801,114.0,4.0,38.0,12,12.0,25.0,9.0,8.0,20.0,3.0,38.0,20.0,10.0,9.0,5.0,15.0,11.0,17.0,62.0,11.0,111.0,16.0,22.0,20.0,12.0,42.0,15.0,92.0,13.0,20.0,21.0,9.0,8.0,36.0,20.0,30.0,6.0,10.0,15.0,6.0,10.0,17.0,13.0,6.0,12.0,27.0,71.0,5.0,98.0,15.0,22.0,25.0,10.0,16.0,38.0,11.0,13.0,30.0,10.0,20.0,29.0,2.0
803,100.0,1.0,50.0,53,6.0,537.0,14.0,173.0,29.0,8.0,13.0,6.0,13.0,20.0,20.0,8.0,12.0,56.0,150.0,237.0,6.0,10.0,178.0,18.0,121.0,16.0,39.0,335.0,11.0,17.0,11.0,3.0,12.0,71.0,16.0,13.0,24.0,14.0,12.0,91.0,5.0,20.0,38.0,182.0,12.0,17.0,42.0,54.0,7.0,54.0,34.0,16.0,168.0,8.0,19.0,14.0,40.0,35.0,28.0,122.0,63.0,9.0
804,140.0,5.0,36.0,136,22.0,119.0,8.0,126.0,12.0,3.0,401.0,10.0,64.0,11.0,18.0,1759.0,269.0,10.0,326.0,92.0,8.0,27.0,367.0,180.0,6.0,90.0,103.0,77.0,50.0,10.0,21.0,17.0,66.0,279.0,12.0,454.0,116.0,21.0,84.0,82.0,80.0,126.0,424.0,34.0,5.0,120.0,109.0,36.0,32.0,29.0,31.0,24.0,92.0,43.0,44.0,13.0,16.0,31.0,35.0,47.0,17.0,11.0
805,48.0,6.0,21.0,79,15.0,46.0,4.0,14.0,34.0,4.0,9.0,78.0,9.0,25.0,46.0,12.0,6.0,15.0,183.0,33.0,4.0,172.0,137.0,50.0,19.0,78.0,96.0,56.0,16.0,22.0,98.0,5.0,30.0,115.0,9.0,62.0,74.0,12.0,168.0,165.0,40.0,34.0,90.0,18.0,1.0,81.0,120.0,77.0,236.0,22.0,21.0,32.0,35.0,6.0,45.0,4.0,54.0,47.0,15.0,49.0,50.0,4.0
807,36.0,0.0,55.0,52,5.0,103.0,2.0,48.0,6.0,2.0,13.0,4.0,62.0,74.0,147.0,6.0,5.0,11.0,11.0,76.0,2.0,118.0,13.0,31.0,11.0,11.0,139.0,25.0,4.0,10.0,5.0,8.0,7.0,117.0,9.0,12.0,11.0,877.0,7.0,22.0,12.0,63.0,100.0,8.0,6.0,14.0,14.0,107.0,7.0,281.0,10.0,9.0,14.0,28.0,61.0,2.0,5.0,7.0,8.0,15.0,6.0,7.0
808,244.0,11.0,30.0,147,37.0,133.0,40.0,63.0,55.0,31.0,33.0,20.0,31.0,13.0,53.0,36.0,26.0,55.0,121.0,61.0,11.0,174.0,215.0,176.0,18.0,106.0,77.0,249.0,81.0,615.0,24.0,13.0,71.0,93.0,11.0,479.0,67.0,15.0,15.0,46.0,40.0,63.0,171.0,153.0,90.0,15.0,64.0,60.0,41.0,38.0,75.0,36.0,69.0,23.0,81.0,27.0,45.0,88.0,54.0,80.0,59.0,7.0
809,554.0,21.0,156.0,236,1460.0,73.0,1531.0,188.0,69.0,929.0,10.0,83.0,149.0,201.0,92.0,460.0,260.0,29.0,1377.0,282.0,14.0,210.0,747.0,140.0,105.0,119.0,462.0,312.0,40.0,102.0,131.0,23.0,141.0,249.0,165.0,226.0,97.0,11.0,170.0,208.0,175.0,591.0,1319.0,175.0,975.0,74.0,181.0,63.0,51.0,239.0,72.0,222.0,533.0,173.0,342.0,68.0,57.0,127.0,227.0,73.0,98.0,20.0
81,95.0,0.0,11.0,33,1.0,60.0,1.0,15.0,12.0,1.0,0.0,23.0,4.0,10.0,21.0,2.0,4.0,2.0,42.0,15.0,2.0,176.0,48.0,16.0,69.0,62.0,22.0,109.0,4.0,4.0,6.0,6.0,224.0,66.0,209.0,6.0,17.0,336.0,11.0,19.0,3.0,13.0,361.0,11.0,1.0,23.0,10.0,15.0,4.0,5.0,11.0,4.0,136.0,26.0,28.0,6.0,17.0,76.0,1.0,2.0,22.0,4.0
811,59.0,14.0,109.0,85,10.0,213.0,227.0,36.0,8.0,87.0,392.0,35.0,38.0,34.0,38.0,102.0,42.0,19.0,58.0,89.0,98.0,28.0,74.0,60.0,12.0,34.0,75.0,40.0,82.0,88.0,21.0,25.0,646.0,214.0,25.0,56.0,64.0,24.0,362.0,31.0,177.0,204.0,62.0,41.0,320.0,37.0,35.0,48.0,10.0,99.0,10.0,236.0,102.0,33.0,69.0,16.0,21.0,32.0,214.0,8.0,36.0,9.0
812,32.0,2.0,21.0,58,5.0,94.0,3.0,25.0,6.0,1.0,8.0,6.0,11.0,9.0,23.0,16.0,68.0,27.0,33.0,91.0,18.0,25.0,19.0,103.0,21.0,22.0,38.0,125.0,11.0,22.0,19.0,2.0,9.0,48.0,9.0,20.0,20.0,6.0,4.0,7.0,17.0,15.0,11.0,5.0,4.0,49.0,18.0,32.0,4.0,98.0,7.0,12.0,29.0,3.0,37.0,6.0,11.0,18.0,4.0,28.0,21.0,2.0
813,356.0,9.0,166.0,628,780.0,113.0,26.0,176.0,10.0,12.0,71.0,74.0,67.0,201.0,105.0,70.0,219.0,43.0,344.0,268.0,31.0,217.0,553.0,294.0,116.0,191.0,477.0,344.0,41.0,181.0,167.0,27.0,177.0,677.0,63.0,390.0,222.0,41.0,28.0,226.0,170.0,380.0,328.0,222.0,18.0,196.0,136.0,153.0,17.0,165.0,37.0,395.0,155.0,69.0,583.0,96.0,66.0,118.0,171.0,113.0,211.0,23.0
819,404.0,82.0,272.0,872,60.0,426.0,64.0,495.0,275.0,29.0,285.0,1740.0,957.0,2371.0,284.0,5543.0,87.0,1446.0,724.0,1970.0,48.0,705.0,466.0,445.0,592.0,141.0,615.0,904.0,64.0,14861.0,2319.0,58.0,120.0,4704.0,679.0,814.0,484.0,84.0,195.0,470.0,118.0,392.0,779.0,103.0,53.0,2123.0,1899.0,950.0,205.0,1382.0,563.0,268.0,729.0,553.0,1173.0,114.0,875.0,1109.0,207.0,2429.0,979.0,28.0
821,173.0,2.0,92.0,99,5.0,65.0,7.0,45.0,53.0,33.0,11.0,59.0,37.0,172.0,12.0,11.0,178.0,77.0,110.0,64.0,6.0,22.0,223.0,69.0,51.0,66.0,88.0,462.0,56.0,7.0,39.0,2.0,55.0,37.0,8.0,76.0,31.0,21.0,31.0,11.0,28.0,83.0,217.0,28.0,7.0,262.0,147.0,64.0,8.0,46.0,84.0,35.0,117.0,20.0,98.0,22.0,68.0,184.0,13.0,184.0,122.0,4.0
823,124.0,8.0,90.0,222,42.0,159.0,26.0,134.0,46.0,15.0,78.0,62.0,76.0,169.0,45.0,45.0,118.0,117.0,130.0,547.0,9.0,235.0,246.0,290.0,84.0,88.0,216.0,354.0,35.0,51.0,54.0,16.0,152.0,888.0,33.0,143.0,174.0,48.0,223.0,49.0,48.0,68.0,119.0,47.0,16.0,350.0,232.0,513.0,9.0,729.0,65.0,28.0,81.0,85.0,150.0,36.0,92.0,153.0,99.0,148.0,186.0,19.0
830,14.0,2.0,56.0,6,1.0,73.0,0.0,10.0,2.0,1.0,3.0,3.0,15.0,13.0,11.0,3.0,5.0,1.0,13.0,12.0,8.0,8.0,64.0,24.0,2.0,13.0,62.0,17.0,9.0,3.0,8.0,7.0,10.0,38.0,3.0,13.0,11.0,39.0,5.0,11.0,2.0,33.0,26.0,3.0,2.0,19.0,35.0,14.0,18.0,30.0,3.0,0.0,9.0,3.0,5.0,1.0,8.0,19.0,7.0,3.0,20.0,1.0
833,81.0,5.0,95.0,89,52.0,78.0,17.0,86.0,19.0,11.0,42.0,63.0,86.0,34.0,59.0,34.0,84.0,23.0,67.0,114.0,14.0,136.0,112.0,216.0,73.0,38.0,190.0,129.0,30.0,69.0,72.0,14.0,55.0,371.0,19.0,40.0,123.0,168.0,55.0,78.0,37.0,148.0,217.0,48.0,13.0,80.0,77.0,102.0,17.0,157.0,57.0,21.0,89.0,83.0,95.0,13.0,57.0,69.0,83.0,22.0,58.0,18.0
835,39.0,2.0,84.0,36,270.0,69.0,4.0,21.0,4.0,2.0,127.0,10.0,25.0,13.0,46.0,135.0,8.0,7.0,37.0,106.0,58.0,23.0,118.0,46.0,57.0,22.0,39.0,35.0,51.0,29.0,18.0,7.0,243.0,123.0,9.0,18.0,18.0,40.0,70.0,25.0,34.0,92.0,147.0,8.0,2.0,111.0,41.0,56.0,50.0,43.0,13.0,90.0,137.0,56.0,16.0,4.0,8.0,15.0,17.0,3.0,19.0,6.0
837,874.0,15.0,142.0,270,14.0,76.0,26.0,102.0,93.0,21.0,18.0,57.0,39.0,48.0,381.0,14.0,367.0,27.0,414.0,89.0,25.0,277.0,429.0,899.0,117.0,168.0,311.0,278.0,28.0,90.0,51.0,23.0,36.0,107.0,54.0,231.0,112.0,628.0,125.0,84.0,82.0,129.0,441.0,229.0,27.0,99.0,264.0,133.0,1671.0,491.0,87.0,345.0,119.0,73.0,275.0,42.0,92.0,145.0,214.0,93.0,138.0,13.0
838,13092.0,440.0,4251.0,14974,7885.0,2957.0,744.0,8884.0,2060.0,439.0,4540.0,7310.0,9320.0,6386.0,11209.0,3130.0,11141.0,2138.0,17728.0,9219.0,2654.0,19566.0,35551.0,32715.0,1226.0,7404.0,18621.0,8715.0,1329.0,26726.0,6535.0,703.0,11628.0,30595.0,6181.0,12801.0,21201.0,7012.0,1852.0,6639.0,5869.0,10530.0,9445.0,12804.0,547.0,9764.0,11466.0,9649.0,1042.0,12586.0,3632.0,7445.0,12308.0,14555.0,27454.0,1660.0,6510.0,10517.0,13743.0,4897.0,7991.0,505.0
839,82.0,7.0,71.0,33,17.0,337.0,31.0,189.0,18.0,30.0,16.0,38.0,33.0,160.0,41.0,52.0,289.0,48.0,438.0,572.0,7.0,82.0,107.0,544.0,29.0,16.0,174.0,281.0,14.0,333.0,126.0,21.0,131.0,1216.0,10.0,44.0,49.0,35.0,6.0,241.0,14.0,152.0,27.0,52.0,16.0,41.0,45.0,625.0,18.0,325.0,46.0,19.0,46.0,76.0,72.0,14.0,19.0,43.0,25.0,44.0,51.0,13.0
841,307.0,9.0,116.0,123,48.0,35.0,5.0,154.0,73.0,6.0,20.0,17.0,19.0,541.0,127.0,63.0,222.0,24.0,67.0,145.0,11.0,135.0,98.0,265.0,15.0,74.0,317.0,30.0,704.0,7.0,26.0,11.0,15.0,264.0,208.0,308.0,90.0,158.0,109.0,238.0,42.0,246.0,100.0,352.0,6.0,177.0,194.0,290.0,650.0,40.0,15.0,34.0,174.0,100.0,481.0,18.0,94.0,77.0,8.0,34.0,123.0,4.0
842,350.0,11.0,272.0,314,68.0,116.0,14.0,118.0,108.0,11.0,22.0,247.0,138.0,304.0,118.0,62.0,359.0,128.0,719.0,266.0,20.0,160.0,288.0,436.0,144.0,96.0,192.0,1106.0,31.0,41.0,336.0,24.0,52.0,440.0,111.0,190.0,177.0,51.0,68.0,114.0,48.0,209.0,487.0,417.0,12.0,161.0,200.0,216.0,25.0,202.0,196.0,194.0,294.0,35.0,397.0,42.0,86.0,147.0,188.0,293.0,171.0,11.0
843,5941.0,68.0,405.0,1543,320.0,394.0,71.0,1266.0,2080.0,45.0,1316.0,245.0,690.0,3629.0,1082.0,185.0,7902.0,339.0,1265.0,1028.0,684.0,1141.0,1933.0,3711.0,386.0,2297.0,2729.0,4324.0,147.0,110.0,253.0,83.0,303.0,1361.0,4649.0,5002.0,646.0,713.0,2139.0,2023.0,131.0,649.0,2701.0,3729.0,108.0,1336.0,1547.0,1214.0,1191.0,3153.0,390.0,322.0,578.0,1208.0,1297.0,288.0,592.0,692.0,69.0,803.0,1128.0,75.0
848,90.0,2.0,22.0,12,12.0,68.0,2.0,33.0,5.0,3.0,16.0,7.0,9.0,15.0,15.0,8.0,11.0,9.0,54.0,11.0,6.0,6.0,169.0,49.0,10.0,18.0,77.0,54.0,3.0,1.0,23.0,4.0,8.0,36.0,9.0,107.0,38.0,6.0,14.0,57.0,1.0,13.0,21.0,34.0,1.0,7.0,75.0,30.0,109.0,14.0,5.0,4.0,8.0,7.0,47.0,2.0,15.0,24.0,13.0,10.0,30.0,2.0
850,2913.0,40.0,560.0,1641,2918.0,739.0,42.0,348.0,444.0,31.0,990.0,508.0,1195.0,201.0,213.0,473.0,1145.0,156.0,1592.0,382.0,859.0,219.0,3808.0,3730.0,98.0,1112.0,1032.0,375.0,352.0,164.0,546.0,95.0,2098.0,1666.0,43.0,2695.0,2009.0,139.0,762.0,361.0,2222.0,1475.0,1226.0,815.0,49.0,1441.0,985.0,511.0,1891.0,906.0,136.0,6126.0,1705.0,2046.0,1410.0,338.0,253.0,485.0,979.0,356.0,671.0,46.0
853,928.0,15.0,1109.0,234,1448.0,2108.0,35.0,632.0,415.0,28.0,65.0,247.0,49.0,590.0,37.0,466.0,388.0,293.0,8262.0,96.0,1525.0,490.0,1296.0,1320.0,404.0,897.0,1656.0,7565.0,128.0,42.0,249.0,45.0,228.0,633.0,311.0,1229.0,217.0,120.0,57.0,360.0,395.0,1171.0,1505.0,201.0,26.0,146.0,737.0,480.0,67.0,1005.0,904.0,268.0,878.0,216.0,1442.0,93.0,236.0,192.0,1011.0,646.0,272.0,48.0
854,16.0,3.0,197.0,81,12.0,189.0,3.0,49.0,15.0,3.0,10.0,26.0,8.0,20.0,6.0,62.0,21.0,88.0,281.0,32.0,12.0,72.0,66.0,14.0,93.0,10.0,86.0,120.0,76.0,424.0,49.0,11.0,12.0,52.0,310.0,27.0,56.0,17.0,2.0,36.0,12.0,29.0,19.0,13.0,3.0,65.0,369.0,50.0,7.0,30.0,15.0,15.0,40.0,34.0,95.0,7.0,84.0,210.0,6.0,101.0,114.0,1.0
857,5624.0,132.0,2117.0,5232,204.0,3817.0,159.0,2584.0,1121.0,104.0,124.0,2377.0,2828.0,3856.0,5563.0,240.0,2469.0,787.0,5874.0,8868.0,93.0,4529.0,430.0,2493.0,250.0,1221.0,10329.0,1203.0,320.0,195.0,3614.0,415.0,2700.0,12068.0,119.0,3504.0,2996.0,24854.0,1667.0,8467.0,660.0,6791.0,13391.0,1990.0,117.0,1848.0,5479.0,14092.0,7185.0,14471.0,438.0,2487.0,3979.0,7171.0,7304.0,897.0,1591.0,1373.0,2026.0,1784.0,1194.0,287.0
859,267.0,9.0,70.0,74,86.0,141.0,18.0,113.0,7.0,21.0,24.0,64.0,25.0,42.0,22.0,74.0,53.0,18.0,221.0,107.0,2.0,63.0,218.0,814.0,27.0,86.0,47.0,111.0,22.0,10.0,68.0,19.0,17.0,87.0,64.0,74.0,80.0,6.0,140.0,52.0,18.0,343.0,170.0,43.0,12.0,17.0,31.0,40.0,15.0,40.0,82.0,42.0,292.0,59.0,128.0,14.0,17.0,54.0,120.0,51.0,28.0,9.0
860,123.0,22.0,103.0,285,46.0,81.0,65.0,136.0,46.0,46.0,20.0,58.0,167.0,89.0,138.0,58.0,170.0,45.0,136.0,231.0,16.0,167.0,177.0,336.0,87.0,249.0,364.0,252.0,26.0,59.0,100.0,47.0,177.0,648.0,25.0,156.0,243.0,247.0,89.0,119.0,80.0,345.0,147.0,93.0,65.0,106.0,323.0,250.0,71.0,264.0,65.0,103.0,204.0,137.0,310.0,46.0,90.0,167.0,196.0,145.0,96.0,23.0
862,200.0,47.0,116.0,147,120.0,30.0,68.0,151.0,23.0,35.0,52.0,61.0,73.0,91.0,50.0,49.0,159.0,101.0,282.0,123.0,33.0,191.0,361.0,241.0,39.0,155.0,302.0,115.0,45.0,54.0,78.0,38.0,66.0,333.0,100.0,79.0,202.0,30.0,40.0,95.0,53.0,204.0,74.0,99.0,62.0,86.0,136.0,89.0,92.0,178.0,37.0,42.0,93.0,64.0,269.0,55.0,46.0,136.0,76.0,58.0,169.0,18.0
868,206.0,5.0,46.0,34,15.0,154.0,4.0,18.0,73.0,0.0,9.0,14.0,4.0,13.0,9.0,10.0,3.0,31.0,237.0,15.0,144.0,104.0,76.0,27.0,59.0,29.0,72.0,166.0,26.0,5.0,55.0,2.0,5.0,27.0,2.0,20.0,80.0,7.0,19.0,13.0,16.0,21.0,33.0,21.0,1.0,7.0,49.0,23.0,64.0,17.0,78.0,43.0,31.0,32.0,157.0,15.0,10.0,43.0,2.0,86.0,23.0,6.0
869,135.0,3.0,18.0,10,12.0,67.0,3.0,43.0,14.0,3.0,5.0,9.0,12.0,70.0,173.0,8.0,68.0,5.0,182.0,204.0,196.0,103.0,127.0,638.0,13.0,19.0,31.0,26.0,3.0,3.0,6.0,9.0,18.0,169.0,21.0,123.0,63.0,1.0,3.0,61.0,22.0,158.0,54.0,87.0,6.0,35.0,26.0,163.0,5.0,334.0,7.0,10.0,90.0,51.0,45.0,9.0,42.0,19.0,3.0,4.0,26.0,1.0
87,535.0,20.0,9.0,21,16.0,303.0,38.0,10.0,5.0,11.0,20.0,2602.0,10.0,14.0,3.0,29.0,37.0,3.0,29.0,26.0,127.0,16.0,33.0,1610.0,8.0,18.0,14.0,36.0,35.0,14.0,1756.0,16.0,6.0,692.0,1.0,12.0,751.0,7.0,8.0,14.0,33.0,2774.0,14.0,44.0,32.0,3.0,8.0,10.0,6.0,34.0,2.0,23.0,740.0,270.0,1506.0,14.0,4.0,20.0,32.0,13.0,5.0,6.0
870,1.0,3.0,4.0,27,3.0,14.0,1.0,6.0,20.0,0.0,3.0,20.0,0.0,0.0,4.0,1.0,1.0,0.0,12.0,10.0,0.0,1.0,3.0,2.0,2.0,2.0,3.0,23.0,0.0,24.0,31.0,1.0,1.0,12.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,19.0,257.0,5.0,0.0,3.0,27.0,1.0,1.0,7.0,16.0,2.0,50.0,4.0,2.0,6.0,25.0,28.0,0.0,1.0,36.0,2.0
